"gamma","lambda_0","theta"
8.23836517818363,21.0809228819802,2.3262811800873
7.88037253274906,22.0787483590621,2.3704258994582
8.29665809231243,20.4478847448979,2.28335584834884
9.77590686993535,19.3162168379533,2.2791358723696
11.2353454391094,19.295058593178,2.30330349024638
9.33055388003376,19.6136403688314,2.27821589433705
9.17634229977786,19.2800521239024,2.26812788376434
8.393144220213,20.9381423569426,2.34710728043772
7.79250227832176,21.1912744343974,2.33337790602561
6.69821776464538,22.6938239960574,2.34039477966673
9.1654169474512,18.9981165310196,2.24380498412906
4,24.0917416277199,2.31941725334375
10.2655143032366,20.0357960816996,2.32773141288228
7.27236145773467,20.2952568556527,2.2467685338488
9.34637285606193,20.7327035639621,2.3188140764497
12.1964550026244,18.4809918999048,2.29999847189873
7.08245297406421,21.4548266147367,2.30295289871699
6.40853404805277,20.901084885719,2.24594988161418
8.46350876591932,19.2546276738699,2.22081442741596
6.45704784223267,22.8494720913859,2.35619608154409
10.1634236832482,19.2980149550917,2.28042772480372
10.1998992055373,20.0519736942557,2.32070497885569
8.50261383223641,19.9766312088447,2.28919329309092
8.30063449065515,20.9102159153378,2.32083280866909
9.70613310358234,17.8329904961548,2.16390964139028
12.046981062492,18.605356292988,2.28951123068434
10.0383706246585,19.0426931652811,2.26000265232139
10.6360334173543,19.1907325804857,2.27533179793096
5.05124098908472,22.6338914020717,2.28753458342021
7.22914515794943,20.9229314755943,2.24607837009592
7.6390935432412,21.6761788373636,2.32636005907773
5.83213284284494,21.5362409880906,2.26658424283446
9.63012417294845,20.2209220645829,2.34452249780744
8.79631324427496,19.8360881008719,2.26647713256949
8.5932098070164,20.2225078825416,2.29986936800455
7.63535656414533,20.1467976212175,2.24555006559534
4,22.7990472339342,2.26907572340572
8.80288072969924,18.9942998316504,2.23351079934375
11.0802906618568,18.2958189082907,2.24274753368547
9.4526170615376,19.2670497925083,2.25466540709381
9.87001086127342,20.585394323676,2.34150574270954
10.1226244740707,18.8149961335536,2.25625421471698
9.42685272116555,19.768682319106,2.29011410214606
8.15508546165568,20.687115226382,2.28439472491379
5.98959516213878,22.8723032083893,2.34416807665175
6.06779239984502,19.7605605801017,2.18568444399361
7.19359790759205,22.4258631173414,2.34486694666081
9.96816133172697,20.3846731549208,2.31758808161208
5.71291448651995,22.8274520659906,2.33685032123814
10.5422331181672,20.690189544542,2.37030020507598
10.8478435487532,19.1785788274361,2.28826731467196
10.905153615442,20.2692505169963,2.37417592947895
5.80744890821612,23.2384778306572,2.37874585252906
10.6425618361849,18.444758875362,2.25621919683558
4.47215479268826,24.120332426907,2.36683613757466
10.9764374501044,19.0358707639655,2.30561543354448
8.01357436072649,20.5267152006782,2.28784016875951
8.44478109561613,21.0002529750056,2.31955426167249
9.93717015208761,18.9323991026402,2.27474993027151
7.98852358901154,20.7499914690613,2.27700695804593
6.25826281192746,21.0044983487167,2.24450131178249
7.045873791183,22.9007927469792,2.34419507136442
9.29698434461826,18.7448215636353,2.22941934519301
6.23700419127524,21.7928681216648,2.32406517258286
8.97702959033028,19.8834392247592,2.27102722918937
9.34637626472155,20.1581632517449,2.27979856613429
9.25641806115846,20.063085716683,2.30537983241393
5.91209775906201,23.470404541844,2.40075915246059
9.91308886683773,19.4030263500529,2.28502005363896
10.0743100464002,20.2959128932248,2.32820159672606
7.87937443531883,21.3314524781727,2.32444156496462
9.81507397646412,19.6722020049721,2.30519760675243
9.4814991815279,19.9583391328527,2.30023647173135
6.32483108941299,21.0114072010572,2.23573746324211
10.1147757070462,19.5447978971187,2.289933647386
8.06997928914232,20.9023228256786,2.30207368837515
9.42135888824835,19.63797247548,2.26979499985537
5.57867162733464,21.0755097003017,2.22903044815109
7.00622543788959,21.8077038203651,2.32572519169612
9.60609654603681,19.1336894374956,2.23108299662532
10.4512191726717,19.5230124854133,2.29640099782927
5.07134866516287,22.9515150687688,2.32582637362731
4.64789970791949,22.1855738396876,2.26699786318004
7.89458374314014,21.082847510322,2.29595074872302
6.86314799583422,21.5030908154225,2.28246749794051
7.26084371156191,21.025896730278,2.29286764193792
9.53684139370774,19.5464283081386,2.26091572845725
8.80472708471539,19.9245423055652,2.26783437461882
8.88422057092524,20.2025972982251,2.26131047261539
8.25649885162506,20.5680388640117,2.30388405856332
7.6872197530436,20.6747562149712,2.2645397026816
10.8473050254716,18.592893081533,2.27131042005874
9.05064732008264,20.6750753143765,2.30945590428044
7.16764653714457,20.6798605200669,2.26361411589164
9.69513175709346,19.5367108176299,2.28727410892771
9.98054274719548,19.9397674015341,2.31196059343364
8.89777096078801,20.7536023583364,2.32355589490369
9.96842100173191,18.5207386748143,2.2374892534444
9.92632421534342,19.6981029604784,2.30751277338224
7.60799258575393,20.6505576970976,2.26627961405327
8.97739115917088,20.0055930198348,2.26670678264432
6.83162714890778,21.4193362807137,2.27216461249774
10.7046757560359,18.6845785466142,2.2556698931952
8.80915004971652,19.5502148469328,2.25325627624811
9.10159027968409,19.8697285833086,2.27877076457837
9.97038447802999,19.3538242618944,2.27470637088623
7.15223406827216,21.4899444010105,2.31561409516578
8.54198577308958,20.3321636597182,2.27488110680843
9.33313720034428,20.4227751136547,2.29549152336924
7.83725001346589,20.2268324730343,2.27083588819543
11.1271555775084,19.4259761934105,2.32867000857283
8.2394898909573,20.1919518165613,2.25430939401625
5.21893130608648,23.617051154178,2.34658540246974
4,22.9013186768145,2.26979188628295
9.78587403779841,19.6014718685336,2.27511619838281
4,23.6061678539998,2.31030857100473
4,23.8469413653389,2.33030394272895
7.62353154810753,21.1606446242571,2.31610677796955
7.51839431878714,19.9716012948361,2.22810664666104
10.6892478697413,18.7973775471069,2.24476526695814
10.8564871509447,19.1174077493219,2.28135383546411
9.11804749293658,20.6238234003879,2.32151360745755
11.460447177726,19.8798811159179,2.35203388912508
5.78052760512463,23.3670135021097,2.37121275776059
10.2529705582698,19.0036500722264,2.27357106142557
9.2536914507087,20.0315753222665,2.28870389006686
9.96409301793782,18.708802162339,2.24703586907221
9.96102221299151,20.1889135308285,2.32048431835369
8.73701054895674,19.9932687733117,2.27866905086692
9.92116314235558,18.4839273575811,2.22437498624882
8.56195109583143,20.0834060656619,2.28632407419508
6.2465579195932,21.7737033592152,2.29262559939649
9.97169098885182,20.2554965237647,2.32354334669293
10.3798847323032,18.7495753374906,2.25015337341797
5.37175091556423,22.6336037649437,2.28420446455331
11.4061676844452,18.9957936428248,2.29509560083763
9.27442788724882,19.2205844423777,2.25842380203388
7.40158570718389,21.5188179310575,2.33320766516746
10.8718467262929,18.7079068776437,2.27979940286834
4,23.249992603959,2.2866867318
8.62927640099218,19.433483971307,2.25908802098373
7.66903081358184,21.0753872830945,2.28702935510731
10.641918248515,19.4120283370073,2.31878139368059
9.78492054068256,19.3947703030989,2.28137470120486
9.54302287569485,21.3189028389782,2.3518646215771
9.48386872532647,20.6221541958458,2.34655990832557
8.88435744155283,19.4403963863352,2.25950371840904
7.80538072370835,20.5437307821146,2.27567660620378
8.31940706567992,19.7743696887827,2.25944374934868
10.72791911097,19.3058636717558,2.28673454378984
6.02152060528671,21.695187233041,2.28274032713159
8.79497723469692,20.0891088971192,2.2798395307273
9.83687521436059,19.2889454055984,2.28352831923913
4,24.2922318719792,2.32990257102488
6.12010436467738,21.448285412219,2.2546610713468
8.1997528339967,21.235861408395,2.29654643381785
10.3098212126141,19.1900972290796,2.25516710224841
4,24.9398475883304,2.35747566922775
9.05867814777289,19.3022951117613,2.27952361150079
8.24485519371359,20.2561491546365,2.27230182951496
11.4173544477123,19.0985217164637,2.30682761959799
8.71846486725432,20.3562922967662,2.30665018759488
8.35343779052488,19.7455958174773,2.26100636906689
8.02172133935771,20.6352063851736,2.29456125119082
11.3723758849277,18.4527789503694,2.28591969352839
10.0671405085756,19.1519278242119,2.25279595486835
4.34408760590613,23.7810146843071,2.36338886161374
11.2997527424678,18.5943995358503,2.29500324478234
10.3305117462574,19.5907174423765,2.29602954637235
9.37461182599837,20.1320071658615,2.30956115417938
8.47889894532459,19.4150826090918,2.24198810159343
10.1641287769085,18.0215989237649,2.18645370768483
8.19907525433957,20.4384899561942,2.28919290175611
7.60358891050673,20.9420082816649,2.30623080335933
8.07926500675018,20.9042182528027,2.29421878056424
6.74291029683639,22.5469023053876,2.34380904039636
8.6117483520151,19.1081721091719,2.22116668232528
6.98147915701133,21.5585840728938,2.30764421416182
9.27703408831931,19.6668358237005,2.25531903873863
6.95150864419101,22.3522727124072,2.33753087127943
9.34324128497086,20.3333808347452,2.33171593773923
9.16914858347297,20.292996782867,2.30830146748643
5.98814533406995,22.4416090595325,2.30183280982334
10.1190182422457,19.7466916883118,2.30053524602857
6.81841195178724,20.5045375807783,2.23472875318091
9.58398008795429,20.0404531792485,2.28619787886925
10.6601249405398,18.4189563180258,2.25244523668374
7.59087730089995,21.1191125045295,2.28595585751841
5.1178167563725,22.8499505973903,2.32348741934157
8.79611980586789,20.0363092785138,2.26537973050341
6.8701833888699,20.2985354782484,2.23374836768327
9.29139698682106,20.0286202246083,2.27327142853454
5.7691742418125,23.0075702604403,2.35736535931102
7.44953550379572,21.1156097940621,2.30012038282438
9.05728057727076,20.5201349684752,2.31023070936478
10.6105066105669,20.1831948595844,2.35944696094628
10.8158755244829,18.0778018523996,2.22031687552741
6.9965864701782,22.6053476949588,2.36356870723058
10.4642590504938,18.771998582668,2.26888323987638
10.7248920261669,20.0106436377108,2.33588359320961
10.306071208599,19.9578592955166,2.3326831666121
8.24654532163592,20.8324541696027,2.31071102276701
7.78498055853861,21.8804065179407,2.34205721878939
7.79391522298862,20.3627990634326,2.26950405160018
9.38116227649501,19.6494379327743,2.28005132664686
6.25460343796219,20.8392003985546,2.24700569015194
9.48831180345894,19.545891265037,2.27007018197385
10.3251272944017,18.6648424370601,2.25068009201042
5.02226152248255,21.5346118566845,2.23097160760997
6.74771047668092,21.0138451657443,2.26732927427628
9.5010288275675,19.2230543875539,2.26083160432736
5.89029116111739,21.152408379628,2.24201586872619
9.39197642526209,20.3498367057928,2.33914096944814
10.8227843101751,18.7396362532652,2.29126301795711
10.4389463556845,19.2238686035345,2.28350172688129
7.94557675952618,21.1045623059736,2.29231251051428
11.3846548233548,18.9352609389723,2.31923208889938
6.75928299831974,21.0357176880549,2.25252273002932
4,24.2239659299755,2.34164376802866
7.87794998853826,20.3914882145216,2.24098255365147
8.26913302113638,20.5073244417437,2.28709338838961
11.4245172530831,19.7315506247124,2.33235829643006
9.53266727439122,20.9340576635172,2.36720494495356
8.88487188286562,21.0613828108421,2.31724989658387
9.05185292283894,18.8278224693195,2.24087093597536
10.3625795104359,20.2211679496482,2.34248135098472
10.2891441312315,19.4957198873859,2.28524696961729
4.30622940096162,23.6324176089998,2.30422474592841
10.2929227396532,19.1836773944419,2.26593623428085
10.7810480643451,18.1258714810961,2.23522413638447
7.53063296973673,21.0557515328999,2.31044313695922
9.84484857735766,18.6214844101128,2.23545813051862
9.51543356292913,19.6062212555348,2.28184604207927
9.4404117440206,20.2708510095675,2.31164093880344
4,22.678297182115,2.27354083800834
6.56812300420872,22.4028436162582,2.32896324120737
9.2629915284971,19.5923310185923,2.26545282597417
9.27251692730646,20.4487555299956,2.31080924099902
11.3123400853138,18.2944894642624,2.23984897838712
8.6866843022227,20.3593351654198,2.31711263787453
10.2064788218133,18.6890025975182,2.24396821714876
8.86462798547016,19.2538715345837,2.25107859454897
7.93694662592877,20.5597884774093,2.27138580592323
6.9106228140802,22.1240140389323,2.30474359173909
5.86933821235473,23.1903789641116,2.32437451302224
8.22978942963317,21.2843716647293,2.32981849100721
7.54982344501452,20.5257787384268,2.27995953062759
9.40408153773161,19.2358807695405,2.25426947089222
8.69751309919014,19.8228772756026,2.21995620430403
9.34225191719823,19.6358156766226,2.24881105393218
6.96590706126123,21.235480996941,2.31092502094895
7.56902531737144,21.9681917639121,2.36375792554774
8.45516016322125,21.8773912080141,2.34581712340491
9.08835696631108,19.4579059747117,2.25928540785342
9.01088125776466,20.3509166232266,2.29854043835681
8.27331772514784,20.2441027160965,2.27837019360528
10.3771815509119,20.0859384721564,2.32186641384875
8.97423060854518,20.8076069850444,2.34813585771169
8.82638921566576,20.9028213148655,2.32939625140755
9.24642069843596,19.4746999353634,2.25580442097671
8.0127118768054,20.0753901748853,2.28749816292115
8.01514335341515,20.8112003354753,2.28919114671852
9.67769813706952,20.4702415252589,2.30619168071305
9.32660530360649,20.7124444360352,2.34154504037988
8.47104679950596,21.298117940014,2.3227666989349
10.0925326390259,19.2269171578433,2.25820865657316
8.45514569060225,20.3428702743185,2.26672966691488
9.41125762767824,21.4054897292737,2.37222491576226
4.00338869422277,23.8656821751158,2.34027543931292
9.9138295668848,19.4559890442863,2.26681921295816
4,23.6023851333549,2.31696619250225
8.70587122852691,21.376109896672,2.32700849110053
6.98074747861238,21.1036640358737,2.27575293200085
4,24.8532973882156,2.38400067251776
10.9377649290883,18.9854748281178,2.30887595739298
9.03903564134097,19.8365572284272,2.27129774284318
9.25495513250189,20.4502962719381,2.30969297403873
9.39064638719619,19.6969278110072,2.27246897898174
8.17908487772231,20.792734210217,2.30505551204909
10.4605099717558,19.5121992807111,2.27981279084923
9.04966552602886,18.9988080540733,2.24469498926206
10.610925034094,18.7998693106826,2.28956920239479
4,23.8551330410105,2.33561177632419
9.26820690466543,19.340643941048,2.27595889347459
7.38484657707078,20.414005095259,2.26289911226517
8.74218656557777,19.8431064595083,2.28124971386718
10.3998332319185,19.5988805396682,2.31331599268569
9.51660556739669,19.5258717933419,2.2733557710576
9.75861214608919,18.9912229475836,2.24223385958713
10.1336513361731,19.5133164555119,2.32327689395714
5.79888949763769,22.4478968827322,2.31870530908417
7.20132795237264,20.5967478144621,2.2345425910412
7.38113089436149,21.4888947221822,2.33362596920736
8.48823208623434,20.1418224275817,2.28672027240866
9.24030946676796,19.5572914759913,2.25540904702323
7.86175097658125,20.8031924740543,2.28679461237974
9.22729591885253,20.3603265767208,2.28593652386454
4,24.3929249811222,2.33578180177642
4,23.5055709573112,2.27872884296163
7.68131422159801,21.5929882065529,2.31975214498198
5.8939152953338,22.9724492062945,2.32177548552287
8.19795405938732,20.893707284187,2.31249696730339
8.01322579756786,20.6580949296713,2.28684053448565
9.95821873948734,19.0816463398037,2.25635356572233
7.69322562110022,21.1261895239569,2.32464923154182
10.0949598261263,18.2711524733546,2.20477266198705
9.7157830468495,19.722966767484,2.2866564158922
7.02617843809411,21.2532548107599,2.27714181338633
10.9231553305353,18.5379724716145,2.26838667770507
9.86248180928115,19.4346833555458,2.26444181811172
9.75777078373669,20.7463524008041,2.36053065829483
8.011431558846,20.7024919524961,2.29335587803898
8.05450986294143,19.7037395697732,2.23677846534811
9.76257059517448,19.9458357968439,2.30036306328688
7.05631347210099,21.8449845889214,2.29782479966566
7.62606943417797,21.3076791120712,2.31919377119812
7.45714503998227,21.4580643898963,2.3339131033792
7.83073050146465,20.6211712461916,2.27341908268614
4,23.8116092023602,2.31476469317008
7.0418390148169,20.835112515528,2.26895285585446
9.95961498945407,19.3149645175915,2.31674588820582
9.66033175238421,19.2955607181178,2.25253343889363
8.74627922214785,19.8180996246851,2.23754712548985
9.62414395297986,19.074451300674,2.25715177201926
6.72102014377107,21.0874867106216,2.27598739653899
9.50397467109175,19.4124723253905,2.26664132857885
8.08497804024977,21.6354461411599,2.34814369111482
6.5876264979216,21.6181271502261,2.2978094709326
8.93628575821761,20.2531550829717,2.29793997744575
9.84311471168188,18.595635491846,2.2585055207609
9.30876234530249,19.7971602811375,2.30592782016184
9.09070611223179,20.1773411204425,2.2949850281925
9.72834168168531,20.6079593908561,2.34070579216241
6.09930421721244,22.0674006271936,2.2870531583786
9.48542675351522,19.3978381562092,2.23343346167233
8.98292332221876,19.3604596000912,2.24319531936735
9.42012287362759,19.7804652279537,2.27176770773997
9.28803153506174,18.7996479878666,2.2322458703344
10.2603102244823,19.6056127054672,2.32331360145419
5.51927999522461,23.752886738725,2.3428633144609
8.57279899342954,21.0340313210284,2.33718196975023
10.2921738380324,19.2496858339384,2.29046595419837
5.22824029911247,23.0856351497832,2.34290299444738
4,24.0045207523484,2.32534639325737
10.0265673283043,20.4419931688015,2.34520915944479
6.69506424500361,22.4175175751264,2.34848720190141
9.53594294168728,19.3254872925915,2.30105417285633
5.27980245412072,22.1341613577302,2.2777756843081
6.15114174582057,22.1699063781252,2.31341573230406
6.63300044050975,21.7191970165791,2.32496874889566
7.10030674785173,21.4274679474699,2.27484939508011
6.30986890746896,21.1001072007779,2.26534656122682
9.91509697100725,20.5400274190427,2.34616352002676
5.46624289519102,22.9791995554865,2.32701568082948
8.4141289570558,19.706610310392,2.24573988137766
4,23.6849907601599,2.29999017242007
11.0033715342087,19.4372132027949,2.33130277977414
7.38002064878576,22.0616237026146,2.34596449952232
9.85439139686034,19.789579055554,2.28680510869577
4.15932843153648,23.3091776090508,2.28769140033197
8.72058412415444,20.1316940417675,2.29105362011989
10.8407342692043,19.1324442155682,2.30208631978998
9.86070726176431,19.787634565274,2.32026054502861
9.30707259900929,19.2141394102538,2.23759560581673
5.46533463893785,21.7756312891641,2.28175038047208
8.25938959700492,20.9236122643278,2.31337995507553
9.84843596091558,19.2910565183132,2.26900429071538
9.29047343532976,19.9833120486708,2.28402303386099
4,22.7409372782942,2.28402603763686
9.76794498984485,19.5614616531437,2.27927121246685
8.37817125507133,20.3134400058982,2.2863218574336
10.3466468341012,18.565969742138,2.23995411027114
8.162437625846,20.4575153238891,2.29982839489942
8.16851818606626,20.947176592333,2.32735818846639
7.91282624866809,20.3734490580923,2.26660008683148
7.39601897005686,19.8223468137168,2.2058881002263
9.33116286987878,20.0394135496971,2.31260452758471
8.6476443287838,20.5533327753319,2.301691830513
8.62937066967021,19.6653230346602,2.26094625474007
6.22127642235177,21.5120408927147,2.27675465733029
6.52439953337671,22.2348001574929,2.33105640618981
9.45853251888617,19.7279360190793,2.31305167080606
4,23.9547325851213,2.34885333250696
8.46450181258177,20.7692479394423,2.284390985279
7.01267955020573,22.7033156756488,2.3708782033773
9.55995124127821,19.8042388251119,2.27922380883086
10.8761090931757,19.1945184749988,2.29210387952407
10.1292523365373,19.2543545075507,2.27408734404735
9.9852436893115,20.297508078851,2.33235915353558
7.56294493540656,21.9848163340879,2.32833785355449
9.38003713803928,19.3507916941695,2.24480821048205
9.49694864948557,19.2432052387384,2.25035304967547
7.17204863969906,22.2159656787673,2.32239184605209
7.44209958760674,20.6252829809612,2.2570627198729
4.67785580770945,23.3107571595768,2.31170257238618
8.88019732111663,19.9452365937957,2.27101682149165
9.48685825473957,20.609343070149,2.33687247778343
5.45121380267578,21.5621512899568,2.27436936809873
10.3565489236686,19.6228792229963,2.2884678924613
6.99278255387003,20.6269793891959,2.23434647209858
8.86316122996442,19.7268707373971,2.24066573988873
10.0826244821237,19.7425283296485,2.27567392342311
11.6871546860894,19.4788680827764,2.33072543627456
9.78051317136215,19.2124421648083,2.25290897102062
9.27556108746971,19.0499319053888,2.23644322239552
9.85741334307817,19.0035365728131,2.24078747933291
8.49283145622744,21.8342598604688,2.37369195067122
10.4901233230466,19.1686919671736,2.29498523468304
8.89875768750574,19.9974545143686,2.29794971975411
11.6038492832725,20.0100164595009,2.36614994902145
8.67319424788569,19.2518340623521,2.23057980713534
7.55022733946252,21.8355241346361,2.32550355374421
6.48816172457932,21.1430708645471,2.26132037424775
8.08537565098694,20.2257363219027,2.23522640907499
7.72544438436983,21.2402204979352,2.28971627912572
5.78925899208636,21.8091873106523,2.30263478912309
9.81497809215419,19.8067482960402,2.30929376783813
9.40978678284914,18.4114296950608,2.22964547500501
10.106985895496,19.9561382353307,2.31599896055046
9.00243442880384,19.6169900373959,2.26368546106174
10.1427276541623,19.6328763085991,2.28526650905341
10.2898976485823,18.5394669339408,2.23032102663303
9.41745236253141,19.9157445637521,2.29122702541435
9.9028244570565,19.1274027144744,2.26591789411287
8.54068718184763,19.963923713608,2.24558213922812
9.24336887032371,21.8613344164446,2.36658264794245
4,23.5571393503208,2.32171854574306
11.5215267887025,20.289102921969,2.35133343434066
8.6551994229458,20.6982459332851,2.29741557894911
7.98252981391318,20.5067618767177,2.28297737140765
9.35451929358477,20.3800867849133,2.32554517152121
8.6743457144091,20.9067020432061,2.31707591446058
9.25520754671781,20.3178909766851,2.32159676971522
9.90571282787731,19.7355052149798,2.3009158548725
4.76586896454531,22.9383667318599,2.27934986259236
4,24.2923378298757,2.36489535093552
10.3375847088202,18.6210377902848,2.23618481673038
7.88919449324249,20.6111038635961,2.27279244969175
10.8952190015961,18.4098660699443,2.27407218483325
11.3367454157234,19.42214282286,2.29645899211943
4,23.5751577772587,2.2940376738281
8.79722662569927,20.5122382106004,2.29672781434928
6.20584039243455,21.659299103216,2.27280259454181
5.02393349667032,22.6360229769858,2.29603720694845
9.7619156996894,18.5412825898138,2.25265305996605
10.1202486853817,18.9337747935838,2.2624655462988
11.3488756574193,19.3605406212061,2.30628960429393
6.40796504436541,21.7353373779133,2.28981806121587
4.32324326472611,23.4870563925402,2.33271770611542
10.7704932423332,20.0960124920211,2.33066033436298
9.89781147194412,18.9052969308729,2.26732655858219
10.7054071165462,18.8334588212645,2.27820030991459
9.19499470091875,20.086115744805,2.28875497366804
7.00495069234298,21.127384087522,2.29790279116998
9.46511758269378,19.399581999924,2.29405743208742
7.5295428857143,21.4462529475717,2.32977167133894
10.1616414852556,18.8262981329215,2.28452202872437
9.55565804784058,19.6232855537093,2.27619943675907
7.10497101466182,21.5826150086003,2.28872955406551
8.63636923411218,20.3427208807591,2.28025013487763
10.0725588276216,20.0996859546082,2.30307554817261
9.02570577860431,20.9081006270754,2.33971263650706
9.16923367411777,20.3715682054075,2.29901118102613
4,24.1361487049951,2.36555301655063
8.59288472682668,20.1154089289646,2.28173181357977
10.603244105566,19.5521742662367,2.3110705163634
5.57623602270212,21.8986667142558,2.29205022442576
10.562634413059,19.3971998091549,2.30159556662397
10.6796634400415,19.7686551497814,2.32943909973792
11.2906359889194,18.8542411228663,2.30012447158906
5.94900814167577,21.6202434226733,2.2742808701658
9.67106763905311,18.8912412558727,2.2400708620707
7.47641625491322,22.2047145459048,2.34047216647866
8.30716547094381,19.8999168246063,2.25001453968524
9.92389149359592,20.0638600587075,2.30915854569913
4,22.8324149965886,2.26526002085975
9.30988799931757,19.7857500637037,2.28227066299597
10.2191659350908,19.0583892679003,2.23035956843978
8.4147294536644,20.103865363409,2.27719763540008
10.9039792494063,18.1453959795402,2.21656679163523
10.324813704558,19.3321892268124,2.3138057739777
9.78991864689845,19.2469759019221,2.28139722372546
6.99663883386647,20.221645519735,2.22680407737141
9.33380750244666,20.116831974794,2.29626278172285
4,23.5186424974381,2.30605507063706
10.0439729872637,20.3824334754915,2.31564889009277
10.1728594075753,19.0850963843369,2.26412643513981
4,24.5405244713464,2.34905080580814
9.31646130461446,20.0096346550912,2.31329389662447
4,23.6293191535683,2.33169163394555
10.152172309121,18.903338140878,2.2453142051381
10.5267327387458,17.8463342059874,2.2123412065869
10.1020688693497,18.6272965383643,2.23612112175224
10.180423986895,18.7946531044859,2.26282370225562
9.80522910410991,18.4438284987479,2.21478249743799
9.13222790464473,21.0823129026943,2.33817555904124
11.3571344432391,20.3525681401367,2.35697550642648
9.20112125546117,19.6900948076777,2.28565227190269
8.53821915337079,20.2375468382567,2.26397970650644
7.81529904454264,19.7664544646304,2.24058660375831
6.899326963277,21.1847459137529,2.28496868207421
9.31742820495384,19.7638254226298,2.27968581742859
6.86778378790368,21.4565092085097,2.28125456030753
6.7285253538189,21.8874968091338,2.29049946263806
7.10791574225502,20.5806077420816,2.22698435055206
11.1511745661523,19.3140212676811,2.30898863599484
