"gamma","lambda_0","theta"
5.80599628826966,21.7268436835805,2.1493070331154
6.56458263620014,21.5369309105954,2.15159588178242
5.19806331923791,22.1715045365595,2.15851431525753
6.47614800779996,21.2271360283842,2.10274404857109
5.24685605079787,23.1147182984608,2.21649691455263
6.57307693979332,21.6430025910646,2.13954562805645
4.13382666803022,22.7294178326075,2.17017852701603
6.69618682829655,22.266548988044,2.21048767519894
5.21457786352525,21.9312760114948,2.1275352864999
5.52366157650555,20.7205571455433,2.00926471250231
4.93974526034156,22.7084821458408,2.17770646361012
5.89039447569768,20.7581023824724,2.07257446769532
5.07443694330456,22.2450521806372,2.16138321773707
6.42750673003457,21.1735580322809,2.12363888400473
6.05335267632831,21.4355884290919,2.12151566984874
6.05827408243566,21.4695804971091,2.15794977708779
6.14741317845338,21.7082105786131,2.11158023014725
5.48606924874357,21.8547671048429,2.12052757925677
6.05159931832124,21.1512375402643,2.06427540205857
6.59337402269501,21.2128110179636,2.14197314396067
5.99684818233399,20.7925611120208,2.1116374260125
5.6956255432847,21.7284590204044,2.10714661259782
6.17583898519163,20.623389371648,2.07756164957825
6.87130671125605,20.4622630250938,2.09351681271071
6.13014878060921,21.4696782378623,2.12962980416482
5.6103828547482,21.7382402795036,2.12886033310023
6.02177913226991,21.5770589677996,2.13569152597354
6.20817179509332,20.3094607067118,2.02633218761153
5.73120445631794,20.9580291029264,2.07511149381989
5.68878557909239,21.1100083021449,2.05110365214455
5.61903986651137,22.7179164112235,2.20385855408915
6.18637071154958,20.9184976606753,2.06337274079539
5.26707731450377,22.6247682289708,2.18748743536189
6.0090545906964,20.3564823545875,2.06217886727582
6.61733819627428,20.2653113223238,2.05361182282427
5.84758158033317,21.4063100845247,2.12929144253762
5.7430380238393,21.4720950771375,2.10586182060916
5.92688780463197,20.9989607059346,2.07330084533165
5.42400115252902,21.1717134233436,2.06798621384712
6.36071185350197,20.8220192435896,2.0623460502342
6.88811312289959,20.7084075770673,2.10477054370023
6.9609457691464,21.9852285285206,2.17303286067949
5.80870013175921,20.2051482972271,1.99656737563904
7.01994671006481,21.4752893993013,2.21471911183878
6.7389294689213,20.477175056347,2.05129923578708
5.68983450390823,21.9568973176272,2.17748636333994
7.01707477145779,20.5963189589963,2.10019129114883
8.03376814638622,20.3130555058533,2.15748931463693
5.60139770940236,22.480249235118,2.18528918999031
6.41768729829395,21.1989303497774,2.10237045158597
6.22830642784583,21.3152453059857,2.11732993765463
4.32570071691761,23.627403351936,2.21271171491355
7.06673871294007,21.1955413392712,2.19069778283476
5.96550499675466,20.1123461122368,2.00589310764546
7.53981386680625,21.1255328542828,2.15932376068301
5.71937182603514,21.2284105711268,2.08012279164934
6.09262990241374,20.5024210818484,2.061058837049
6.87878600090217,20.8734750973346,2.15023073559663
5.4311901059868,22.9602110931577,2.21669242521043
6.82266340083129,20.6102415876713,2.11181510987321
6.81933114427125,21.2493742697379,2.14597469874242
5.43887855650576,21.2815950907735,2.07846515355308
6.27460118687386,20.8449047130669,2.06922066437881
6.265650086475,20.3000249189442,2.05742992939125
6.04242685740512,21.660715360194,2.11736704512152
5.88804390873539,21.1489964709628,2.06173923709456
6.32107694793285,20.7905387255014,2.06239697940713
5.48723618730102,21.7073489549691,2.09745536968848
6.46484532216277,20.9572676580074,2.13239388934979
6.36181339586289,20.6150629849396,2.08385747026855
5.22395231624597,22.8465433590878,2.17922560236364
5.6312491793511,20.8383410911467,2.02519787112492
6.16875875925646,21.25868628806,2.1200834810102
6.53995275916271,21.7492596045846,2.14615761679987
6.01678580723535,22.0280594360258,2.15853087452538
6.23197069455012,20.3352184227176,2.03411567789087
5.65343887229859,22.8628294565624,2.25667676812333
6.03151120919903,21.0368395153683,2.07682378803464
6.35181952621967,21.9702070558982,2.21091706583231
6.09967091784689,21.0737276232812,2.07232824038187
6.74694332014107,20.7430666186996,2.11315515488024
5.55787553835982,21.3141986063407,2.08250842374525
6.41674563215348,21.5222494238604,2.15868254023661
5.58854978031717,21.0563704457126,2.08583749618539
5.4812931397241,21.905107771881,2.13904734826139
5.99374847899156,21.119804319086,2.06386744378423
6.3971445516847,21.4629715575931,2.13468532058207
5.94451945627516,20.6402071799352,2.03196141879578
7.67359144307749,21.2362896427276,2.21450658116966
4.24194502109712,22.1696446012304,2.07589471053381
5.03991118941288,22.3504155559795,2.14772353910487
5.21106568281562,21.363861051549,2.06538839008354
5.72730346764164,20.4936825897211,2.04098669984711
5.13942875805188,22.3577547313595,2.16222245959395
6.42096836715451,21.2500197785858,2.11960084568114
5.30593926011831,22.5993484006885,2.22551641527529
6.4722420587259,20.562653752701,2.05484016703217
7.35408671186001,20.732078334501,2.10949624632306
6.09930290206744,21.90841577524,2.16729667249805
5.4723922961974,22.2237241672011,2.16613030025845
6.96708750257716,22.3537205595488,2.23179424059854
4,24.1909770667733,2.23984116725226
6.9543460318945,20.4136276788677,2.0778968373342
5.41475079236508,22.7898332807698,2.19706104628194
7.22438488398947,20.4171096234331,2.06971109807152
5.92052060104348,20.4689355040233,2.03194144260644
7.6913733327138,20.3164949732361,2.09725464788415
5.71434165759218,22.5213248619559,2.14440853589992
4.89789813095601,21.2801858869753,2.06984665655507
6.93801164334703,21.0393165484237,2.1235814893498
5.77636134555447,21.6827573693259,2.14531984438854
6.13729206170228,20.2810903583622,2.03957036207113
5.15258549792958,21.512251131719,2.09889747947957
5.5854102619607,20.8862107694203,2.07508331789268
5.27071829756739,21.8623861474065,2.12549202743243
5.77032815916577,21.1329913212733,2.06836629705384
6.45932285429758,21.4360624666311,2.1227415946913
6.27696632748094,21.001470649489,2.09826322866821
5.07418227360131,21.205041154379,2.04828311885147
6.39406698564052,21.3601038544142,2.17935549293587
5.93175243894548,21.0698274873313,2.0882429023456
6.48009792642877,21.3545718935173,2.13988996386862
5.88462113333666,21.2565842869529,2.09821784215021
5.82504996293165,21.4861050091998,2.1202539104116
5.74868906853938,20.9163386106352,2.05517359624983
6.25202790662259,21.1643758662511,2.09576470079774
4.97798861018406,22.3656411565244,2.14784184435622
5.9632271664104,21.3404419591243,2.13513021243987
5.06944110628749,20.9077890283976,2.01195138806911
5.649874859449,21.7227652108189,2.14132372653835
6.15892771166746,21.8739738594741,2.13741840246886
7.3487594111601,20.9380676883529,2.14054837094514
5.92523973393526,21.9044749034657,2.16112606417818
5.65088556063084,20.802756439924,2.0473191312741
6.15655121352303,21.757203845728,2.15321651501422
6.74874816020518,20.4758594260965,2.09928440354957
5.33851545856378,21.9752167195976,2.16837200354783
5.55438914357032,22.1711828264009,2.1688160462687
6.07123335525595,21.6819852052069,2.16171386602024
5.37421346049867,21.6851906786737,2.10423973755259
5.30043586252702,21.9178790347347,2.08535783242339
6.37043520104819,22.0476825197,2.176203323748
6.31531722991515,22.2696378078625,2.17307772170717
5.64230511162275,20.9271076044423,2.05428055510977
6.71426110464442,21.2542413418369,2.1376921640882
5.67826865983095,21.3770110081185,2.11548187054681
6.49840736715281,21.020401286846,2.0762405233401
5.98810904454498,21.6479557219145,2.15463878409194
5.8503584015306,21.4359471721072,2.09217400584419
5.81762731951186,21.5282538768948,2.1297543664017
5.98581058479985,22.2490480951579,2.17380533305859
5.363710507332,21.5688286837201,2.08295843583044
6.03666009921364,21.7617744603618,2.12830788596326
5.75611662780945,22.4332573381208,2.21448832698209
6.07415757281286,20.8583447268128,2.03893743218353
7.9651545939526,20.1744653832508,2.10828704527364
6.92240401578928,21.2330151830143,2.167085110742
6.75619784028743,21.1424960937707,2.13221921982807
5.50296944914404,21.192244702418,2.08516590401938
5.77159910564965,20.809144364781,2.03540807632038
8.1501653011959,21.0430020295128,2.17817864917018
5.21695601662701,21.6736256324891,2.09136155432901
6.24119900563626,21.7291923743365,2.13563547742707
6.85841832366778,22.1433036906059,2.22518903194073
5.68094793849113,22.1279950803932,2.15197970265188
5.74218784320306,21.5933907884413,2.13610558294055
6.78386718595663,21.7845033929662,2.16225191225365
5.18807195738757,22.1753596026044,2.15333634167227
7.08278173126729,20.5491777874737,2.08819376219511
6.47066636154626,20.9112126014709,2.11225291035903
6.20229693908114,21.1914477528527,2.09018990865861
6.18229653281675,22.5467686622857,2.20156835198104
5.42710787156546,21.9644143085548,2.18635308588089
5.78678800930155,21.1328618913546,2.08156949577169
5.87085278767274,21.2463058005334,2.09427910398805
5.19680735736607,22.3328034784579,2.13562626517673
6.26038228007672,21.948770299752,2.18376202735854
6.57619601178153,22.316123633362,2.2289365994906
7.02015817843286,20.7047187145404,2.08748447564532
4.70296981165454,22.6635767535382,2.1816645255437
6.32681029460851,21.3583010330025,2.12270172946996
5.19590042156427,20.8827469937829,2.0291222579567
5.28546824792235,22.1135201283807,2.15714720133604
7.60239214149922,20.9427062647788,2.1986574056922
4.13782223077595,22.3194805304324,2.12353212647776
6.54697800649414,21.6532877853081,2.19763350985283
6.31742761774101,20.2889878852914,2.04060894010663
5.74727559047778,20.3056149587176,2.012211383794
6.3875707480196,21.8674017828503,2.13728537731825
5.56408640441339,21.4540045539566,2.09414229124298
6.41709324494168,21.5473338415973,2.14583650863092
5.83938939009022,21.1402622964685,2.07019020281008
7.13847912751164,21.8002271196127,2.20920652812547
7.28960260295642,21.3894932684746,2.16076786940585
6.67277116277038,20.5857299877777,2.08958277154373
6.85388591501237,21.7458307845173,2.20359643392671
4.98598848075702,22.7740416186302,2.22454650292622
5.96370367000902,21.0092538868646,2.10635012458405
5.38562817948111,21.4269645627451,2.11581163957305
6.15236784088046,20.8311126460724,2.08509672424011
6.05850812270537,21.2287169141451,2.09612867876667
6.20388618451426,21.8142281810704,2.20306747943423
8.16182662125492,20.3547816772192,2.08721326058486
6.38658964073315,21.490032941477,2.15613426372991
7.08173256431885,20.5924795400966,2.09016726007854
4.88857401910167,23.1064410487972,2.18625004113154
5.43492146062917,22.4383313916424,2.17442957715546
6.60216624792478,20.2395215893139,2.07664104778981
5.6071430524668,21.9905119310325,2.15022077278166
6.15723477912005,21.1428946143575,2.07299374376532
6.46692029314391,21.1673002163962,2.10427263011412
5.78636934694693,21.701533992627,2.17713857631241
5.9747672484673,21.2738248063858,2.10164029072051
5.88837298048377,21.0650532046678,2.07049619182214
5.55267244025373,20.8967456082197,2.06373175317275
7.23473897200667,20.779140407747,2.11831734981811
6.4237377143688,21.0281595387416,2.11115596455979
6.25785241191931,21.5807647449636,2.14737975923303
6.2220066854237,21.8918400615276,2.18202627935827
5.96950824562485,20.6025111881046,2.09584837391741
6.2925167458553,21.545648789725,2.15848959393679
6.419663706209,20.1314735208237,2.04306901581939
5.60423959923133,21.3910051344863,2.10349919926154
5.91198070788481,22.3362914930924,2.18146691437948
5.70557832916173,21.5489529009476,2.08637403860014
6.24383691396841,21.4109726950203,2.13752088550782
5.96688765873697,21.371956619287,2.1264239899746
4.6631915135416,22.8486667880663,2.16784949970942
7.28722463678238,20.5241428129948,2.09547417698634
6.89275649122067,21.4884837726238,2.18086493413838
5.20837569224541,21.6737306183292,2.11827888547364
4.89706587426205,21.5344088179084,2.07124288182699
7.6868104754013,20.816988826236,2.13825266267533
6.59968152305985,20.7255059084088,2.08971996593121
4.2410268629055,22.2185376642699,2.11267074394948
6.92878573027803,21.7078594983381,2.14589558791933
5.57219808090276,21.9916939453513,2.14479120296306
5.82080571902178,21.604070869767,2.14939978840215
6.26143599479311,20.8008034186159,2.12832786691315
7.01199524437702,20.566541618245,2.09924024125358
6.31078461347963,22.6181670774536,2.22160766952714
5.13012541431392,21.8849951676033,2.07011700915371
5.72820293400173,21.3571932204996,2.11403242873304
5.54137057245634,21.4767827977641,2.14187758984395
5.91202222220237,21.0435951811333,2.10065955240223
5.14811304848607,22.0918743569034,2.13893857533483
6.65306712670928,21.46797086012,2.1743456924825
6.44425575750418,21.1196630702108,2.14140445908087
5.51491421250558,21.848324925716,2.14610565116321
6.16095870768518,21.0018027212017,2.07433428418754
4,23.1521723722457,2.13065219651794
6.98170643804783,20.716348994223,2.07100722182896
5.70359383184055,21.111945335242,2.06244539500598
7.3510336138452,21.4391070310754,2.19035123058315
4.98649775838846,22.6934515761477,2.16898637925762
6.58354660838404,21.6278288803152,2.1718542387985
6.32298089447263,21.6177539200101,2.16592442400528
5.39297520131038,21.6804949338663,2.1109444117996
5.63604099503709,21.0215197268524,2.09209925924057
5.96982499886329,20.6476793098017,2.05815628765343
4.95169231287479,22.2240622070505,2.14088231838169
6.897928619602,20.8579711653976,2.08520351112662
5.58457013214477,22.5551091685006,2.18028432811322
5.01358958148931,22.3833776273814,2.14554307285781
6.47783441405302,20.4679631923562,2.0974568182339
5.05690844772351,22.0395463073681,2.10487595060467
7.49410174417467,20.8908687305592,2.14405664049222
5.24740040768415,22.3770582375344,2.15540270049262
6.4287548625265,21.4972801534509,2.16122921329471
4.60193628339073,21.461876343802,2.06770043312131
5.07269787560711,22.797339343656,2.19380433969778
5.97893415275399,21.2560794180086,2.07342362350799
5.62438296606711,20.85308294998,2.04569100386369
6.30637055591989,21.9584350271101,2.17549045865722
6.97195792822582,21.1763118711198,2.1269046125691
5.94735400030677,22.058101124447,2.23159011485012
5.6997512764962,21.0329743369148,2.05210268688383
5.5742131110331,21.4645612279628,2.08008727723019
7.33975363575561,22.2157651805668,2.25990005545908
6.14609462985991,21.4738722884362,2.15289178018796
4,22.8382808110221,2.13019891626838
5.95097964576371,21.9840002217327,2.16345136769961
6.08263551527333,20.677540704087,2.05607724882628
6.46475843315497,21.6302382473614,2.15108715097856
7.02805555736436,21.820695628399,2.18019434982711
5.11266949142214,22.0580536598361,2.13915062338353
6.11012140745098,21.1267062825038,2.1002946525446
5.76916323044677,21.3241335703287,2.1050724934169
5.0042472276323,22.1785408592204,2.13092865414524
6.35872089152512,21.595617248479,2.16543016310814
7.50020849206321,20.9637403235424,2.10705870088851
5.64684114822854,21.2212336323899,2.07913189890619
6.1707849592634,21.0250907810925,2.0535584376273
6.28093804849476,20.5889748946979,2.06289449362663
7.48283660640644,20.6944694537972,2.1379270591373
4.45127498691275,22.7299528265838,2.12896305653353
6.94156829963987,20.5931357715726,2.07541996699646
5.55270366680954,21.0137265876584,2.06232197858437
6.41615043867126,21.59496749456,2.17844592541672
7.02619129624293,20.9254090887844,2.1143468023187
4.89908948022682,22.6087384557805,2.16495840802726
4.75831400891708,21.9357758381744,2.12100138812685
6.69108351239961,20.8520388740615,2.12007247608926
6.7282091355428,21.9155243765083,2.20465276592375
5.76974491551202,22.0950999303948,2.14665771043721
5.29147292976305,22.2475207873428,2.13836339826499
6.65777156696225,20.8829505535453,2.11776833750267
4.93921362238696,22.7537040175179,2.14550883885828
6.01452936705748,21.6885536574486,2.14581391475477
7.57438628067259,20.7464649572588,2.15349595597509
6.67517227766014,20.761883679749,2.10729025828269
5.857712334247,21.8866958458871,2.13752103353011
5.04394718133785,22.3819016618399,2.17184908973615
6.16806138056035,21.5588976903528,2.14338443005138
5.47475503406126,22.4937154854837,2.18838430334143
6.76963186763783,20.8984034314363,2.10827185478192
6.81353193086317,21.5211593948629,2.15155418527631
6.34351001074814,20.9883328222685,2.11496874741105
5.81816467197447,22.0310501238017,2.14803976016975
6.22837418313901,20.6334721431686,2.05704878020364
6.10180474333312,21.3357483172476,2.10264457216309
5.16462029948129,20.6484468502341,2.01296441815731
5.76413640115271,22.1638015824986,2.1293731746853
5.03829661288065,22.5989320833095,2.13040389824335
4.3536884189366,22.9207925915237,2.13944027106589
4.99622806038674,22.8980929828356,2.16573796484131
5.80456713664468,21.4582995984767,2.10224222656272
5.90905029093428,21.8798727574327,2.15321545739688
5.92478555397402,22.2839605119981,2.21223654540325
5.07431382888657,22.2662660029872,2.14737300930396
5.95495454970738,21.7141844384567,2.14806438960368
5.08931597606862,22.2879599804218,2.17831363317916
5.87860752908532,22.4572674876562,2.18703019779439
7.37955717299135,21.0237125801819,2.16763439186512
5.9938646486459,21.6048657434133,2.14123621761705
7.1464680351311,20.2656194849397,2.08029620643464
6.39188050896678,20.7169998874086,2.09899025874362
6.64362225301739,21.1394135101231,2.10990318274459
5.32117457831977,21.6804634017777,2.12310565681052
5.55450465617475,22.6305039556904,2.18618732485008
5.09598942078609,21.1259432807826,2.02901417345617
5.15550831852041,22.280475139938,2.13754203750908
5.5763045187739,22.0095860651548,2.15185467233935
5.81125504919797,22.6116532247791,2.19944052312228
5.70209012393077,21.7961432248333,2.12036491376594
5.86538297299893,21.5344923225511,2.14476447880099
6.3513678680901,21.3684110393836,2.16278037263989
5.5544582731411,21.2569434946264,2.08960047171142
4.86952257398396,22.8602055517707,2.19164445375729
6.68209747854832,20.8114232255667,2.10604268224769
5.9910278269113,22.5726702019,2.19330266185932
5.20407966251723,22.107277002948,2.10587840320044
5.44449192982119,21.9109577940521,2.1472324540519
6.04072052143211,21.8099118231683,2.1492687066583
5.65505511143202,21.2148811730212,2.05419701692931
6.16834875874888,22.0770453355711,2.17683463456704
6.0667595975888,21.1103930896675,2.08539770753998
5.50756340194747,21.1938718456849,2.05510422242831
6.44219446638017,22.1706755019121,2.19015277776911
6.36232099742493,21.3774720242485,2.16081853301596
5.6757194320533,22.2279966578267,2.16733373015957
6.27740469148787,22.6883870820668,2.24869072469863
8.62179448937034,19.7456521818233,2.10510821096938
5.92147962928347,21.4764946649957,2.10454183648702
5.70290855338276,20.7553365284506,2.01484689774089
7.0797448677393,20.8694761153717,2.11509257106115
6.45574737587678,20.8880623152,2.0843917913004
6.42618353036833,22.2271821326013,2.20115018974421
7.06208526494971,20.9503618377849,2.1297379068852
5.39047383960304,21.3569692435102,2.08545657540614
6.22131394454548,20.9460453184387,2.06129317381722
6.16847174689328,20.6783076494177,2.08194744917847
4.96594292333068,21.6392650939507,2.1035329119561
6.30092160671979,20.5908914915253,2.05688953722667
5.30507164236815,22.010014828838,2.13114751492047
6.11677676774909,20.8214856125943,2.0787745157167
6.96875083771772,20.2560775854313,2.07642346967695
5.04310388111798,21.5783237890542,2.12872054494498
5.55611940175804,21.701409840111,2.12261110649279
5.28700320927658,22.7832680333405,2.19888015234639
5.9369656925615,22.0140500420185,2.1473716950824
6.66458154840392,20.4292165286974,2.08914961380644
6.02899467010985,21.5640302331973,2.10149356130075
5.23432140022441,21.6211435404842,2.09903173345481
5.94985449583755,21.7390184921801,2.1450385040088
6.93142854263516,22.0010290177506,2.22287922296679
4.68126563566121,22.1371799131375,2.12411529837996
5.25853774474541,23.2731617764992,2.25127443035669
5.40041367518514,21.678091805222,2.10310928062523
7.02778878826798,20.0692655677312,2.07309475536517
6.10136884028916,20.8544379783401,2.08520627746172
5.41318806399822,21.5664612493447,2.10036043975232
4.93358598733468,22.2628650728349,2.10793864498471
5.4990124294785,21.4683641145397,2.10430089457391
5.46761333467713,22.0133548215316,2.15629283390168
6.22607726276434,21.0187042889028,2.08697544191439
6.02896512504992,21.8133663406389,2.16526128418437
5.93894276938118,22.5575336268134,2.18088702845295
6.90740900751228,21.3934310145272,2.13157193124401
5.47703882711172,21.7350483762166,2.15176709631875
6.03757752334963,21.0684216793964,2.07508471236823
7.82688995716789,20.6298118668076,2.1254474002277
6.15159473724472,21.3854542342128,2.1376823365829
5.49461025607352,23.295934020916,2.22636091285708
7.05841259889449,21.2044952152848,2.12419208860042
6.23605334990504,21.5886755177278,2.11221474157746
4.38830113195458,23.0787184796055,2.18836819060522
5.94634086966215,21.0743814749286,2.09820867917486
6.98027279214844,21.3191101612733,2.17196524573045
5.64703230660819,21.8823632267889,2.12064996802139
4.2878230485025,22.5557718229292,2.12920233793921
7.05931537362331,20.3039104910488,2.06158393281191
5.26482329213677,21.2032003317609,2.10151008688278
6.31420046864457,21.5398575505452,2.15957322170827
5.48013183060062,21.7500520264022,2.10419362784401
7.01306881641608,20.9781477177945,2.11181186734053
7.0778458211879,21.1264388313748,2.16455191397696
6.55083132917435,21.0604067142676,2.08911214929971
5.58115053397196,22.1425313256369,2.15116470068011
6.25758988876792,20.9791578196106,2.06635431073928
6.92606044659191,21.0353596792731,2.12065776747482
5.85963706733455,22.2055201360547,2.14219270357336
6.91535530215596,21.5401049207679,2.18095800059764
6.34050377734667,21.9530467110604,2.16877742632506
7.499141323383,19.3771017359161,2.04526595214778
5.68156521377716,21.2815676025063,2.11174376866325
6.25180284051422,21.8029636662789,2.1609254283848
6.58137563374855,21.2534184384652,2.12317502132821
5.61349790799452,22.9064081621597,2.24551235346979
5.94859650815486,21.2349072024874,2.10173052069438
6.22750877770383,20.8274672007788,2.09742302150655
6.61096102631995,21.6306223884988,2.1756434663826
6.55103130436331,21.5862372414324,2.1318739603918
5.22306890015029,23.1631144228577,2.231426363728
6.5488759688921,19.9176323632039,2.01988200873661
5.49871266921524,22.4432382465907,2.15419697176489
6.58235735224547,20.6380317729613,2.07723323161944
5.97995398984183,22.0927896420575,2.13665817434931
5.84784568889424,21.2357482258045,2.09564035086304
4.98870175130763,21.7185929941812,2.14650012322671
6.26071612850937,21.0582359326163,2.12278726203965
6.48466970534236,20.5090712333884,2.0774803478464
6.03076141380268,21.7578310260043,2.13937567644746
5.3637676507456,21.5276274545896,2.11004136719473
5.20032005957242,22.3345841777472,2.19643727721996
6.23236318686648,21.4647317931235,2.11654368781327
6.23080432258703,21.0330502439286,2.08454918455835
6.76682252358179,20.0054072208489,2.03247125753993
5.54976835616948,21.160709866255,2.04591877480393
5.18556278323947,22.3404786719649,2.14955371928954
6.49719416056971,21.8640427871799,2.16547062169622
5.13639719127312,22.2110344436191,2.14645110759984
6.07357610698426,20.9033022798366,2.0920028990872
6.39020344079808,20.9055094275848,2.09706985148264
6.5817857842386,21.3504218532167,2.1270415100093
6.84461415225013,20.6999751339876,2.10386396428443
7.17092499438492,21.4018426687609,2.19137437315057
5.84631957841315,21.9488078817203,2.15149116839058
5.3148898757211,21.5670653006409,2.09599411846542
6.99842315547926,20.3932125793515,2.09194554762465
5.89501754943487,20.8130603873112,2.07052429721689
6.52007271399178,20.9210613898082,2.12714695712738
5.90444372020315,22.0413515361809,2.12994217237092
4.4846012591849,21.7078189623783,2.07290797746309
6.2611152000634,20.6566565772667,2.06277337960256
6.75428528828565,21.737877026273,2.18593356977958
5.37385529530818,22.0121782597541,2.14743281545053
6.41267350894597,21.2750101709881,2.15693103801092
5.01609664902584,22.1760604765583,2.17167310041779
6.57116190437562,20.696316495275,2.08271095877276
5.49707562328734,21.852944844279,2.1650181401159
6.05276058459016,21.3877941392131,2.10296037319357
5.97412151489565,22.7951689455184,2.22087188427165
6.3301257758328,21.0864546618154,2.1170964697328
7.70994768304063,20.4929902650457,2.11746451686043
5.36980862144334,21.5701311032467,2.081879628937
4,23.2544799953343,2.13700123912285
4.1798847914812,24.217402357199,2.27815835760831
6.0743364236638,22.5036149097594,2.1982697069617
5.87933258338998,22.1233501819904,2.12698139443427
5.5422564661176,22.1585636188952,2.16649704650687
4,23.5142221336256,2.21931181129186
6.15866637370592,20.8839787923873,2.08420153858697
7.19935866028947,21.3247963439725,2.17014941859558
5.18117334012597,21.0093047894555,2.04480797082748
7.81913689360659,21.271906162597,2.17898695684759
6.17443502820808,22.0932708078499,2.17759700273822
5.90728546323255,21.6540514340137,2.1431209695351
5.69051367006967,21.4366352710903,2.14473995635086
7.05814041967597,21.2124594194409,2.19173041347431
7.08981225944514,21.0881342276862,2.13914323486778
5.67634958843075,21.154575566944,2.09723599792146
6.18199770889045,21.3538224577135,2.11692279159786
6.36672880224908,21.093753261463,2.09420375986292
4.07061703491906,23.5632163992357,2.17373804383937
4.64557738894926,23.5685778055961,2.20067009305262
5.22962418439018,22.2446779152084,2.13662090600491
6.19338316744582,20.6277472458484,2.06556115115813
5.31175479765428,22.5573433792261,2.20147542200284
5.3077225940645,22.3554275526555,2.17333259433131
5.59784123718489,22.1140383233427,2.13757911206589
5.48748994102746,22.4176383439182,2.1754003143474
5.68884787553514,21.4674936956983,2.09066530364877
5.33141966313578,20.6944729165087,2.01596828753626
6.46954275423541,20.9772752488607,2.06603197347713
5.70862986676366,22.1619765857059,2.16828281617807
5.21873184271197,22.9506128133764,2.2179178479198
5.49611829576004,22.5713572021491,2.18706615397168
5.09169917101295,21.6312211835538,2.10658574072103
6.61056966173563,21.8301497835891,2.21166688072665
5.87151419136125,21.9523246546461,2.16787563164334
5.76808673936913,21.6323488625971,2.12492979422164
4.86884968148265,22.2215384686983,2.16015700744947
7.30580475765934,21.050327725376,2.16017239555761
4,22.4663721475194,2.10838773697191
6.57548583445325,21.5855251119612,2.18340616226277
