"theta.hat","lambda.hat"
2.11715698242188,25.0784396994697
2.227783203125,26.2713046518955
2.16293334960938,25.798275908748
2.1820068359375,25.9302236478845
2.2125244140625,25.4943378755925
2.17819213867188,25.5540370699468
2.13241577148438,25.2969935237161
2.2430419921875,26.329028859302
2.20489501953125,25.7703030290501
2.1820068359375,26.15940949697
2.25830078125,26.7513417122037
2.2125244140625,26.0964082894381
2.2125244140625,26.1359627448869
2.18582153320312,25.806354427749
2.166748046875,26.0766545383437
2.25830078125,26.8253073593883
2.1514892578125,25.3781171317215
2.26593017578125,26.7613976330257
2.2125244140625,26.0229194848165
2.25830078125,26.5564664296329
2.20870971679688,26.1901489875073
2.20489501953125,26.3877800210726
2.166748046875,25.8889297360816
2.166748046875,25.4309000595034
2.2125244140625,26.3048563337355
2.15530395507812,25.1473891527357
2.227783203125,26.2942638343638
2.20870971679688,25.9555086944436
2.227783203125,26.1517949268408
2.16293334960938,25.652083774789
2.16293334960938,25.637690714675
2.12860107421875,25.4938187678899
2.23541259765625,26.1461736514124
2.0904541015625,24.8275155109095
2.22396850585938,26.5534196286596
2.1209716796875,24.9230502118075
2.15911865234375,25.6382325626082
2.2735595703125,26.52621993695
2.227783203125,26.2346019958118
2.17819213867188,25.9927554226779
2.227783203125,26.1717156078059
2.20108032226562,26.3260402956133
2.23159790039062,26.3693237491774
2.197265625,26.3318523044268
2.19345092773438,26.320280117656
2.20870971679688,26.0303320509179
2.12860107421875,25.4598873983102
2.12860107421875,25.390213962563
2.166748046875,25.4305717993346
2.288818359375,26.9061649058783
2.227783203125,26.3712274300643
2.2125244140625,26.3866910181731
2.20489501953125,25.7424221060422
2.1820068359375,25.6735299633248
2.1820068359375,25.7699837185953
2.15911865234375,25.4067674388498
2.23541259765625,26.3923202559998
2.22015380859375,26.0678493875815
2.17819213867188,25.8997597790983
2.1820068359375,25.6115432368825
2.1820068359375,25.9644428073016
2.22015380859375,26.3336923281585
2.1820068359375,25.9633399548914
2.16293334960938,26.0155565112025
2.20108032226562,25.6682282906671
2.22015380859375,26.0181894407387
2.17819213867188,26.1323609319246
2.09426879882812,24.7114639739479
2.18963623046875,25.8646316621303
2.23541259765625,26.0524929862491
2.3040771484375,26.8987445032657
2.23541259765625,26.1977310911029
2.227783203125,26.3996467630555
2.22396850585938,26.0352262315976
2.17437744140625,25.9914403710959
2.2735595703125,26.9645245676018
2.2125244140625,26.4406894016922
2.25448608398438,26.1718309778277
2.26974487304688,26.9936111964893
2.20489501953125,26.017041878878
2.08282470703125,24.8463931676424
2.22396850585938,26.1246614153375
2.16293334960938,25.3011528932364
2.2125244140625,25.8783983532045
2.197265625,25.7778910643821
2.20489501953125,26.056196512644
2.22015380859375,25.7806326750742
2.15530395507812,25.862842901975
2.197265625,26.0754780839654
2.15530395507812,25.8448464858456
2.227783203125,26.1242247724291
2.18582153320312,25.1471472620855
2.16293334960938,25.6850853572518
2.17819213867188,25.4904805100217
2.1820068359375,25.6010958207496
2.20489501953125,26.0233888077968
2.20108032226562,25.9242459277179
2.197265625,25.9039455853666
2.11334228515625,25.0059472576958
2.15911865234375,25.3291847108182
2.09808349609375,24.9110603088503
2.25830078125,26.7771203526648
2.12860107421875,25.4154497689331
2.24685668945312,26.4889355652259
2.14385986328125,24.8704979652198
2.15530395507812,25.3432532960328
2.2125244140625,25.9206580434193
2.17056274414062,25.5821658548199
2.13623046875,25.0634566650626
2.14004516601562,25.2763643128931
2.14767456054688,25.5387473430429
2.17056274414062,25.5689652328316
2.25067138671875,27.1162993173546
2.0751953125,24.5769548496558
2.288818359375,26.5135917862117
2.14004516601562,25.5396631982195
2.25067138671875,26.236509212248
2.1820068359375,25.7255397772517
2.22396850585938,25.9443497278592
2.2430419921875,26.5438300834202
2.17437744140625,25.8792969122017
2.17819213867188,25.7191161511607
2.26593017578125,26.7555009809437
2.27737426757812,26.4139912805954
2.09808349609375,24.672496909504
2.23159790039062,26.4430887162378
2.13623046875,25.2167573726166
2.14385986328125,25.0962761743642
2.23159790039062,25.9614830009465
2.2735595703125,26.8608644947904
2.17819213867188,25.4461595021871
2.23159790039062,26.3485736030454
2.13241577148438,25.1196951906593
2.1514892578125,25.5534866703146
2.13623046875,24.9666608400211
2.18963623046875,26.135198434614
2.12860107421875,25.4098532288175
2.1514892578125,25.6179354627756
2.17437744140625,25.8988067892433
2.2125244140625,25.7541213976903
2.15911865234375,25.3276260525541
2.22015380859375,26.3902095911731
2.07901000976562,24.7988331698781
2.19345092773438,25.8452554078818
2.22015380859375,26.5488854743778
2.23922729492188,26.5869776100803
2.11715698242188,25.0337446498895
2.3345947265625,27.2065838418338
2.15530395507812,25.5622629890669
2.28118896484375,26.6175264581623
2.14767456054688,25.6192827345432
2.1820068359375,25.57956299326
2.15911865234375,25.5449861586157
2.23159790039062,26.2107561820117
2.17437744140625,25.4141642035398
2.23922729492188,26.3932191115497
2.13623046875,25.5826500198786
2.20489501953125,26.0419755896863
2.0904541015625,24.8673617376229
2.28118896484375,26.5919629880724
2.14767456054688,25.5131783775598
2.2125244140625,26.0868314362438
2.12860107421875,25.1106360566704
2.1209716796875,24.7808150829573
2.20489501953125,25.7899470477966
2.22015380859375,26.223974316412
2.28118896484375,26.430137448908
2.1209716796875,25.1601524749227
2.18963623046875,25.9854244034654
2.2430419921875,26.4851406897012
2.22015380859375,26.1699815991975
2.28118896484375,27.0953507333789
2.28118896484375,26.9322341998933
2.15911865234375,25.5175408613811
2.26593017578125,26.9257696728714
2.1514892578125,25.7161324450939
2.1209716796875,25.0472310182364
2.18582153320312,25.9258801193102
2.20489501953125,26.7390439429125
2.13623046875,24.9926991115253
2.22015380859375,26.3551395099785
2.20489501953125,25.8513070534684
2.13241577148438,24.9897128956818
2.17437744140625,25.4704871165457
2.14385986328125,25.0831866719201
2.18963623046875,25.627999226161
2.14004516601562,25.3809384635249
2.20489501953125,26.3189699903998
2.166748046875,25.5557080814887
2.11334228515625,24.9702035015823
2.24685668945312,25.9556064225734
2.1514892578125,25.3611992500564
2.22396850585938,26.2701951266138
2.17437744140625,25.685191100113
2.197265625,25.8920535623891
2.13623046875,25.2800093907609
2.17437744140625,25.8450475834196
2.20489501953125,25.9259730396054
2.197265625,25.6720314856731
2.105712890625,25.0487903536193
2.2125244140625,25.9778839190847
2.197265625,26.1924076240453
2.22396850585938,26.2826468283532
2.21633911132812,26.10467505783
2.1209716796875,25.0491395543785
2.23159790039062,26.4292879481277
2.15530395507812,25.1743472547384
2.24685668945312,26.0827511062126
2.24685668945312,26.4429338681048
2.23922729492188,26.2373062624794
2.17437744140625,25.7346187017597
2.15911865234375,25.9765896587289
2.2430419921875,26.708764771402
2.20870971679688,26.4016230573579
2.12860107421875,25.224418418374
2.227783203125,26.3985062959982
2.17437744140625,25.3788582587183
2.14385986328125,25.6999074817974
2.21633911132812,25.9552678464226
2.15530395507812,25.6234902047458
2.197265625,25.7578333871777
2.2430419921875,26.628450885994
2.1514892578125,25.6365276333162
2.2125244140625,26.4101586855785
2.28118896484375,26.7129590072289
2.12478637695312,25.4798716792544
2.1820068359375,25.8432022684482
2.24685668945312,26.3002567260252
2.197265625,25.986754192135
2.166748046875,25.4506066044526
2.09808349609375,24.989828520371
2.23922729492188,26.5519913085493
2.15911865234375,25.5949613617777
2.18963623046875,26.0681518874871
2.28118896484375,26.9536318534847
2.22015380859375,26.319775864612
2.197265625,25.6540393189189
2.22396850585938,26.583863263916
2.227783203125,26.1979842028216
2.17056274414062,25.733371766125
2.18963623046875,25.7303200944615
2.1820068359375,25.9792785366813
2.2430419921875,26.6880106750702
2.25830078125,26.0451800543006
2.17056274414062,25.6767984824344
2.1820068359375,25.7826042443971
2.17819213867188,25.8751516684557
2.24685668945312,26.4475902667176
2.29644775390625,27.1056249318005
2.166748046875,25.8545322125765
2.23541259765625,25.9985477858947
2.18963623046875,25.9634373908348
2.08663940429688,24.6415085277963
2.25067138671875,26.4271655308414
2.28118896484375,26.5018901946207
2.18963623046875,25.6005991714435
2.24685668945312,26.0529661162066
2.13623046875,25.1162427049973
2.09808349609375,24.7343150939679
2.2125244140625,26.6450916618448
2.17056274414062,25.6730454628367
2.23541259765625,26.522552251075
2.15911865234375,25.7166202720673
2.2735595703125,26.8663043742577
2.23922729492188,26.7134352052
2.17437744140625,25.5644983659535
2.28118896484375,26.748036604858
2.29644775390625,26.6273022082975
2.19345092773438,25.6186842628449
2.21633911132812,25.8385919690692
2.15911865234375,25.3672353176997
2.17056274414062,25.7221397905595
2.26593017578125,26.2509742567347
2.17437744140625,26.2431255112093
2.22396850585938,26.1243035719364
2.166748046875,25.6812737213884
2.24685668945312,26.821186213605
2.24685668945312,26.5716767155644
2.15530395507812,25.1099816090928
2.2125244140625,26.0702512250823
2.13623046875,25.5769374372271
2.1820068359375,25.9636659433573
2.23541259765625,25.8095862859653
2.17819213867188,25.750816095987
2.14004516601562,25.3785542286382
2.1514892578125,25.2599009479116
2.197265625,25.976430839668
2.197265625,25.887900821866
2.2125244140625,26.1147610170937
2.25067138671875,26.4196846379268
2.15911865234375,24.8757727454018
2.22396850585938,26.0972311219626
2.14385986328125,25.0876406195098
2.17819213867188,25.5667463981116
2.23922729492188,26.6336413679429
2.15530395507812,25.6829867680229
2.2125244140625,26.0613527596817
2.20870971679688,25.9132225060027
2.21633911132812,26.2881220632562
2.17819213867188,25.8549606608366
2.25830078125,26.5467678414041
2.1820068359375,25.5368294851561
2.14385986328125,25.2522990236683
2.20870971679688,26.2746765939435
2.15911865234375,25.5085627534203
2.166748046875,25.3614857457733
2.20870971679688,26.5735583735292
2.2125244140625,26.1547172940416
2.227783203125,25.9899287806046
2.20108032226562,25.3217117856673
2.17437744140625,25.6263097490294
2.28118896484375,27.035393535942
2.14385986328125,25.7647928531089
2.18963623046875,25.6799363318131
2.20489501953125,25.5357421355769
2.15530395507812,25.1058430025578
2.197265625,25.8268292082195
2.2430419921875,26.2785308435714
2.227783203125,25.9933528086984
2.227783203125,26.1515400267217
2.1514892578125,25.6318689218583
2.1514892578125,25.5186189396836
2.166748046875,26.0641062347897
2.1209716796875,25.1433610695333
2.2735595703125,26.895403062935
2.25067138671875,26.7198464054796
2.2430419921875,26.4742863263459
2.2430419921875,26.3249734136445
2.17819213867188,25.6213949805204
2.197265625,25.5724075083996
2.14767456054688,25.2747703645035
2.20489501953125,25.9031742802725
2.15530395507812,25.7390029700527
2.23541259765625,26.5064340210852
2.197265625,25.9353564344302
2.19345092773438,25.4228461446468
2.166748046875,25.7303741640987
2.22396850585938,26.2985902525167
2.23159790039062,26.4374529769311
2.23541259765625,26.2256102932244
2.15911865234375,25.2357610898068
2.227783203125,26.1550625555859
2.14385986328125,25.6335619396326
2.13241577148438,25.252089149438
2.22015380859375,26.1995117698987
2.20489501953125,26.3112010272069
2.30789184570312,26.5450561623112
2.10952758789062,25.0148733526337
2.166748046875,25.8543495385549
2.32315063476562,27.4051992006518
2.21633911132812,25.8620490613254
2.1820068359375,25.7429615841786
2.2430419921875,26.5419409888215
2.14767456054688,25.2844643626163
2.227783203125,26.4094109621988
2.25448608398438,26.9322802482679
2.197265625,25.7722113262549
2.19345092773438,25.930896674699
2.17819213867188,25.650755918705
2.22015380859375,26.1841118431675
2.26211547851562,26.5025707034465
2.17819213867188,26.223264066504
2.14004516601562,25.2971673007129
2.11715698242188,25.5114965121768
2.14767456054688,25.3269104908232
2.18582153320312,25.6640464682516
2.166748046875,25.6004712660481
2.15530395507812,25.6860931761944
2.13241577148438,25.1368793289709
2.25830078125,26.3496108693363
2.18963623046875,26.0538336731637
2.24685668945312,26.4966043702748
2.2125244140625,25.8202591804486
2.20108032226562,25.7689768526964
2.27737426757812,26.8315627251123
2.2125244140625,26.3268455622948
2.197265625,26.0421047069807
2.197265625,25.798959089968
2.18963623046875,26.1080991449735
2.20489501953125,25.9238591944676
2.22396850585938,26.0703879277339
2.17819213867188,25.6041952660563
2.20108032226562,26.1833129601687
2.23922729492188,26.1964325451828
2.20489501953125,25.9234765144525
2.25830078125,26.6194136159707
2.1820068359375,25.8136737612801
2.22396850585938,26.5090886748105
2.20489501953125,25.8785526045596
2.227783203125,26.4792338229555
2.12860107421875,25.1786279121699
2.166748046875,25.8001298897165
2.09426879882812,24.6913156099749
2.18582153320312,26.2842755625212
2.16293334960938,25.7246061934318
2.2125244140625,26.4412675007466
2.2125244140625,26.3835762214406
2.18963623046875,25.9723624648247
2.21633911132812,26.1937353289527
2.288818359375,26.7904887798445
