"gamma","lambda_0","theta","negLogLik"
54.7085714285714,1.23142857142857,1.25,0.0662225732468562
56.9714285714286,1.23142857142857,1.25,0.133887085815853
59.2342857142857,1.23142857142857,1.25,0.202923928798474
61.4971428571428,1.23142857142857,1.25,0.273234765841078
63.76,1.23142857142857,1.25,0.344731501498837
66.0228571428571,1.23142857142857,1.25,0.417334903830524
68.2857142857143,1.23142857142857,1.25,0.490973451390397
70.5485714285714,1.23142857142857,1.25,0.565582362082693
72.8114285714286,1.23142857142857,1.25,0.641102770470712
75.0742857142857,1.23142857142857,1.25,0.717481027085979
77.3371428571429,1.23142857142857,1.25,0.794668098628926
79.6,1.23142857142857,1.25,0.87261905209772
0.4,1.79714285714286,1.25,0.214279261784045
2.66285714285714,1.79714285714286,1.25,-0.179786132462794
4.92571428571429,1.79714285714286,1.25,-0.389351397768115
7.18857142857143,1.79714285714286,1.25,-0.516580846516072
9.45142857142857,1.79714285714286,1.25,-0.596425459735238
11.7142857142857,1.79714285714286,1.25,-0.645284506740965
13.9771428571429,1.79714285714286,1.25,-0.672228932071952
16.24,1.79714285714286,1.25,-0.682823427568367
18.5028571428571,1.79714285714286,1.25,-0.680735886287154
20.7657142857143,1.79714285714286,1.25,-0.668515475337064
23.0285714285714,1.79714285714286,1.25,-0.648007616466692
25.2914285714286,1.79714285714286,1.25,-0.620592301978347
27.5542857142857,1.79714285714286,1.25,-0.587329112684196
29.8171428571429,1.79714285714286,1.25,-0.549049678162452
32.08,1.79714285714286,1.25,-0.506418939105945
34.3428571428571,1.79714285714286,1.25,-0.459977070546643
36.6057142857143,1.79714285714286,1.25,-0.410168971025021
38.8685714285714,1.79714285714286,1.25,-0.357365503657011
41.1314285714286,1.79714285714286,1.25,-0.301879115925134
43.3942857142857,1.79714285714286,1.25,-0.243975536815376
45.6571428571429,1.79714285714286,1.25,-0.183882678970557
47.92,1.79714285714286,1.25,-0.121797512101402
50.1828571428571,1.79714285714286,1.25,-0.057891439204838
52.4457142857143,1.79714285714286,1.25,0.00768544875662131
54.7085714285714,1.79714285714286,1.25,0.0748009697493857
56.9714285714286,1.79714285714286,1.25,0.143338102156346
59.2342857142857,1.79714285714286,1.25,0.213192745126932
61.4971428571428,1.79714285714286,1.25,0.2842718786014
63.76,1.79714285714286,1.25,0.356492040243284
66.0228571428571,1.79714285714286,1.25,0.429778055866151
68.2857142857143,1.79714285714286,1.25,0.504061974283996
70.5485714285714,1.79714285714286,1.25,0.579282168262794
72.8114285714286,1.79714285714286,1.25,0.655382571387558
75.0742857142857,1.79714285714286,1.25,0.732312026878023
77.3371428571429,1.79714285714286,1.25,0.810023729181163
79.6,1.79714285714286,1.25,0.888474742896996
0.4,2.36285714285714,1.25,0.0139246635712692
2.66285714285714,2.36285714285714,1.25,-0.295907161083857
4.92571428571429,2.36285714285714,1.25,-0.469183501537034
7.18857142857143,2.36285714285714,1.25,-0.575478308893794
9.45142857142857,2.36285714285714,1.25,-0.641457844567506
11.7142857142857,2.36285714285714,1.25,-0.680351291267514
13.9771428571429,2.36285714285714,1.25,-0.699732386591253
16.24,2.36285714285714,1.25,-0.704359048765436
18.5028571428571,2.36285714285714,1.25,-0.697422897651794
20.7657142857143,2.36285714285714,1.25,-0.681172378259806
23.0285714285714,2.36285714285714,1.25,-0.657252949968523
25.2914285714286,2.36285714285714,1.25,-0.626906060484144
27.5542857142857,2.36285714285714,1.25,-0.591092029623165
29.8171428571429,2.36285714285714,1.25,-0.550569363647594
32.08,2.36285714285714,1.25,-0.505947853684427
34.3428571428571,2.36285714285714,1.25,-0.457725235499506
36.6057142857143,2.36285714285714,1.25,-0.406313175226809
38.8685714285714,2.36285714285714,1.25,-0.352056113440631
41.1314285714286,2.36285714285714,1.25,-0.29524520515585
43.3942857142857,2.36285714285714,1.25,-0.236128814681784
45.6571428571429,2.36285714285714,1.25,-0.174920541008128
47.92,2.36285714285714,1.25,-0.111805441057477
50.1828571428571,2.36285714285714,1.25,-0.0469449164903321
52.4457142857143,2.36285714285714,1.25,0.0195194050595266
54.7085714285714,2.36285714285714,1.25,0.0874625553673217
56.9714285714286,2.36285714285714,1.25,0.156773702483142
59.2342857142857,2.36285714285714,1.25,0.227354088979449
61.4971428571428,2.36285714285714,1.25,0.299115333730943
63.76,2.36285714285714,1.25,0.371978022794674
66.0228571428571,2.36285714285714,1.25,0.445870532175349
68.2857142857143,2.36285714285714,1.25,0.520728038067036
70.5485714285714,2.36285714285714,1.25,0.596491679790841
72.8114285714286,2.36285714285714,1.25,0.673107847959916
75.0742857142857,2.36285714285714,1.25,0.750527576007563
77.3371428571429,2.36285714285714,1.25,0.828706017547531
79.6,2.36285714285714,1.25,0.907601995413368
0.4,2.92857142857143,1.25,-0.138214748760948
2.66285714285714,2.92857142857143,1.25,-0.388663480102835
4.92571428571429,2.92857142857143,1.25,-0.533509631578821
7.18857142857143,2.92857142857143,1.25,-0.622635638839435
9.45142857142857,2.92857142857143,1.25,-0.6769436865559
11.7142857142857,2.92857142857143,1.25,-0.707304600844506
13.9771428571429,2.92857142857143,1.25,-0.720132138485013
16.24,2.92857142857143,1.25,-0.719541644343583
18.5028571428571,2.92857142857143,1.25,-0.708337669729825
20.7657142857143,2.92857142857143,1.25,-0.688520460414608
