"gamma","lambda_0","theta","ave_neg_lik"
0.710526315789474,1.94736842105263,0.5,0.323006228267344
0.763157894736842,1.94736842105263,0.5,0.325430833071265
0.81578947368421,1.94736842105263,0.5,0.328016478001151
0.868421052631579,1.94736842105263,0.5,0.33075799399794
0.921052631578947,1.94736842105263,0.5,0.33365046690968
0.973684210526316,1.94736842105263,0.5,0.336689220618694
1.02631578947368,1.94736842105263,0.5,0.339869801562691
1.07894736842105,1.94736842105263,0.5,0.343187964512459
1.13157894736842,1.94736842105263,0.5,0.346639659484424
1.18421052631579,1.94736842105263,0.5,0.350221019680003
1.23684210526316,1.94736842105263,0.5,0.353928350355593
1.28947368421053,1.94736842105263,0.5,0.357758118537442
1.34210526315789,1.94736842105263,0.5,0.361706943504836
1.39473684210526,1.94736842105263,0.5,0.36577158797302
1.44736842105263,1.94736842105263,0.5,0.369948949914406
1.5,1.94736842105263,0.5,0.374236054962844
0.5,2.05263157894737,0.5,0.320255821948444
0.552631578947368,2.05263157894737,0.5,0.32247513023244
0.605263157894737,2.05263157894737,0.5,0.32486387516546
0.657894736842105,2.05263157894737,0.5,0.327416425990047
0.710526315789474,2.05263157894737,0.5,0.33012743965142
0.763157894736842,2.05263157894737,0.5,0.332991841064837
0.81578947368421,2.05263157894737,0.5,0.336004805071769
0.868421052631579,2.05263157894737,0.5,0.339161739912541
0.921052631578947,2.05263157894737,0.5,0.342458272063429
0.973684210526316,2.05263157894737,0.5,0.345890232303817
1.02631578947368,2.05263157894737,0.5,0.349453642894331
1.07894736842105,2.05263157894737,0.5,0.353144705760227
1.13157894736842,2.05263157894737,0.5,0.356959791585917
1.18421052631579,2.05263157894737,0.5,0.360895429736748
1.23684210526316,2.05263157894737,0.5,0.364948298933088
1.28947368421053,2.05263157894737,0.5,0.369115218609617
1.34210526315789,2.05263157894737,0.5,0.373393140899676
1.39473684210526,2.05263157894737,0.5,0.377779143190626
1.44736842105263,2.05263157894737,0.5,0.382270421201612
1.5,2.05263157894737,0.5,0.386864282539885
0.5,2.15789473684211,0.5,0.327600765746776
0.552631578947368,2.15789473684211,0.5,0.330275134423241
0.605263157894737,2.15789473684211,0.5,0.333105526843694
0.657894736842105,2.15789473684211,0.5,0.336086956525269
0.710526315789474,2.15789473684211,0.5,0.339214682227301
0.763157894736842,2.15789473684211,0.5,0.342484191748241
0.81578947368421,2.15789473684211,0.5,0.345891187059377
0.868421052631579,2.15789473684211,0.5,0.349431570643755
0.921052631578947,2.15789473684211,0.5,0.353101432923693
0.973684210526316,2.15789473684211,0.5,0.356897040673338
1.02631578947368,2.15789473684211,0.5,0.360814826324088
1.07894736842105,2.15789473684211,0.5,0.364851378080729
1.13157894736842,2.15789473684211,0.5,0.369003430774867
1.18421052631579,2.15789473684211,0.5,0.373267857389926
1.23684210526316,2.15789473684211,0.5,0.377641661198804
1.28947368421053,2.15789473684211,0.5,0.382121968461231
1.34210526315789,2.15789473684211,0.5,0.386706021633208
1.39473684210526,2.15789473684211,0.5,0.391391173045578
1.44736842105263,2.15789473684211,0.5,0.39617487901298
1.5,2.15789473684211,0.5,0.401054694338125
0.5,2.26315789473684,0.5,0.33688226573644
0.552631578947368,2.26315789473684,0.5,0.33997537799004
0.605263157894737,2.26315789473684,0.5,0.343212635625626
0.657894736842105,2.26315789473684,0.5,0.346589601660797
0.710526315789474,2.26315789473684,0.5,0.350102049453913
0.763157894736842,2.26315789473684,0.5,0.353745949298868
0.81578947368421,2.26315789473684,0.5,0.357517456087414
0.868421052631579,2.26315789473684,0.5,0.361412897937503
0.921052631578947,2.26315789473684,0.5,0.365428765697346
0.973684210526316,2.26315789473684,0.5,0.369561703244601
1.02631578947368,2.26315789473684,0.5,0.373808498508756
1.07894736842105,2.26315789473684,0.5,0.378166075152241
1.13157894736842,2.26315789473684,0.5,0.382631484852533
1.18421052631579,2.26315789473684,0.5,0.387201900133325
1.23684210526316,2.26315789473684,0.5,0.391874607698056
1.28947368421053,2.26315789473684,0.5,0.396647002223711
1.34210526315789,2.26315789473684,0.5,0.401516580576876
1.39473684210526,2.26315789473684,0.5,0.406480936417669
1.44736842105263,2.26315789473684,0.5,0.411537755160443
1.5,2.26315789473684,0.5,0.416684809263011
0.5,2.36842105263158,0.5,0.347939263144596
0.552631578947368,2.36842105263158,0.5,0.351418994388964
0.605263157894737,2.36842105263158,0.5,0.355032301350138
0.657894736842105,2.36842105263158,0.5,0.358775218597221
0.710526315789474,2.36842105263158,0.5,0.362643962137399
0.763157894736842,2.36842105263158,0.5,0.366634918248009
0.81578947368421,2.36842105263158,0.5,0.37074463316811
0.868421052631579,2.36842105263158,0.5,0.37496980357053
0.921052631578947,2.36842105263158,0.5,0.379307267743785
0.973684210526316,2.36842105263158,0.5,0.38375399742064
1.02631578947368,2.36842105263158,0.5,0.388307090196642
1.07894736842105,2.36842105263158,0.5,0.392963762487692
1.13157894736842,2.36842105263158,0.5,0.397721342980817
1.18421052631579,2.36842105263158,0.5,0.402577266536835
1.23684210526316,2.36842105263158,0.5,0.407529068507613
1.28947368421053,2.36842105263158,0.5,0.412574379434181
1.34210526315789,2.36842105263158,0.5,0.417710920095166
1.39473684210526,2.36842105263158,0.5,0.42293649687783
1.44736842105263,2.36842105263158,0.5,0.428248997446571
1.5,2.36842105263158,0.5,0.433646386685978
0.5,2.47368421052632,0.5,0.360630075780994
0.552631578947368,2.47368421052632,0.5,0.364467870665825
0.605263157894737,2.47368421052632,0.5,0.368429794589652
0.657894736842105,2.47368421052632,0.5,0.372512289084499
0.710526315789474,2.47368421052632,0.5,0.376711953019748
0.763157894736842,2.47368421052632,0.5,0.381025533237771
0.81578947368421,2.47368421052632,0.5,0.385449915886836
0.868421052631579,2.47368421052632,0.5,0.389982118389248
0.921052631578947,2.47368421052632,0.5,0.39461928198903
0.973684210526316,2.47368421052632,0.5,0.399358664829171
1.02631578947368,2.47368421052632,0.5,0.404197635513405
1.07894736842105,2.47368421052632,0.5,0.409133667111968
1.13157894736842,2.47368421052632,0.5,0.414164331574699
1.18421052631579,2.47368421052632,0.5,0.419287294518357
1.23684210526316,2.47368421052632,0.5,0.424500310358156
1.28947368421053,2.47368421052632,0.5,0.429801217756307
1.34210526315789,2.47368421052632,0.5,0.435187935362864
1.39473684210526,2.47368421052632,0.5,0.440658457826378
1.44736842105263,2.47368421052632,0.5,0.44621085205391
1.5,2.47368421052632,0.5,0.451843253701719
0.5,2.57894736842105,0.5,0.374829397511267
0.552631578947368,2.57894736842105,0.5,0.378999758797715
0.605263157894737,2.57894736842105,0.5,0.383285771581603
0.657894736842105,2.57894736842105,0.5,0.387684230470442
0.710526315789474,2.57894736842105,0.5,0.392192067183275
0.763157894736842,2.57894736842105,0.5,0.396806342651196
0.81578947368421,2.57894736842105,0.5,0.401524239687566
0.868421052631579,2.57894736842105,0.5,0.406343056178779
0.921052631578947,2.57894736842105,0.5,0.411260198751379
0.973684210526316,2.57894736842105,0.5,0.416273176875638
1.02631578947368,2.57894736842105,0.5,0.421379597369609
1.07894736842105,2.57894736842105,0.5,0.426577159271104
1.13157894736842,2.57894736842105,0.5,0.431863649048103
1.18421052631579,2.57894736842105,0.5,0.437236936120873
1.23684210526316,2.57894736842105,0.5,0.442694968671484
1.28947368421053,2.57894736842105,0.5,0.448235769718647
1.34210526315789,2.57894736842105,0.5,0.453857433437757
1.39473684210526,2.57894736842105,0.5,0.45955812170778
1.44736842105263,2.57894736842105,0.5,0.465336060868233
1.5,2.57894736842105,0.5,0.471189538670957
0.5,2.68421052631579,0.5,0.390425858949727
0.552631578947368,2.68421052631579,0.5,0.39490592492678
0.605263157894737,2.68421052631579,0.5,0.399494005653487
0.657894736842105,2.68421052631579,0.5,0.404187203565527
0.710526315789474,2.68421052631579,0.5,0.408982741134535
0.763157894736842,2.68421052631579,0.5,0.413877954166791
0.81578947368421,2.68421052631579,0.5,0.418870285570462
0.868421052631579,2.68421052631579,0.5,0.423957279552178
0.921052631578947,2.68421052631579,0.5,0.429136576207568
0.973684210526316,2.68421052631579,0.5,0.434405906473733
1.02631578947368,2.68421052631579,0.5,0.43976308741467
1.07894736842105,2.68421052631579,0.5,0.445206017813348
1.13157894736842,2.68421052631579,0.5,0.450732674046555
1.18421052631579,2.68421052631579,0.5,0.456341106220781
1.23684210526316,2.68421052631579,0.5,0.462029434549364
1.28947368421053,2.68421052631579,0.5,0.467795845952836
1.34210526315789,2.68421052631579,0.5,0.473638590866007
1.39473684210526,2.68421052631579,0.5,0.479555980236713
1.44736842105263,2.68421052631579,0.5,0.485546382702444
1.5,2.68421052631579,0.5,0.49160822193221
0.5,2.78947368421053,0.5,0.407320027543218
0.552631578947368,2.78947368421053,0.5,0.41208922015524
0.605263157894737,2.78947368421053,0.5,0.416959523810323
0.657894736842105,2.78947368421053,0.5,0.42192831055316
0.710526315789474,2.78947368421053,0.5,0.426993057967812
0.763157894736842,2.78947368421053,0.5,0.432151343462852
0.81578947368421,2.78947368421053,0.5,0.437400838944279
0.868421052631579,2.78947368421053,0.5,0.442739305844659
0.921052631578947,2.78947368421053,0.5,0.448164590480013
0.973684210526316,2.78947368421053,0.5,0.453674619708545
1.02631578947368,2.78947368421053,0.5,0.459267396867726
1.07894736842105,2.78947368421053,0.5,0.464940997968351
1.13157894736842,2.78947368421053,0.5,0.470693568126094
1.18421052631579,2.78947368421053,0.5,0.476523318212806
1.23684210526316,2.78947368421053,0.5,0.482428521711348
1.28947368421053,2.78947368421053,0.5,0.488407511759116
1.34210526315789,2.78947368421053,0.5,0.494458678366706
1.39473684210526,2.78947368421053,0.5,0.50058046579927
1.44736842105263,2.78947368421053,0.5,0.506771370109161
1.5,2.78947368421053,0.5,0.51302993680938
0.5,2.89473684210526,0.5,0.425422755084239
0.552631578947368,2.89473684210526,0.5,0.430462485001649
0.605263157894737,2.89473684210526,0.5,0.435597064288783
0.657894736842105,2.89473684210526,0.5,0.440824102136934
0.710526315789474,2.89473684210526,0.5,0.446141300905255
0.763157894736842,2.89473684210526,0.5,0.451546451223074
0.81578947368421,2.89473684210526,0.5,0.457037427414953
0.868421052631579,2.89473684210526,0.5,0.462612183223027
0.921052631578947,2.89473684210526,0.5,0.468268747803487
0.973684210526316,2.89473684210526,0.5,0.474005221976144
1.02631578947368,2.89473684210526,0.5,0.479819774707927
1.07894736842105,2.89473684210526,0.5,0.485710639812816
1.13157894736842,2.89473684210526,0.5,0.491676112852246
1.18421052631579,2.89473684210526,0.5,0.497714548221391
1.23684210526316,2.89473684210526,0.5,0.503824356407957
1.28947368421053,2.89473684210526,0.5,0.510004001411248
1.34210526315789,2.89473684210526,0.5,0.516251998310261
1.39473684210526,2.89473684210526,0.5,0.522566910970495
1.44736842105263,2.89473684210526,0.5,0.52894734987998
1.5,2.89473684210526,0.5,0.5353919701058
0.5,3,0.5,0.444653802451374
0.552631578947368,3,0.5,0.449947220351897
0.605263157894737,3,0.5,0.455329790686974
0.657894736842105,3,0.5,0.460799332078054
0.710526315789474,3,0.5,0.466353745704719
0.763157894736842,3,0.5,0.471991011087815
0.81578947368421,3,0.5,0.477709182142697
0.868421052631579,3,0.5,0.483506383481863
0.921052631578947,3,0.5,0.489380806948095
0.973684210526316,3,0.5,0.495330708360886
1.02631578947368,3,0.5,0.501354404460415
1.07894736842105,3,0.5,0.507450270034713
1.13157894736842,3,0.5,0.513616735216823
1.18421052631579,3,0.5,0.519852282939926
1.23684210526316,3,0.5,0.526155446539336
1.28947368421053,3,0.5,0.532524807491215
1.34210526315789,3,0.5,0.538958993278645
1.39473684210526,3,0.5,0.54545667537647
1.44736842105263,3,0.5,0.552016567346953
1.5,3,0.5,0.558637423038959
0.5,1,0.75,0.498375294281705
0.552631578947368,1,0.75,0.493850874654104
0.605263157894737,1,0.75,0.489833793822163
0.657894736842105,1,0.75,0.486296012761996
0.710526315789474,1,0.75,0.483211839110661
0.763157894736842,1,0.75,0.480557667001528
0.81578947368421,1,0.75,0.478311752458651
0.868421052631579,1,0.75,0.476454018619684
0.921052631578947,1,0.75,0.474965886113355
0.973684210526316,1,0.75,0.473830124755881
1.02631578947368,1,0.75,0.473030723400704
1.07894736842105,1,0.75,0.472552775314692
1.13157894736842,1,0.75,0.472382376889947
1.18421052631579,1,0.75,0.472506537855092
1.23684210526316,1,0.75,0.472913101440181
1.28947368421053,1,0.75,0.473590673188117
1.34210526315789,1,0.75,0.4745285573027
1.39473684210526,1,0.75,0.475716699587289
1.44736842105263,1,0.75,0.477145636164618
1.5,1,0.75,0.478806447282743
0.5,1.10526315789474,0.75,0.475144351366049
0.552631578947368,1.10526315789474,0.75,0.47200354065615
0.605263157894737,1.10526315789474,0.75,0.469303118813289
0.657894736842105,1.10526315789474,0.75,0.467020263264279
0.710526315789474,1.10526315789474,0.75,0.465133946788067
0.763157894736842,1.10526315789474,0.75,0.463624750044966
0.81578947368421,1.10526315789474,0.75,0.462474698283933
0.868421052631579,1.10526315789474,0.75,0.46166711854506
0.921052631578947,1.10526315789474,0.75,0.461186514317196
0.973684210526316,1.10526315789474,0.75,0.461018455127577
1.02631578947368,1.10526315789474,0.75,0.461149478958781
1.07894736842105,1.10526315789474,0.75,0.461567005728774
1.13157894736842,1.10526315789474,0.75,0.462259260348522
1.18421052631579,1.10526315789474,0.75,0.463215204100814
1.23684210526316,1.10526315789474,0.75,0.464424473273391
1.28947368421053,1.10526315789474,0.75,0.465877324136823
1.34210526315789,1.10526315789474,0.75,0.467564583488767
1.39473684210526,1.10526315789474,0.75,0.469477604096169
1.44736842105263,1.10526315789474,0.75,0.471608224459401
1.5,1.10526315789474,0.75,0.473948732400361
0.5,1.21052631578947,0.75,0.458243921871803
0.552631578947368,1.21052631578947,0.75,0.456300727305339
0.605263157894737,1.21052631578947,0.75,0.45474346738185
0.657894736842105,1.21052631578947,0.75,0.453553313725307
0.710526315789474,1.21052631578947,0.75,0.452712835227245
0.763157894736842,1.21052631578947,0.75,0.452205860157015
0.81578947368421,1.21052631578947,0.75,0.45201735510654
0.868421052631579,1.21052631578947,0.75,0.452133318338497
0.921052631578947,1.21052631578947,0.75,0.452540685509635
0.973684210526316,1.21052631578947,0.75,0.453227246068886
1.02631578947368,1.21052631578947,0.75,0.454181568898235
1.07894736842105,1.21052631578947,0.75,0.45539293598514
1.13157894736842,1.21052631578947,0.75,0.456851283097751
1.18421052631579,1.21052631578947,0.75,0.458547146585767
1.23684210526316,1.21052631578947,0.75,0.460471615556237
1.28947368421053,1.21052631578947,0.75,0.462616288779478
1.34210526315789,1.21052631578947,0.75,0.464973235769441
1.39473684210526,1.21052631578947,0.75,0.467534961558013
1.44736842105263,1.21052631578947,0.75,0.470294374746543
1.5,1.21052631578947,0.75,0.47324475847205
0.5,1.31578947368421,0.75,0.446754578292752
0.552631578947368,1.31578947368421,0.75,0.445858444883571
0.605263157894737,1.31578947368421,0.75,0.445303345652399
0.657894736842105,1.31578947368421,0.75,0.445073563374225
0.710526315789474,1.31578947368421,0.75,0.445154484724917
0.763157894736842,1.31578947368421,0.75,0.445532497011786
0.81578947368421,1.31578947368421,0.75,0.446194896873421
0.868421052631579,1.31578947368421,0.75,0.447129809305585
0.921052631578947,1.31578947368421,0.75,0.448326115629172
0.973684210526316,1.31578947368421,0.75,0.449773389229412
1.02631578947368,1.31578947368421,0.75,0.451461838071814
1.07894736842105,1.31578947368421,0.75,0.453382253146778
1.13157894736842,1.31578947368421,0.75,0.455525962116932
1.18421052631579,1.31578947368421,0.75,0.457884787543657
1.23684210526316,1.31578947368421,0.75,0.460451009155296
1.28947368421053,1.31578947368421,0.75,0.463217329692294
1.34210526315789,1.31578947368421,0.75,0.466176843926098
1.39473684210526,1.31578947368421,0.75,0.469323010501076
1.44736842105263,1.31578947368421,0.75,0.472649626293401
1.5,1.31578947368421,0.75,0.476150803019172
0.5,1.42105263157895,0.75,0.439945855147449
0.552631578947368,1.42105263157895,0.75,0.439973133851025
0.605263157894737,1.42105263157895,0.75,0.440303979628733
0.657894736842105,1.42105263157895,0.75,0.440925135222408
0.710526315789474,1.42105263157895,0.75,0.441824227169524
0.763157894736842,1.42105263157895,0.75,0.442989687213155
0.81578947368421,1.42105263157895,0.75,0.444410682381787
0.868421052631579,1.42105263157895,0.75,0.446077052604708
0.921052631578947,1.42105263157895,0.75,0.447979254899405
0.973684210526316,1.42105263157895,0.75,0.450108313309164
1.02631578947368,1.42105263157895,0.75,0.452455773887376
1.07894736842105,1.42105263157895,0.75,0.455013664124188
1.13157894736842,1.42105263157895,0.75,0.457774456294492
1.18421052631579,1.42105263157895,0.75,0.46073103427673
1.23684210526316,1.42105263157895,0.75,0.463876663451614
1.28947368421053,1.42105263157895,0.75,0.467204963340682
1.34210526315789,1.42105263157895,0.75,0.470709882687924
1.39473684210526,1.42105263157895,0.75,0.474385676724807
1.44736842105263,1.42105263157895,0.75,0.478226886390908
1.5,1.42105263157895,0.75,0.482228319309799
0.5,1.52631578947368,0.75,0.437227308053374
0.552631578947368,1.52631578947368,0.75,0.438075163481327
0.605263157894737,1.52631578947368,0.75,0.439194991466602
0.657894736842105,1.52631578947368,0.75,0.440575505805842
0.710526315789474,1.52631578947368,0.75,0.44220613630701
0.763157894736842,1.52631578947368,0.75,0.444076968118805
0.81578947368421,1.52631578947368,0.75,0.446178687445436
0.868421052631579,1.52631578947368,0.75,0.448502532848865
0.921052631578947,1.52631578947368,0.75,0.451040251455453
0.973684210526316,1.52631578947368,0.75,0.45378405948011
1.02631578947368,1.52631578947368,0.75,0.456726606561978
1.07894736842105,1.52631578947368,0.75,0.459860943474049
1.13157894736842,1.52631578947368,0.75,0.463180492827049
1.18421052631579,1.52631578947368,0.75,0.466679022437191
1.23684210526316,1.52631578947368,0.75,0.470350621069504
1.28947368421053,1.52631578947368,0.75,0.474189676304424
1.34210526315789,1.52631578947368,0.75,0.478190854306315
