"","s_10","s_20","s_30","s_40","gamma","lambda_0","theta"
"3200",-1.0651036655481,-1.63502827395605,-1.8416810469688,-1.88104139107237,68,4.16666666666667,2.8125
"3201",-0.867829785652996,-1.51435470960233,-1.79555233171753,-1.87363570041238,12,4.75,2.8125
"3202",-0.918005700207439,-1.56135742527582,-1.83937237958922,-1.91593298344459,14.3333333333333,4.75,2.8125
"3203",-0.959848114191916,-1.60000482655641,-1.87483962195088,-1.94984719308625,16.6666666666667,4.75,2.8125
"3204",-0.994904036038475,-1.63184862334442,-1.90350532779686,-1.97693619623351,19,4.75,2.8125
"3205",-1.02431788447484,-1.6580365998593,-1.92651694603504,-1.99835214826831,21.3333333333333,4.75,2.8125
"3206",-1.04896155007554,-1.679443133975,-1.94474859366518,-2.01497263389936,23.6666666666667,4.75,2.8125
"3207",-1.06951549730374,-1.69675057721179,-1.95888241531777,-2.02748242152689,26,4.75,2.8125
"3208",-1.08652157918211,-1.71050224596928,-1.96946156060649,-2.03642669057218,28.3333333333333,4.75,2.8125
"3209",-1.10041868817295,-1.72113818884213,-1.97692594175329,-2.0422469534595,30.6666666666667,4.75,2.8125
"3210",-1.11156755993156,-1.72902006962023,-1.98163710965542,-2.04530604324101,33,4.75,2.8125
"3211",-1.12026848184657,-1.73444893124003,-1.98389601277015,-2.04590595029183,35.3333333333333,4.75,2.8125
"3212",-1.1267742215351,-1.73767816394011,-1.98395596149798,-2.04430084225934,37.6666666666667,4.75,2.8125
"3213",-1.13129965153615,-1.73892315892707,-1.98203227899299,-2.0407067553811,40,4.75,2.8125
"3214",-1.13402903875543,-1.73836861937019,-1.97830960996395,-2.03530893335772,42.3333333333333,4.75,2.8125
"3215",-1.13512165024578,-1.73617418246945,-1.9729475410349,-2.02826747040186,44.6666666666667,4.75,2.8125
"3216",-1.13471612350442,-1.73247880224099,-1.96608498218567,-2.01972171004612,47,4.75,2.8125
"3217",-1.13293391572309,-1.72740420846678,-1.95784362463057,-2.00979371649052,49.3333333333333,4.75,2.8125
"3218",-1.12988205654968,-1.72105766707855,-1.9483307003411,-1.9985910446944,51.6666666666667,4.75,2.8125
"3219",-1.12565536732659,-1.71353420545011,-1.93764120663939,-1.98620897335344,54,4.75,2.8125
"3220",-1.1203382668077,-1.7049184229695,-1.92585971619866,-1.9727323216153,56.3333333333333,4.75,2.8125
"3221",-1.11400625289967,-1.6952859767093,-1.91306186224208,-1.95823693970632,58.6666666666667,4.75,2.8125
"3222",-1.10672712806566,-1.68470481003577,-1.89931556676049,-1.94279094157275,61,4.75,2.8125
"3223",-1.0985620200549,-1.67323617597363,-1.88468206355007,-1.92645573155134,63.3333333333333,4.75,2.8125
"3224",-1.0895662378296,-1.66093549531477,-1.86921675604593,-1.90928686520766,65.6666666666667,4.75,2.8125
"3225",-1.07978999375508,-1.64785308062641,-1.85296994109771,-1.8913347756135,68,4.75,2.8125
"3226",-0.913015058752912,-1.55768104757019,-1.83733509013277,-1.91442217205029,12,5.33333333333333,2.8125
"3227",-0.959279784719187,-1.60076969219527,-1.87724210109681,-1.9528028777698,14.3333333333333,5.33333333333333,2.8125
"3228",-0.997859142648219,-1.63615230616441,-1.90944536947596,-1.98345110254746,16.6666666666667,5.33333333333333,2.8125
"3229",-1.0301388030905,-1.66521887763271,-1.93533449817945,-2.00776252540584,19,5.33333333333333,2.8125
"3230",-1.05715301104306,-1.68900677523092,-1.95594655936537,-2.02677859909869,21.3333333333333,5.33333333333333,2.8125
"3231",-1.07969551112883,-1.70831207252995,-1.97207739362207,-2.04129842034401,23.6666666666667,5.33333333333333,2.8125
"3232",-1.09838959264039,-1.72375983894117,-1.98435188398914,-2.05194935422397,26,5.33333333333333,2.8125
"3233",-1.11373418161945,-1.73585038981123,-1.99327019443315,-2.05923349712787,28.3333333333333,5.33333333333333,2.8125
"3234",-1.12613522863379,-1.74499077944694,-1.99923925466101,-2.06355931063354,30.6666666666667,5.33333333333333,2.8125
"3235",-1.13592771159453,-1.75151687618293,-2.00259482925044,-2.06526379269317,33,5.33333333333333,2.8125
"3236",-1.14339144752127,-1.75570922504666,-2.00361737593505,-2.06462840763711,35.3333333333333,5.33333333333333,2.8125
"3237",-1.14876270254565,-1.75780469443554,-2.00254368899342,-2.0618907811185,37.6666666666667,5.33333333333333,2.8125
"3238",-1.15224287894292,-1.75800519009784,-1.99957561072227,-2.0572534493917,40,5.33333333333333,2.8125
"3239",-1.15400512421265,-1.75648428436466,-1.99488665872906,-2.05089051481853,42.3333333333333,5.33333333333333,2.8125
"3240",-1.15419943430478,-1.7533923346796,-1.98862714294285,-2.04295278426674,44.6666666666667,5.33333333333333,2.8125
"3241",-1.15295664673674,-1.7488604885008,-1.98092816931313,-2.0335717892512,47,5.33333333333333,2.8125
"3242",-1.15039160267228,-1.74300385456945,-1.97190481011534,-2.02286296904084,49.3333333333333,5.33333333333333,2.8125
"3243",-1.14660567818809,-1.73592404142444,-1.96165864168742,-2.01092821847691,51.6666666666667,5.33333333333333,2.8125
"3244",-1.14168883064888,-1.7277112095534,-1.95027979594673,-1.99785794751326,54,5.33333333333333,2.8125
"3245",-1.13572126805649,-1.71844574538866,-1.93784863386496,-1.98373276113772,56.3333333333333,5.33333333333333,2.8125
"3246",-1.12877482214864,-1.7081996381771,-1.92443712190688,-1.96862484103604,58.6666666666667,5.33333333333333,2.8125
"3247",-1.12091408646016,-1.6970376211263,-1.91010997281714,-1.95259909064851,61,5.33333333333333,2.8125
"3248",-1.11219736624431,-1.68501812386844,-1.89492559778294,-1.93571409084781,63.3333333333333,5.33333333333333,2.8125
"3249",-1.10267747654929,-1.67219407264677,-1.87893690636634,-1.91802290278544,65.6666666666667,5.33333333333333,2.8125
"3250",-1.09240241680331,-1.65861356666279,-1.86219198263587,-1.89957374645499,68,5.33333333333333,2.8125
"3251",-0.953828768252523,-1.59664850560737,-1.87475680866649,-1.95086474537106,12,5.91666666666667,2.8125
"3252",-0.996563411636011,-1.63620399645332,-1.91113162859844,-1.98570940312495,14.3333333333333,5.91666666666667,2.8125
"3253",-1.0321818736614,-1.66862373205169,-1.94037278784124,-2.01339311883703,16.6666666666667,5.91666666666667,2.8125
"3254",-1.06193159317771,-1.69515912161498,-1.96373135706377,-2.03517256436987,19,5.91666666666667,2.8125
"3255",-1.08675144556448,-1.71675194134833,-1.98214884910108,-2.0519933309149,21.3333333333333,5.91666666666667,2.8125
"3256",-1.10736696420417,-1.73412990527395,-1.99635276909039,-2.06458598012039,23.6666666666667,5.91666666666667,2.8125
"3257",-1.12435118660888,-1.74786772931162,-2.00691766452116,-2.07352740563872,26,5.91666666666667,2.8125
"3258",-1.13816509027616,-1.75842770876647,-2.01430569293567,-2.07928160261169,28.3333333333333,5.91666666666667,2.8125
"3259",-1.14918535964795,-1.76618758051276,-2.01889447711692,-2.08222765813457,30.6666666666667,5.91666666666667,2.8125
"3260",-1.15772399087138,-1.7714601936572,-2.02099677064275,-2.0826795101816,33,5.91666666666667,2.8125
"3261",-1.16404246839484,-1.7745077328937,-2.0208746774388,-2.08090023324372,35.3333333333333,5.91666666666667,2.8125
"3262",-1.1683622314989,-1.77555221893644,-2.01875014933481,-2.07711258368987,37.6666666666667,5.91666666666667,2.8125
"3263",-1.17087254384397,-1.77478340312007,-2.01481287845548,-2.07150692740927,40,5.91666666666667,2.8125
"3264",-1.17173650661832,-1.77236479937514,-2.0092263274765,-2.06424729650737,42.3333333333333,5.91666666666667,2.8125
"3265",-1.17109571974338,-1.76843835979697,-2.00213240383889,-2.05547608365419,44.6666666666667,5.91666666666667,2.8125
"3266",-1.16907394200409,-1.76312814588271,-1.99365512990743,-2.04531772778497,47,5.91666666666667,2.8125
"3267",-1.16577999874913,-1.75654324492531,-1.98390355849718,-2.03388164177277,49.3333333333333,5.91666666666667,2.8125
"3268",-1.16131011635595,-1.74878011135923,-1.97297411351504,-2.02126456266857,51.6666666666667,5.91666666666667,2.8125
"3269",-1.15574981458638,-1.73992446461692,-1.96095248724003,-2.00755245664458,54,5.91666666666667,2.8125
"3270",-1.14917545412371,-1.73005284110456,-1.94791519182376,-1.99282207666976,56.3333333333333,5.91666666666667,2.8125
"3271",-1.14165551239805,-1.71923387363947,-1.93393083833313,-1.97714224657128,58.6666666666667,5.91666666666667,2.8125
"3272",-1.13325164327649,-1.70752935410275,-1.91906119907295,-1.96057492746864,61,5.91666666666667,2.8125
"3273",-1.1240195633224,-1.69499512214608,-1.90336209601507,-1.94317610959563,63.3333333333333,5.91666666666667,2.8125
"3274",-1.11400979776376,-1.68168181319556,-1.88688414856738,-1.92499656288835,65.6666666666667,5.91666666666667,2.8125
"3275",-1.10326831212453,-1.66763549178686,-1.86967340670919,-1.90608247247748,68,5.91666666666667,2.8125
"3276",-0.990902309260702,-1.63188613163074,-1.90844698379519,-1.98358977470217,12,6.5,2.8125
"3277",-1.03042872053233,-1.66823022686949,-1.94161130329932,-2.01521989963125,14.3333333333333,6.5,2.8125
"3278",-1.06334264865342,-1.6979432880365,-1.96814651293839,-2.04019501047585,16.6666666666667,6.5,2.8125
"3279",-1.09077211584891,-1.72215699410709,-1.98918399261193,-2.0596516571635,19,6.5,2.8125
"3280",-1.11357280382379,-1.74172972312022,-2.00558188536172,-2.07445178211704,21.3333333333333,6.5,2.8125
"3281",-1.13241026960657,-1.75732907465374,-2.01800760279056,-2.08526566643653,23.6666666666667,6.5,2.8125
"3282",-1.14781307333191,-1.76948519128361,-2.02699113478205,-2.09262551710872,26,6.5,2.8125
"3283",-1.16020841695096,-1.77862652446308,-2.03296080708836,-2.09696140624338,28.3333333333333,6.5,2.8125
"3284",-1.16994681245295,-1.785104589007,-2.03626802982363,-2.098626142438,30.6666666666667,6.5,2.8125
"3285",-1.17731961848302,-1.78921155987083,-2.03720488982685,-2.09791294860898,33,6.5,2.8125
"3286",-1.18257179732943,-1.79119307211173,-2.03601694730953,-2.09506831954184,35.3333333333333,6.5,2.8125
"3287",-1.185911382955,-1.79125772026474,-2.03291273270609,-2.0903015630625,37.6666666666667,6.5,2.8125
"3288",-1.18751663305545,-1.78958423368754,-2.02807092006606,-2.08379200628658,40,6.5,2.8125
"3289",-1.18754151679857,-1.78632698188404,-2.02164583084884,-2.07569452417671,42.3333333333333,6.5,2.8125
"3290",-1.18611998474108,-1.78162025789474,-2.01377171610316,-2.06614384066033,44.6666666666667,6.5,2.8125
"3291",-1.18336933311807,-1.77558165304594,-2.00456613024722,-2.05525791708681,47,6.5,2.8125
"3292",-1.17939288479885,-1.76831474612266,-1.99413261945859,-2.04314065212851,49.3333333333333,6.5,2.8125
"3293",-1.1742821478062,-1.75991126841288,-1.98256288608018,-2.02988405531362,51.6666666666667,6.5,2.8125
"3294",-1.16811856959967,-1.75045286322336,-1.96993854761169,-2.01557001332627,54,6.5,2.8125
"3295",-1.1609749751407,-1.74001252817898,-1.95633257857494,-2.00027173777775,56.3333333333333,6.5,2.8125
"3296",-1.15291675509839,-1.72865580688326,-1.94181050181248,-1.98405496131798,58.6666666666667,6.5,2.8125
"3297",-1.14400285479706,-1.71644178070634,-1.92643137997225,-1.96697893307226,61,6.5,2.8125
"3298",-1.13428660289782,-1.70342389981863,-1.91024864628513,-1.94909725268772,63.3333333333333,6.5,2.8125
"3299",-1.12381641015299,-1.68965068390571,-1.89331080506262,-1.93045857355273,65.6666666666667,6.5,2.8125
"3300",-1.11263636205261,-1.67516631645895,-1.87566202580221,-1.91110719918235,68,6.5,2.8125
"3301",-1.02473067334715,-1.66388714205493,-1.93889916145951,-2.013088424182,12,7.08333333333333,2.8125
"3302",-1.06132426406248,-1.69729522491687,-1.96912830100876,-2.04177925636079,14.3333333333333,7.08333333333333,2.8125
"3303",-1.09175404215688,-1.72452190180051,-1.99317780814531,-2.06426584743569,16.6666666666667,7.08333333333333,2.8125
"3304",-1.11704413079884,-1.74659466943779,-2.01207491410432,-2.08158020758872,19,7.08333333333333,2.8125
"3305",-1.13797715810633,-1.76429866494441,-2.026604545457,-2.09451080594826,21.3333333333333,7.08333333333333,2.8125
"3306",-1.1551656153995,-1.77824829405158,-2.03738093818323,-2.10367457353672,23.6666666666667,7.08333333333333,2.8125
"3307",-1.16909846106564,-1.78893400749156,-2.04489440417572,-2.10956391749547,26,7.08333333333333,2.8125
"3308",-1.18017266261209,-1.79675395744572,-2.04954298062616,-2.11257853424951,28.3333333333333,7.08333333333333,2.8125
"3309",-1.1887151956039,-1.80203607473616,-2.05165450206259,-2.11304759327371,30.6666666666667,7.08333333333333,2.8125
"3310",-1.19499878551176,-1.80505386564981,-2.05150239334017,-2.11124560837647,33,7.08333333333333,2.8125
"3311",-1.19925342481236,-1.8060379685622,-2.04931722336627,-2.10740404757609,35.3333333333333,7.08333333333333,2.8125
"3312",-1.20167496402759,-1.80518477396917,-2.04529532290707,-2.10171999200538,37.6666666666667,7.08333333333333,2.8125
"3313",-1.2024316304816,-1.80266296489301,-2.03960532326278,-2.09436270521052,40,7.08333333333333,2.8125
"3314",-1.20166905023929,-1.79861855524403,-2.03239319326614,-2.08547869333526,42.3333333333333,7.08333333333333,2.8125
"3315",-1.19951416976066,-1.79317882411088,-2.02378617248759,-2.07519565613229,44.6666666666667,7.08333333333333,2.8125
"3316",-1.19607835594683,-1.78645542565352,-2.01389588025559,-2.06362560983533,47,7.08333333333333,2.8125
"3317",-1.19145987391985,-1.77854687464542,-2.00282080049069,-2.05086738289474,49.3333333333333,7.08333333333333,2.8125
"3318",-1.18574588742473,-1.76954055305919,-1.99064828771159,-2.03700863065459,51.6666666666667,7.08333333333333,2.8125
"3319",-1.17901408870096,-1.75951434491166,-1.97745620140224,-2.02212747668365,54,7.08333333333333,2.8125
"3320",-1.17133403766593,-1.74853797948275,-1.96331424883371,-2.00629386123996,56.3333333333333,7.08333333333333,2.8125
"3321",-1.16276827079951,-1.73667414350106,-1.94828509691775,-1.98957065773414,58.6666666666667,7.08333333333333,2.8125
"3322",-1.15337322591624,-1.72397940863659,-1.93242529942026,-1.97201460373716,61,7.08333333333333,2.8125
"3323",-1.14320001851393,-1.710505010107,-1.91578607533112,-1.95367708249545,63.3333333333333,7.08333333333333,2.8125
"3324",-1.13229509753835,-1.69629750432811,-1.89841396631368,-1.93460478300444,65.6666666666667,7.08333333333333,2.8125
"3325",-1.1207008024737,-1.68139932758888,-1.88035139520783,-1.91484026071428,68,7.08333333333333,2.8125
"3326",-1.0557105728281,-1.6930468758276,-1.966508928847,-2.03975443443459,12,7.66666666666667,2.8125
"3327",-1.08960960412903,-1.7237572218908,-1.99404110630615,-2.06574417608218,14.3333333333333,7.66666666666667,2.8125
"3328",-1.11774675621778,-1.74868898985825,-2.01579634543801,-2.08593358606856,16.6666666666667,7.66666666666667,2.8125
"3329",-1.14105518937389,-1.7687784576956,-2.03271068745993,-2.10126312981299,19,7.66666666666667,2.8125
"3330",-1.1602530113607,-1.78474607065842,-2.04550438826724,-2.11245636964308,21.3333333333333,7.66666666666667,2.8125
"3331",-1.17590550698803,-1.79715890928907,-2.05474437460234,-2.1200827650234,23.6666666666667,7.66666666666667,2.8125
"3332",-1.18846619176133,-1.80647189711317,-2.06088544338752,-2.12459909351332,26,7.66666666666667,2.8125
"3333",-1.19830483427337,-1.81305592613243,-2.06429838117388,-2.1263777181277,28.3333333333333,7.66666666666667,2.8125
"3334",-1.20572714265028,-1.81721761436583,-2.06528971722827,-2.12572644214829,30.6666666666667,7.66666666666667,2.8125
"3335",-1.21098894038844,-1.81921353198259,-2.06411594632596,-2.12290280370176,33,7.66666666666667,2.8125
"3336",-1.21430659487969,-1.8192606662088,-2.06099399111225,-2.11812458992499,35.3333333333333,7.66666666666667,2.8125
"3337",-1.21586483429288,-1.81754426504235,-2.056109043851,-2.11157771683774,37.6666666666667,7.66666666666667,2.8125
"3338",-1.21582270460189,-1.81422381441585,-2.04962054204853,-2.10342223351411,40,7.66666666666667,2.8125
"3339",-1.21431817659794,-1.80943766055049,-2.04166678958909,-2.09379696492721,42.3333333333333,7.66666666666667,2.8125
"3340",-1.21147175612935,-1.80330663204699,-2.03236857785096,-2.08282314980429,44.6666666666667,7.66666666666667,2.8125
"3341",-1.20738934704634,-1.79593691209934,-2.02183205713273,-2.07060732512217,47,7.66666666666667,2.8125
"3342",-1.2021645461039,-1.78742234072873,-2.01015103824548,-2.05724363801922,49.3333333333333,7.66666666666667,2.8125
"3343",-1.19588050063859,-1.77784627831839,-1.99740885552048,-2.04281571703655,51.6666666666667,7.66666666666667,2.8125
"3344",-1.18861142584689,-1.76728312761698,-1.98367988837618,-2.0273982003161,54,7.66666666666667,2.8125
"3345",-1.18042385426642,-1.75579958706368,-1.96903081427958,-2.01105799394926,56.3333333333333,7.66666666666667,2.8125
"3346",-1.17137767254453,-1.74345569070881,-1.9535216483619,-1.99385531600411,58.6666666666667,7.66666666666667,2.8125
"3347",-1.16152698774612,-1.73030567712526,-1.93720661207253,-1.975844568819,61,7.66666666666667,2.8125
"3348",-1.15092085593622,-1.71639872015649,-1.92013486370864,-1.95707507255537,63.3333333333333,7.66666666666667,2.8125
"3349",-1.13960389863815,-1.70177954718679,-1.90235111649917,-1.93759168580914,65.6666666666667,7.66666666666667,2.8125
"3350",-1.12761682736092,-1.68648896519444,-1.8838961644983,-1.91743533362956,68,7.66666666666667,2.8125
"3351",-1.08416581900319,-1.71968806136059,-1.99159920535751,-2.06390926605811,12,8.25,2.8125
"3352",-1.11557832358039,-1.74790874632494,-2.01664244362498,-2.0874059687175,14.3333333333333,8.25,2.8125
"3353",-1.14159082188152,-1.77071356082593,-2.03627133186059,-2.10546606637456,16.6666666666667,8.25,2.8125
"3354",-1.16305639534025,-1.78895847251574,-2.0513416257249,-2.11894941688866,19,8.25,2.8125
"3355",-1.18063587658603,-1.8033064944916,-2.06251616739826,-2.12852195187257,21.3333333333333,8.25,2.8125
"3356",-1.19485235511219,-1.8142824021627,-2.07031959251027,-2.13471068886862,23.6666666666667,8.25,2.8125
"3357",-1.20612748165808,-1.82230917551174,-2.07517476528641,-2.13794036520348,26,8.25,2.8125
"3358",-1.21480645036509,-1.82773307435189,-2.07742784860854,-2.13855864185899,28.3333333333333,8.25,2.8125
"3359",-1.22117567168097,-1.83084137592189,-2.07736603774532,-2.13685392994165,30.6666666666667,8.25,2.8125
"3360",-1.22547557521529,-1.83187522381276,-2.0752304063572,-2.1330683025739,33,8.25,2.8125
"3361",-1.22791007813741,-1.8310391298872,-2.07122540617407,-2.1274070424008,35.3333333333333,8.25,2.8125
"3362",-1.2286537156483,-1.82850812960506,-2.06552602057756,-2.12004583055715,37.6666666666667,8.25,2.8125
"3363",-1.22785709762568,-1.82443325740501,-2.05828323861062,-2.11113624729846,40,8.25,2.8125
"3364",-1.22565114448627,-1.81894579690368,-2.04962830408476,-2.10081004143872,42.3333333333333,8.25,2.8125
"3365",-1.2221504178268,-1.81216062265398,-2.03967605646069,-2.0891824869676,44.6666666666667,8.25,2.8125
"3366",-1.21745576977424,-1.80417885822092,-2.02852758821193,-2.07635505274349,47,8.25,2.8125
"3367",-1.21165647263913,-1.79509001275842,-2.01627238081908,-2.06241754825498,49.3333333333333,8.25,2.8125
"3368",-1.20483194726544,-1.78497371490797,-2.00299003818799,-2.04744986485451,51.6666666666667,8.25,2.8125
"3369",-1.19705317802558,-1.77390113228132,-1.9887517057335,-2.03152340115389,54,8.25,2.8125
"3370",-1.1883838806225,-1.76193614292277,-1.97362124150802,-2.01470223929356,56.3333333333333,8.25,2.8125
"3371",-1.17888147305088,-1.7491363092788,-1.95765618989058,-1.99704412285132,58.6666666666667,8.25,2.8125
"3372",-1.16859788844835,-1.73555369353983,-1.94090859669106,-1.97860127543531,61,8.25,2.8125
"3373",-1.15758025992299,-1.72123554454327,-1.92342569585116,-1.95942109028907,63.3333333333333,8.25,2.8125
"3374",-1.14587150094322,-1.70622487990376,-1.90525049140193,-1.93954671468129,65.6666666666667,8.25,2.8125
"3375",-1.13351079993714,-1.69056098208053,-1.88642225338267,-1.91901754787391,68,8.25,2.8125
"3376",-1.11036481832194,-1.74407823736939,-2.01443767930961,-2.08581943633097,12,8.83333333333333,2.8125
"3377",-1.13947387945141,-1.7699924064284,-2.03717507538725,-2.1070062558589,14.3333333333333,8.83333333333333,2.8125
"3378",-1.16351019670346,-1.79081874609783,-2.0548260556422,-2.12308547003932,16.6666666666667,8.83333333333333,2.8125
"3379",-1.18325600398091,-1.80734216680685,-2.06817533994687,-2.13484560834788,19,8.83333333333333,2.8125
"3380",-1.19932105805254,-1.82017446194629,-2.07783456690677,-2.14290119937206,21.3333333333333,8.83333333333333,2.8125
"3381",-1.21219057134578,-1.82980242826949,-2.08429040586785,-2.14774115435566,23.6666666666667,8.83333333333333,2.8125
"3382",-1.22225743112702,-1.83662020876845,-2.08793689371124,-2.14976128253656,26,8.83333333333333,2.8125
"3383",-1.22984454280591,-1.84095172020853,-2.08909785790149,-2.14928683545634,28.3333333333333,8.83333333333333,2.8125
"3384",-1.23522074163211,-1.84306662378058,-2.08804288377255,-2.14658855891007,30.6666666666667,8.83333333333333,2.8125
"3385",-1.2386123866274,-1.84319196128804,-2.08499894815064,-2.14189438710702,33,8.83333333333333,2.8125
"3386",-1.24021197867223,-1.84152080415162,-2.08015906637806,-2.13539813389143,35.3333333333333,8.83333333333333,2.8125
"3387",-1.24018467997077,-1.83821879591316,-2.07368883326731,-2.12726606656011,37.6666666666667,8.83333333333333,2.8125
"3388",-1.2386733232625,-1.8334291788939,-2.06573144853291,-2.11764195613122,40,8.83333333333333,2.8125
"3389",-1.23580231446622,-1.82727671024268,-2.05641163185874,-2.10665101145699,42.3333333333333,8.83333333333333,2.8125
"3390",-1.2316807113847,-1.81987075107323,-2.04583871124327,-2.09440298236575,44.6666666666667,8.83333333333333,2.8125
"3391",-1.22640467996031,-1.81130773093567,-2.03410908682578,-2.08099463512046,47,8.83333333333333,2.8125
"3392",-1.22005947409332,-1.801673134174,-2.02130821671389,-2.06651174748994,49.3333333333333,8.83333333333333,2.8125
"3393",-1.21272104640936,-1.79104311594938,-2.00751223256827,-2.05103073175132,51.6666666666667,8.83333333333333,2.8125
"3394",-1.20445737002786,-1.77948582827057,-1.99278926526765,-2.03461996636144,54,8.83333333333333,2.8125
"3395",-1.19532953174679,-1.76706251666326,-1.97720054127165,-2.01734089722354,56.3333333333333,8.83333333333333,2.8125
"3396",-1.18539264275902,-1.7538284337571,-1.96080129594927,-1.99924895505033,58.6666666666667,8.83333333333333,2.8125
"3397",-1.17469660246962,-1.73983360548461,-1.94364153955835,-1.98039432468616,61,8.83333333333333,2.8125
"3398",-1.16328674311552,-1.72512347768947,-1.92576670366675,-1.96082259431631,63.3333333333333,8.83333333333333,2.8125
"3399",-1.15120437695503,-1.70973946498682,-1.90721818985225,-1.94057530650629,65.6666666666667,8.83333333333333,2.8125
"3400",-1.13848726327562,-1.69371941918255,-1.8880338379838,-1.91969042845757,68,8.83333333333333,2.8125
"3401",-1.13453299476517,-1.76644212277543,-2.0352491886421,-2.10570883011696,12,9.41666666666667,2.8125
"3402",-1.16150085153963,-1.79021208917131,-2.05584301182086,-2.12474811503422,14.3333333333333,9.41666666666667,2.8125
"3403",-1.18369311654553,-1.80919210481959,-2.0716482017624,-2.13897857418738,16.6666666666667,9.41666666666667,2.8125
"3404",-1.20182906143493,-1.82410392762147,-2.08338634446342,-2.14912533695333,19,9.41666666666667,2.8125
"3405",-1.21647270751774,-1.83551348362156,-2.09162322535431,-2.15575689532973,21.3333333333333,9.41666666666667,2.8125
"3406",-1.228075135818,-1.84387334417415,-2.0968112993408,-2.15932781615349,23.6666666666667,9.41666666666667,2.8125
"3407",-1.23700317549922,-1.84955152559045,-2.09931848523065,-2.16020769628894,26,9.41666666666667,2.8125
"3408",-1.243559446619,-1.85285160824118,-2.09944828094722,-2.15870138791903,28.3333333333333,9.41666666666667,2.8125
"3409",-1.24799672498767,-1.85402715522722,-2.09745417925806,-2.15506349167326,30.6666666666667,9.41666666666667,2.8125
"3410",-1.25052846749475,-1.8532922765108,-2.0935502296482,-2.1495089741875,33,9.41666666666667,2.8125
"3411",-1.25133667435365,-1.85082951970783,-2.08791892735692,-2.14222109801853,35.3333333333333,9.41666666666667,2.8125
"3412",-1.25057786275197,-1.84679586511328,-2.08071720702172,-2.13335744583176,37.6666666666667,9.41666666666667,2.8125
"3413",-1.24838767460977,-1.84132734971652,-2.07208106559465,-2.12305456650244,40,9.41666666666667,2.8125
"3414",-1.2448844790711,-1.83454268223214,-2.06212917648998,-2.11143160711234,42.3333333333333,9.41666666666667,2.8125
"3415",-1.24017222346853,-1.82654610385888,-2.05096574962681,-2.09859318690925,44.6666666666667,9.41666666666667,2.8125
"3416",-1.23434271446982,-1.81742967716445,-2.03868281972816,-2.08463169658281,47,9.41666666666667,2.8125
"3417",-1.22747746162132,-1.80727513580672,-2.02536209555912,-2.06962915625143,49.3333333333333,9.41666666666667,2.8125
"3418",-1.21964918088992,-1.79615539305442,-2.01107646804659,-2.05365873062221,51.6666666666667,9.41666666666667,2.8125
"3419",-1.210923031209,-1.78413578238087,-1.99589125053779,-2.03678597496462,54,9.41666666666667,2.8125
"3420",-1.20135763929909,-1.77127508560199,-1.97986520665635,-2.01906986764382,56.3333333333333,9.41666666666667,2.8125
"3421",-1.19100595507371,-1.757626391021,-1.96305140820839,-2.00056367188338,58.6666666666667,9.41666666666667,2.8125
"3422",-1.17991597035254,-1.74323781441858,-1.94549795596979,-1.9813156597544,61,9.41666666666667,2.8125
"3423",-1.16813132642955,-1.7281531085259,-1.92724858898575,-1.96136972415077,63.3333333333333,9.41666666666667,2.8125
"3424",-1.15569183061779,-1.71241218117285,-1.90834320256988,-1.94076589903765,65.6666666666667,9.41666666666667,2.8125
"3425",-1.1426338977497,-1.69605153814526,-1.88881829103289,-1.91954080408156,68,9.41666666666667,2.8125
"3426",-1.15686183367111,-1.78697062305467,-2.05422473480681,-2.12376766382714,12,10,2.8125
"3427",-1.18183312693531,-1.80874110935396,-2.07281966755855,-2.14080418925967,14.3333333333333,10,2.8125
"3428",-1.20229962367925,-1.82599311836325,-2.0868973538825,-2.15330420885054,16.6666666666667,10,2.8125
"3429",-1.21892441158982,-1.8393920510576,-2.0971230391564,-2.16193626877487,19,10,2.8125
"3430",-1.23223040483314,-1.84946260528536,-2.10402129311408,-2.1672274765357,21.3333333333333,10,2.8125
"3431",-1.24263782097668,-1.85662640193402,-2.10801362993612,-2.16960133758648,23.6666666666667,10,2.8125
"3432",-1.25048980450239,-1.86122770866797,-2.10944422748767,-2.16940361961706,26,10,2.8125
"3433",-1.25607045585633,-1.86355153830819,-2.10859802231476,-2.16692054764429,28.3333333333333,10,2.8125
"3434",-1.25961783263752,-1.86383669921378,-2.10571375744569,-2.16239192267048,30.6666666666667,10,2.8125
"3435",-1.26133352700394,-1.86228540837052,-2.10099359348544,-2.15602078406069,33,10,2.8125
"3436",-1.26138985378968,-1.85907050589527,-2.09461032155999,-2.14798066033057,35.3333333333333,10,2.8125
"3437",-1.25993533500878,-1.8543409593893,-2.08671286643502,-2.13842110067471,37.6666666666667,10,2.8125
"3438",-1.25709894630114,-1.84822612554437,-2.07743054713481,-2.12747195724152,40,10,2.8125
"3439",-1.25299344824869,-1.84083909319612,-2.06687641919882,-2.11524674412547,42.3333333333333,10,2.8125
"3440",-1.24771803087541,-1.83227933702382,-2.05514992773236,-2.10184530351206,44.6666666666667,10,2.8125
"3441",-1.24136043554725,-1.82263484674158,-2.04233903606493,-2.0873559446968,47,10,2.8125
"3442",-1.23399867423236,-1.8119838521963,-2.02852195040732,-2.07185717702413,49.3333333333333,10,2.8125
"3443",-1.22570243499827,-1.80039623358237,-2.01376852969909,-2.05541912641716,51.6666666666667,10,2.8125
