"","s_10","s_20","s_30","s_40","gamma","lambda_0","theta"
"1734",-1.29265783724339,-1.91978307242822,-2.1737121983108,-2.23758480399284,30.6666666666667,14.0833333333333,1.875
"1735",-1.27436405886548,-1.9085490914733,-2.16431183094599,-2.22827983110062,33,14.0833333333333,1.875
"1736",-1.25476719320764,-1.89600841785772,-2.15360515331852,-2.21766352022868,35.3333333333333,14.0833333333333,1.875
"1737",-1.23397334324913,-1.88226749669891,-2.14169858220598,-2.20584277156037,37.6666666666667,14.0833333333333,1.875
"1738",-1.21207582058547,-1.86741993657142,-2.12868570084718,-2.19291158728358,40,14.0833333333333,1.875
"1739",-1.18915715296677,-1.85154852457807,-2.11464927360419,-2.1789530970902,42.3333333333333,14.0833333333333,1.875
"1740",-1.16529070904184,-1.83472685712562,-2.09966287639608,-2.1640411972737,44.6666666666667,14.0833333333333,1.875
"1741",-1.1405420252722,-1.81702067171353,-2.08379222820015,-2.14824188922233,47,14.0833333333333,1.875
"1742",-1.11496989865385,-1.79848894362959,-2.06709628750458,-2.13161438156325,49.3333333333333,14.0833333333333,1.875
"1743",-1.0886272934879,-1.77918479598592,-2.04962816213775,-2.11421200466208,51.6666666666667,14.0833333333333,1.875
"1744",-1.06156209917526,-1.75915626021653,-2.03143586958925,-2.09608297480427,54,14.0833333333333,1.875
"1745",-1.03381776766634,-1.73844691577927,-2.01256297656028,-2.07727103695836,56.3333333333333,14.0833333333333,1.875
"1746",-1.00543385294448,-1.71709643152838,-1.99304914020539,-2.05781600870875,58.6666666666667,14.0833333333333,1.875
"1747",-0.976446470189739,-1.69514102647155,-1.97293056877642,-2.03775424316682,61,14.0833333333333,1.875
"1748",-0.946888688650886,-1.6726138639936,-1.95224041574759,-2.01711902501687,63.3333333333333,14.0833333333333,1.875
"1749",-0.91679086946245,-1.64954539082577,-1.93100911869895,-1.9959409110353,65.6666666666667,14.0833333333333,1.875
"1750",-0.886180957471848,-1.62596362986007,-1.90926469205536,-1.9742480242294,68,14.0833333333333,1.875
"1751",-1.37675521647784,-1.95060860245674,-2.1908431795437,-2.25366228701032,12,14.6666666666667,1.875
"1752",-1.37427159270687,-1.95523406807168,-2.19729796085776,-2.26028195553457,14.3333333333333,14.6666666666667,1.875
"1753",-1.36879768503517,-1.95685964572173,-2.20075361947574,-2.26388889655567,16.6666666666667,14.6666666666667,1.875
"1754",-1.36070642145778,-1.955859633295,-2.20158437596124,-2.26485929852109,19,14.6666666666667,1.875
"1755",-1.35030299565372,-1.95254032576972,-2.20009645894481,-2.26350096841329,21.3333333333333,14.6666666666667,1.875
"1756",-1.33784060255464,-1.94715581639322,-2.19654390436249,-2.2600692267603,23.6666666666667,14.6666666666667,1.875
"1757",-1.32353180824529,-1.93991941332474,-2.19113997055255,-2.25477839084033,26,14.6666666666667,1.875
"1758",-1.30755694141398,-1.93101206512082,-2.18406556250348,-2.24781024843308,28.3333333333333,14.6666666666667,1.875
"1759",-1.29007040258267,-1.92058869522561,-2.17547556534758,-2.23932042798955,30.6666666666667,14.6666666666667,1.875
"1760",-1.27120548615357,-1.9087830430845,-2.16550368466633,-2.22944326657388,33,14.6666666666667,1.875
"1761",-1.25107811993819,-1.8957114182834,-2.15426619996962,-2.21829558448342,35.3333333333333,14.6666666666667,1.875
"1762",-1.22978980329332,-1.8814756500318,-2.14186491363598,-2.2059796505812,37.6666666666667,14.6666666666667,1.875
"1763",-1.20742994291582,-1.86616543187787,-2.12838949517833,-2.19258553942756,40,14.6666666666667,1.875
"1764",-1.18407772966706,-1.84986020562325,-2.11391936478425,-2.17819302503093,42.3333333333333,14.6666666666667,1.875
"1765",-1.15980366130276,-1.83263068974527,-2.09852522142437,-2.1628731171412,44.6666666666667,14.6666666666667,1.875
"1766",-1.13467078891007,-1.81454013044622,-2.08227029363679,-2.14668931865646,47,14.6666666666667,1.875
"1767",-1.10873574551398,-1.79564533402839,-2.06521137167776,-2.12969866317671,49.3333333333333,14.6666666666667,1.875
"1768",-1.08204960130266,-1.77599752522262,-2.04739966565888,-2.11195257758431,51.6666666666667,14.6666666666667,1.875
"1769",-1.05465857963439,-1.75564306576904,-2.02888152396397,-2.09349760414089,54,14.6666666666667,1.875
"1770",-1.02660466034628,-1.73462405987454,-2.00969903856556,-2.07437600887249,56.3333333333333,14.6666666666667,1.875
"1771",-0.997926091143081,-1.71297886740691,-1.98989055809716,-2.05462629721638,58.6666666666667,14.6666666666667,1.875
"1772",-0.968657823486394,-1.69074254130926,-1.96949112516192,-2.03428365350259,61,14.6666666666667,1.875
"1773",-0.938831886064302,-1.66794720236547,-1.94853285100598,-2.01338031747084,63.3333333333333,14.6666666666667,1.875
"1774",-0.908477706339257,-1.64462236185439,-1.92704523809207,-1.99194590841645,65.6666666666667,14.6666666666667,1.875
"1775",-0.87762238865824,-1.6207952006091,-1.90505545908803,-1.97000770552628,68,14.6666666666667,1.875
"1776",-1.38027756022617,-1.95753563257066,-2.19872570512015,-2.26153257521466,12,15.25,1.875
"1777",-1.37661563612845,-1.96098063733245,-2.20400037587063,-2.2669692069079,14.3333333333333,15.25,1.875
"1778",-1.37009616003422,-1.96155886645292,-2.20640899725394,-2.26952671584995,16.6666666666667,15.25,1.875
"1779",-1.36106886258906,-1.95962134116758,-2.20630251893365,-2.26955790678271,19,15.25,1.875
"1780",-1.34982104754376,-1.9554564072027,-2.20396922497346,-2.26735255808613,21.3333333333333,15.25,1.875
"1781",-1.33659186139958,-1.94930406416228,-2.19964906151831,-2.26315183670928,23.6666666666667,15.25,1.875
"1782",-1.32158266374843,-1.94136637869125,-2.19354404858808,-2.25715877239686,26,15.25,1.875
"1783",-1.30496471973888,-1.93181520829085,-2.18582600278924,-2.24954602602726,28.3333333333333,15.25,1.875
"1784",-1.28688500959708,-1.92079803421772,-2.17664236931978,-2.24046175558464,30.6666666666667,15.25,1.875
"1785",-1.26747068639608,-1.90844243697477,-2.16612069673121,-2.23003411662644,33,15.25,1.875
"1786",-1.24683254539098,-1.89485957927775,-2.15437211929709,-2.21837476439209,35.3333333333333,15.25,1.875
"1787",-1.2250677586112,-1.88014695127086,-2.14149410173475,-2.20558161388443,37.6666666666667,15.25,1.875
"1788",-1.20226205516229,-1.86439055920647,-2.12757262747461,-2.19174104023298,40,15.25,1.875
"1789",-1.17849147775263,-1.84766668864996,-2.11268396152181,-2.17692965118147,42.3333333333333,15.25,1.875
"1790",-1.15382381127668,-1.83004333843866,-2.09689608412662,-2.1612157284952,44.6666666666667,15.25,1.875
"1791",-1.12831975479264,-1.81158139702582,-2.08026986688421,-2.1446604103359,47,15.25,1.875
"1792",-1.10203389066908,-1.79233561520276,-2.06286004524931,-2.12731866890811,49.3333333333333,15.25,1.875
"1793",-1.07501549190463,-1.77235541636913,-2.04471602862916,-2.1092401247808,51.6666666666667,15.25,1.875
"1794",-1.04730919922033,-1.75168557607709,-2.02588257977542,-2.09046972978876,54,15.25,1.875
"1795",-1.0189555925162,-1.73036679553856,-2.00640038816017,-2.07104834334018,56.3333333333333,15.25,1.875
"1796",-0.98999167600363,-1.70843618848345,-1.98630655672039,-2.05101322162515,58.6666666666667,15.25,1.875
"1797",-0.960451292308018,-1.68592769672275,-1.96563501732222,-2.03039843516258,61,15.25,1.875
"1798",-0.93036547774934,-1.66287244667165,-1.94441688719782,-2.00923522700694,63.3333333333333,15.25,1.875
"1799",-0.899762768616744,-1.63929905668656,-1.9226807762067,-1.98755232152123,65.6666666666667,15.25,1.875
"1800",-0.868669466384394,-1.61523390319357,-1.90045305289787,-1.96537619173606,68,15.25,1.875
"1801",-1.38294403797942,-1.96360813685923,-2.20575353086029,-2.26855001138556,12,15.8333333333333,1.875
"1802",-1.37816130259862,-1.96593024288515,-2.20990563578653,-2.2728612459585,14.3333333333333,15.8333333333333,1.875
"1803",-1.37064493847966,-1.96550985512529,-2.21131593709809,-2.27441810503338,16.6666666666667,15.8333333333333,1.875
"1804",-1.36072339113472,-1.96267663636565,-2.21031403120978,-2.27355193570699,19,15.8333333333333,1.875
"1805",-1.34866747065106,-1.95770238350695,-2.20717165761745,-2.27053589356032,21.3333333333333,15.8333333333333,1.875
"1806",-1.33470331795584,-1.95081404832264,-2.2021157181527,-2.26559804153588,23.6666666666667,15.8333333333333,1.875
"1807",-1.31902188050662,-1.94220325244206,-2.19533779074989,-2.25893092102083,26,15.8333333333333,1.875
"1808",-1.30178597550273,-1.93203337947613,-2.18700122058544,-2.25069868509387,28.3333333333333,15.8333333333333,1.875
"1809",-1.28313564724899,-1.9204449540432,-2.17724649829996,-2.24104250824143,30.6666666666667,15.8333333333333,1.875
"1810",-1.26319229381881,-1.9075597849206,-2.16619540249119,-2.23008475278435,33,15.8333333333333,1.875
"1811",-1.24206188980599,-1.89348420052642,-2.15395423465312,-2.21793222226542,35.3333333333333,15.8333333333333,1.875
"1812",-1.21983753448409,-1.87831160703323,-2.14061637683965,-2.20467873351677,37.6666666666667,15.8333333333333,1.875
"1813",-1.19660148921949,-1.86212453365528,-2.12626433657642,-2.190407172948,40,15.8333333333333,1.875
"1814",-1.17242682312152,-1.844996284593,-2.11097139849033,-2.17519115725602,42.3333333333333,15.8333333333333,1.875
"1815",-1.1473787546164,-1.82699228568661,-2.09480297069751,-2.1590963871306,44.6666666666667,15.8333333333333,1.875
"1816",-1.12151575443884,-1.80817119154342,-2.07781769170523,-2.14218176010532,47,15.8333333333333,1.875
"1817",-1.09489045956332,-1.78858580286322,-2.06006834754519,-2.1245002925669,49.3333333333333,15.8333333333333,1.875
"1818",-1.06755043594389,-1.76828383198467,-2.04160263715538,-2.10609988916317,51.6666666666667,15.8333333333333,1.875
"1819",-1.03953881932269,-1.74730854603037,-2.02246381538358,-2.08702398915452,54,15.8333333333333,1.875
"1820",-1.01089485693361,-1.72569931056841,-2.00269123652647,-2.06731211275456,56.3333333333333,15.8333333333333,1.875
"1821",-0.981654368067464,-1.70349205182779,-1.98232081643898,-2.04700032559815,58.6666666666667,15.8333333333333,1.875
"1822",-0.951850137757434,-1.68071965178279,-1.96138542752601,-2.02612163572998,61,15.8333333333333,1.875
"1823",-0.921512254988749,-1.65741228755437,-1.93991523806309,-2.00470633462459,63.3333333333333,15.8333333333333,1.875
"1824",-0.890668404619071,-1.6335977243511,-1.91793800506624,-1.9827822915097,65.6666666666667,15.8333333333333,1.875
"1825",-0.859344120460281,-1.60930156942861,-1.89547932818899,-1.96037520851202,68,15.8333333333333,1.875
"1826",-1.38480536589332,-1.96887671872561,-2.21197727617403,-2.27476506048613,12,16.4166666666667,1.875
"1827",-1.37895508419367,-1.97012926118282,-2.21506013430672,-2.27800430859601,14.3333333333333,16.4166666666667,1.875
"1828",-1.37048706660652,-1.96875554107422,-2.21551738655502,-2.27860585264631,16.6666666666667,16.4166666666667,1.875
"1829",-1.35971018959673,-1.96506558425851,-2.21365899711976,-2.27688131077126,19,16.4166666666667,1.875
"1830",-1.34688002953571,-1.95931590256545,-2.20974142430368,-2.27308848444785,21.3333333333333,16.4166666666667,1.875
"1831",-1.33221066725158,-1.95172134813622,-2.20397947352375,-2.26744328429055,23.6666666666667,16.4166666666667,1.875
"1832",-1.31588336118193,-1.94246382268244,-2.19655500548798,-2.26012849092261,26,16.4166666666667,1.875
"1833",-1.29805304294503,-1.93169879976082,-2.18762345758664,-2.2513003152766,28.3333333333333,16.4166666666667,1.875
"1834",-1.27885326479965,-1.91956029232798,-2.17731881072325,-2.2410933946589,30.6666666666667,16.4166666666667,1.875
"1835",-1.25840002482184,-1.90616469327424,-2.16575742925244,-2.22962465499333,33,16.4166666666667,1.875
"1836",-1.23679476424843,-1.89161378466618,-2.15304106972915,-2.21699633682682,35.3333333333333,16.4166666666667,1.875
"1837",-1.21412674460965,-1.87599712421438,-2.13925926696562,-2.203298394904,37.6666666666667,16.4166666666667,1.875
"1838",-1.19047495364091,-1.8593939585914,-2.12449124700562,-2.18861042185011,40,16.4166666666667,1.875
"1839",-1.16590964859561,-1.84187477268118,-2.1088074760844,-2.17300320570189,42.3333333333333,16.4166666666667,1.875
"1840",-1.14049361729712,-1.82350255543387,-2.09227092623859,-2.15654000244225,44.6666666666667,16.4166666666667,1.875
"1841",-1.11428321713214,-1.80433384277853,-2.07493811801071,-2.13927758434753,47,16.4166666666667,1.875
"1842",-1.08732923764386,-1.78441958343987,-2.05685998608779,-2.12126711026112,49.3333333333333,16.4166666666667,1.875
"1843",-1.05967762173639,-1.76380586281342,-2.03808260302375,-2.10255485315083,51.6666666666667,16.4166666666667,1.875
"1844",-1.03137007261249,-1.74253451213091,-2.01864778827294,-2.08318281233719,54,16.4166666666667,1.875
"1845",-1.00244456765358,-1.72064362421013,-1.99859362382586,-2.06318923180738,56.3333333333333,16.4166666666667,1.875
"1846",-0.97293579597241,-1.69816799258629,-1.97795489324126,-2.04260904150583,58.6666666666667,16.4166666666667,1.875
"1847",-0.94287553294399,-1.67513948738305,-1.9567634574305,-2.02147423503352,61,16.4166666666667,1.875
"1848",-0.912292962376628,-1.65158737862709,-1.93504857789631,-1.99981419451885,63.3333333333333,16.4166666666667,1.875
"1849",-0.881214954927917,-1.62753861564444,-1.91283719606239,-1.97765597134502,65.6666666666667,16.4166666666667,1.875
"1850",-0.849666309756146,-1.60301806955625,-1.89015417571035,-1.95502452978949,68,16.4166666666667,1.875
"1851",-1.38590774729141,-1.97338748124892,-2.21744305822932,-2.28022370226882,12,17,1.875
"1852",-1.37903937575023,-1.97361998398044,-2.21950617840353,-2.28244056100554,14.3333333333333,17,1.875
"1853",-1.36966182307028,-1.97133509849439,-2.21905253591971,-2.28212900677971,16.6666666666667,17,1.875
"1854",-1.35806594068771,-1.96682476268477,-2.21637401129543,-2.27958248426003,19,17,1.875
"1855",-1.34449321090188,-1.96033134644162,-2.21171292443296,-2.27504458849435,21.3333333333333,17,1.875
"1856",-1.32914651354613,-1.95205846388872,-2.20527284568119,-2.26871994260766,23.6666666666667,17,1.875
"1857",-1.31219807769591,-1.9421789583176,-2.1972265798044,-2.26078223028415,26,17,1.875
"1858",-1.29379546418107,-1.93084090939243,-2.18772217239457,-2.25138023817728,28.3333333333333,17,1.875
"1859",-1.2740661407749,-1.91817222700128,-2.17688750306952,-2.2406424762727,30.6666666666667,17,1.875
"1860",-1.25312103239302,-1.90428421577243,-2.16483384944912,-2.22868076267282,33,17,1.875
"1861",-1.23105731205983,-1.88927437717325,-2.15165868880491,-2.21559304140178,35.3333333333333,17,1.875
"1862",-1.2079606209135,-1.87322863827659,-2.13744792645115,-2.20146562349215,37.6666666666667,17,1.875
"1863",-1.18390685292566,-1.85622314345168,-2.12227768712045,-2.18637498844764,40,17,1.875
"1864",-1.15896360363112,-1.83832570869659,-2.10621576902988,-2.1703892464044,42.3333333333333,17,1.875
"1865",-1.13319135656553,-1.81959701261973,-2.08932283463649,-2.15356933544301,44.6666666666667,17,1.875
"1866",-1.10664446281423,-1.80009157970508,-2.07165339370979,-2.13597001001597,47,17,1.875
"1867",-1.07937195581534,-1.77985859817824,-2.05325662103271,-2.11764066305646,49.3333333333333,17,1.875
"1868",-1.05141823382074,-1.75894260501013,-2.0341770412631,-2.09862601449412,51.6666666666667,17,1.875
"1869",-1.02282363518031,-1.73738406332584,-2.0144551062198,-2.07896669159087,54,17,1.875
"1870",-0.993624926174088,-1.71521985202327,-1.99412768439465,-2.05869972101405,56.3333333333333,17,1.875
"1871",-0.963855716986222,-1.69248368325767,-1.97322847834418,-2.03785894839118,58.6666666666667,17,1.875
"1872",-0.933546818247129,-1.66920646026813,-1.95178838243491,-2.01647539789226,61,17,1.875
"1873",-0.902726548120791,-1.64541658556227,-1.92983579095677,-1.99457758191091,63.3333333333333,17,1.875
"1874",-0.871420998003176,-1.62114022755674,-1.90739686470094,-1.97219176898678,65.6666666666667,17,1.875
"1875",-0.83965426339581,-1.59640155226323,-1.88449576259041,-1.94934221659419,68,17,1.875
"1876",-0.865175571733175,-1.41534969075609,-1.6570517171289,-1.72682768165898,12,3,2.1875
"1877",-0.920925406613985,-1.47417699743713,-1.71591018331657,-1.78532473225863,14.3333333333333,3,2.1875
"1878",-0.965710943924851,-1.52201453671346,-1.76378226949514,-1.83280038945743,16.6666666666667,3,2.1875
"1879",-1.00177077038349,-1.56110697627181,-1.80291195625621,-1.87150707322584,19,3,2.1875
"1880",-1.03071035433259,-1.59306397632615,-1.83490840365763,-1.90305974147792,21.3333333333333,3,2.1875
"1881",-1.05372238407118,-1.61908122860598,-1.86096692831879,-1.92865785298722,23.6666666666667,3,2.1875
"1882",-1.07171837180169,-1.64007246536265,-1.88200097416405,-1.94921790587481,26,3,2.1875
"1883",-1.08541137987381,-1.65675243267778,-1.89872506103904,-1.9654567313744,28.3333333333333,3,2.1875
"1884",-1.09537023376785,-1.66969126087892,-1.91170913861311,-1.97794606703058,30.6666666666667,3,2.1875
"1885",-1.10205630134233,-1.67935134782421,-1.92141545828305,-1.98714957315105,33,3,2.1875
"1886",-1.10584918596234,-1.68611312293418,-1.92822432915581,-1.99344868707837,35.3333333333333,3,2.1875
"1887",-1.10706513118519,-1.69029350149414,-1.93245256652973,-1.9971611403123,37.6666666666667,3,2.1875
"1888",-1.10597049449701,-1.69215939391801,-1.93436699686513,-1.99855451253945,40,3,2.1875
"1889",-1.10279180090056,-1.69193778529164,-1.93419453410598,-1.99785634373745,42.3333333333333,3,2.1875
"1890",-1.09772337180055,-1.68982338356119,-1.93212982541331,-1.99526180647962,44.6666666666667,3,2.1875
"1891",-1.09093320129436,-1.6859845104089,-1.92834114014417,-1.99093961496282,47,3,2.1875
"1892",-1.08256754360753,-1.68056769986626,-1.92297496698102,-1.98503663748278,49.3333333333333,3,2.1875
"1893",-1.07275453790219,-1.67370133179957,-1.91615964624329,-1.97768154064432,51.6666666666667,3,2.1875
"1894",-1.06160710398341,-1.6654985344308,-1.90800827146989,-1.96898770027848,54,3,2.1875
"1895",-1.04922527872198,-1.65605952616917,-1.89862103049356,-1.95905554991834,56.3333333333333,3,2.1875
"1896",-1.03569811846518,-1.64547352235663,-1.88808711157025,-1.9479744928546,58.6666666666667,3,2.1875
"1897",-1.02110526106117,-1.63382030079739,-1.87648626840298,-1.93582447194713,61,3,2.1875
"1898",-1.00551821831378,-1.62117149707023,-1.86389011503643,-1.92267726841963,63.3333333333333,3,2.1875
"1899",-0.989001453026299,-1.60759168391963,-1.85036320490045,-1.90859758410423,65.6666666666667,3,2.1875
"1900",-0.971613282476078,-1.5931392766723,-1.83596393593543,-1.89364394921319,68,3,2.1875
"1901",-0.925099027624679,-1.47648602127865,-1.71827213551875,-1.7875453548022,12,3.58333333333333,2.1875
"1902",-0.975204155725791,-1.52966758689714,-1.77148608755628,-1.84039713081004,14.3333333333333,3.58333333333333,2.1875
"1903",-1.01536539452108,-1.57288101173521,-1.8147349515617,-1.88325036143973,16.6666666666667,3.58333333333333,2.1875
"1904",-1.04754671811601,-1.60809585549064,-1.84998769863303,-1.91808180287468,19,3.58333333333333,2.1875
"1905",-1.07317244904693,-1.63674034436511,-1.87867211949103,-1.94632466773188,21.3333333333333,3.58333333333333,2.1875
"1906",-1.09331030290648,-1.65988502252773,-1.90185842724629,-1.96905308608523,23.6666666666667,3.58333333333333,2.1875
"1907",-1.10878241057906,-1.67835413143854,-1.92037060595058,-1.98709395712364,26,3.58333333333333,2.1875
"1908",-1.1202359884979,-1.69279650111631,-1.93485728163885,-2.00109813053161,28.3333333333333,3.58333333333333,2.1875
"1909",-1.12819013885432,-1.70373249292295,-1.94583865137394,-2.01158753513841,30.6666666666667,3.58333333333333,2.1875
"1910",-1.13306788369474,-1.71158612887873,-1.95373860296307,-2.01898743158505,33,3.58333333333333,2.1875
"1911",-1.13521871542401,-1.71670770765578,-1.95890732408189,-2.02364911267245,35.3333333333333,3.58333333333333,2.1875
"1912",-1.13493485866861,-1.71939011264038,-1.96163760531596,-2.02586627061711,37.6666666666667,3.58333333333333,2.1875
"1913",-1.13246324557034,-1.71988082054335,-1.96217684503341,-2.02588704814211,40,3.58333333333333,2.1875
"1914",-1.12801449813883,-1.71839090824886,-1.96073605340517,-2.02392307641922,42.3333333333333,3.58333333333333,2.1875
"1915",-1.1217697762388,-1.71510191912441,-1.95749671654299,-2.02015636453878,44.6666666666667,3.58333333333333,2.1875
"1916",-1.11388607467662,-1.7101711740238,-1.95261610581259,-2.01474462803415,47,3.58333333333333,2.1875
"1917",-1.10450037431287,-1.70373593311568,-1.94623143833194,-2.00782546415285,49.3333333333333,3.58333333333333,2.1875
"1918",-1.09373293355651,-1.69591669573243,-1.93846317576146,-1.99951966214999,51.6666666666667,3.58333333333333,2.1875
"1919",-1.081689926205,-1.68681984479792,-1.92941766788101,-1.98993385592455,54,3.58333333333333,2.1875
"1920",-1.06846557606106,-1.67653978669204,-1.91918929176462,-1.97916267040316,56.3333333333333,3.58333333333333,2.1875
"1921",-1.0541438997403,-1.66516069827857,-1.90786219824427,-1.96729047379538,58.6666666666667,3.58333333333333,2.1875
"1922",-1.03880014124593,-1.6527579649031,-1.8955117494431,-1.95439281982006,61,3.58333333333333,2.1875
"1923",-1.0225019617419,-1.63939937296514,-1.88220571096198,-1.94053764372596,63.3333333333333,3.58333333333333,2.1875
"1924",-1.00531043318789,-1.62514610585885,-1.86800524749822,-1.925786261066,65.6666666666667,3.58333333333333,2.1875
"1925",-0.987280873543864,-1.61005358108982,-1.8529657596917,-1.91019420715849,68,3.58333333333333,2.1875
"1926",-0.977109217942627,-1.52973606025284,-1.77160114997401,-1.84040777881962,12,4.16666666666667,2.1875
"1927",-1.02228099077097,-1.57798229235666,-1.81988094374109,-1.8883232454627,14.3333333333333,4.16666666666667,2.1875
"1928",-1.05837445221554,-1.61712719553532,-1.85906217048079,-1.92710829245824,16.6666666666667,4.16666666666667,2.1875
"1929",-1.08712676811058,-1.64891305974327,-1.89088661240685,-1.9585118701868,19,4.16666666666667,2.1875
"1930",-1.10981080759987,-1.67461638032802,-1.91663038373001,-1.98381514775462,21.3333333333333,4.16666666666667,2.1875
"1931",-1.12738877606838,-1.69520201736707,-1.93725805124279,-2.00398638131947,23.6666666666667,4.16666666666667,2.1875
"1932",-1.14060674118221,-1.71141803654502,-1.95351745021714,-2.01977617552568,26,4.16666666666667,2.1875
"1933",-1.15005551345681,-1.72385678722603,-1.96600074578227,-2.03177882344071,28.3333333333333,4.16666666666667,2.1875
"1934",-1.15621136202642,-1.73299574709378,-1.97518526606104,-2.04047332090317,30.6666666666667,4.16666666666667,2.1875
"1935",-1.15946411852911,-1.73922571294822,-1.98146168483018,-2.04625167106311,33,4.16666666666667,2.1875
"1936",-1.16013710456694,-1.74287078845385,-1.9851540033817,-2.04943895058108,35.3333333333333,4.16666666666667,2.1875
"1937",-1.15850159309187,-1.74420288837465,-1.98653405041376,-2.0503078693273,37.6666666666667,4.16666666666667,2.1875
"1938",-1.15478751732867,-1.74345247860401,-1.98583221879855,-2.04908955048036,40,4.16666666666667,2.1875
"1939",-1.14919154316638,-1.74081667156448,-1.98324555849404,-2.045981655429,42.3333333333333,4.16666666666667,2.1875
"1940",-1.14188325080061,-1.7364654251522,-1.97894397356473,-2.04115460480822,44.6666666666667,4.16666666666667,2.1875
"1941",-1.13300993557837,-1.73054635678727,-1.97307503472549,-2.03475640934356,47,4.16666666666667,2.1875
"1942",-1.12270038392249,-1.72318852955194,-1.96576776428681,-2.02691646893006,49.3333333333333,4.16666666666667,2.1875
"1943",-1.11106787727009,-1.71450546412469,-1.95713564713449,-2.01774859466139,51.6666666666667,4.16666666666667,2.1875
"1944",-1.09821260678217,-1.70459755981783,-1.94727905099625,-2.00735343783037,54,4.16666666666667,2.1875
"1945",-1.08422363286208,-1.69355405915456,-1.93628719039086,-1.99582046085178,56.3333333333333,4.16666666666667,2.1875
"1946",-1.06918048913661,-1.68145465593105,-1.92423973417455,-1.9832295504286,58.6666666666667,4.16666666666667,2.1875
"1947",-1.05315450591732,-1.66837082199798,-1.91120813189596,-1.96965234847439,61,4.16666666666667,2.1875
"1948",-1.03620991026367,-1.65436691004597,-1.89725671622632,-1.95515335828496,63.3333333333333,4.16666666666667,2.1875
"1949",-1.01840474660345,-1.63950107647438,-1.88244362553058,-1.93979087019656,65.6666666666667,4.16666666666667,2.1875
"1950",-0.999791652065913,-1.62382605859363,-1.86682158081863,-1.92361774110165,68,4.16666666666667,2.1875
"1951",-1.02279785074778,-1.57668490669248,-1.81862526462741,-1.88699268494919,12,4.75,2.1875
"1952",-1.06359977205017,-1.62055874116956,-1.86253376762255,-1.93053384998404,14.3333333333333,4.75,2.1875
"1953",-1.0960681927826,-1.65607726125374,-1.89808946510767,-1.96569194162835,16.6666666666667,4.75,2.1875
"1954",-1.12175012137711,-1.68479217684533,-1.92684362607711,-1.99402482677825,19,4.75,2.1875
"1955",-1.14178997656142,-1.70785127216379,-1.94994369943875,-2.01668466081568,21.3333333333333,4.75,2.1875
"1956",-1.15705964891007,-1.72612892508308,-1.96826380219236,-2.03454902844938,23.6666666666667,4.75,2.1875
"1957",-1.16823960288622,-1.74030748712346,-1.9824860789684,-2.04830269807955,26,4.75,2.1875
"1958",-1.17587169151254,-1.75093027468453,-1.99315367938058,-2.05849084912748,28.3333333333333,4.75,2.1875
"1959",-1.18039480725132,-1.75843733636096,-2.00070651565085,-2.06555499401744,30.6666666666667,4.75,2.1875
"1960",-1.18216968575789,-1.76319033594265,-2.00550613867643,-2.0698579658016,33,4.75,2.1875
"1961",-1.18149661442084,-1.76549031636604,-2.00785349691463,-2.07170175485505,35.3333333333333,4.75,2.1875
"1962",-1.17862836085732,-1.7655906678697,-2.00800190076591,-2.0713405288252,37.6666666666667,4.75,2.1875
"1963",-1.17377979760632,-1.76370678166025,-2.00616667338438,-2.06899032394961,40,4.75,2.1875
"1964",-1.16713519157355,-1.76002336090695,-2.0025324594788,-2.06483638392887,42.3333333333333,4.75,2.1875
"1965",-1.15885380981185,-1.7547000428098,-1.99725884567321,-2.05903880297565,44.6666666666667,4.75,2.1875
"1966",-1.14907428981844,-1.74787578138492,-1.99048474194744,-2.05173692462255,47,4.75,2.1875
"1967",-1.13791808878507,-1.7396723064143,-1.98233183951581,-2.04305281306959,49.3333333333333,4.75,2.1875
"1968",-1.1254922363596,-1.73019688382966,-1.97290737034979,-2.03309402327611,51.6666666666667,4.75,2.1875
"1969",-1.11189155388446,-1.71954454100481,-1.96230633177154,-2.02195583393778,54,4.75,2.1875
"1970",-1.09720046011352,-1.70779987732778,-1.95061329645427,-2.00972306420229,56.3333333333333,4.75,2.1875
"1971",-1.08149445295343,-1.69503854987117,-1.93790389762115,-1.99647156429595,58.6666666666667,4.75,2.1875
"1972",-1.06484133486738,-1.68132850200122,-1.92424605726302,-1.98226944816503,61,4.75,2.1875
"1973",-1.04730223360456,-1.66673098674267,-1.90970100917606,-1.96717812014625,63.3333333333333,4.75,2.1875
"1974",-1.02893245812721,-1.65130142488739,-1.89432415679538,-1.95125313580522,65.6666666666667,4.75,2.1875
"1975",-1.00978222080065,-1.63509012900262,-1.87816579697062,-1.9345449282137,68,4.75,2.1875
"1976",-1.06328736437545,-1.61845050839897,-1.86046334506572,-1.92841295915802,12,5.33333333333333,2.1875
"1977",-1.10017809708967,-1.65841027182764,-1.90045881115322,-1.96803754688017,14.3333333333333,5.33333333333333,2.1875
"1978",-1.12938346176665,-1.69066400460037,-1.93275053465583,-1.99992965366047,16.6666666666667,5.33333333333333,2.1875
"1979",-1.15228912895688,-1.71660169487225,-1.95872811848278,-2.02548495852149,19,5.33333333333333,2.1875
"1980",-1.16992934365739,-1.73726071127405,-1.97942863479216,-2.04574491421698,21.3333333333333,5.33333333333333,2.1875
"1981",-1.18309785049111,-1.75343712737666,-1.99564792417232,-2.06150861746494,23.6666666666667,5.33333333333333,2.1875
