"gamma","lambda_0","theta","boundary","theta.hat","lambda.hat","s"
4,23.3778019352443,2.15993796979451,1,2.18582153320312,25.7062928723181,10
4,24.0119368842968,2.20045208749684,1,2.22015380859375,26.2001023489929,10
4,23.9013223701849,2.1862784582561,1,2.19345092773438,25.9254372721144,10
4,23.9191629413031,2.18819946491752,1,2.19345092773438,25.9140911069609,10
4,23.9070814898848,2.19611695013443,1,2.2125244140625,26.0779228467964,10
4,24.0461405739193,2.18263809913703,1,2.1820068359375,25.9339423821866,10
4,23.7636163715275,2.18009688768632,1,2.18963623046875,25.8328465208155,10
4,23.994936588369,2.19496727616469,1,2.20108032226562,25.9725895315058,10
4,24.0483591955395,2.20079607977791,1,2.20108032226562,25.9523080851749,10
4,23.9765578199462,2.19281079579375,1,2.19345092773438,25.9844759049214,10
4,24.1986298538179,2.21473460891619,1,2.22015380859375,26.2036448467192,10
4,24.4048249981468,2.22356110998593,1,2.22015380859375,26.2459986436268,10
4,24.1492828739235,2.20964731265289,1,2.21633911132812,26.1382075625184,10
4,23.764037614922,2.19021053203661,1,2.2125244140625,26.0325690879494,10
4,23.7434254136789,2.17298999184503,1,2.17819213867188,25.7666633010552,10
4,23.6468071483535,2.16489365519119,1,2.17437744140625,25.6965197197313,10
4,24.0059187058571,2.19005979863804,1,2.19345092773438,25.9575674804753,10
4,24.0723950101263,2.20250799069953,1,2.20489501953125,26.0105180445566,10
4,24.0664150213713,2.1969811382796,1,2.197265625,25.9859622048961,10
4,24.0971617301813,2.19620942225862,1,2.197265625,26.0469658103229,10
4,23.9192910895622,2.19320591588039,1,2.19345092773438,25.8115178897785,10
4,23.9320838184841,2.18856838049624,1,2.18963623046875,25.8854814010168,10
4,23.7624895888069,2.17535052264397,1,2.18963623046875,25.9228445673224,10
4,23.7627896841166,2.15666397719855,1,2.17437744140625,25.9017963250736,10
4,23.701659811359,2.17550089773177,1,2.19345092773438,25.894607820914,10
4,23.8105003541175,2.17311274567705,1,2.17437744140625,25.7125694911017,10
4,24.2141101811992,2.2108651842792,1,2.20108032226562,25.9601428736351,10
4,23.876862512922,2.18369923052226,1,2.18963623046875,25.8609912183645,10
4,23.9516075345506,2.19637179817826,1,2.20489501953125,26.0282427275081,10
4,24.2916436427539,2.21354279014502,1,2.20489501953125,26.0664922736009,10
4,24.224928182356,2.20716757776964,1,2.197265625,25.921446197016,10
4,24.0101281059887,2.19981720268336,1,2.20489501953125,26.0376955091873,10
4,23.4975454088897,2.1469555878362,1,2.15530395507812,25.523566933312,10
4,24.1710192372097,2.21012928435476,1,2.2125244140625,26.1251003743601,10
4,23.8318887799834,2.17419900926594,1,2.1820068359375,25.8828579068075,10
4,23.8893435802993,2.18030512405334,1,2.18582153320312,25.9009800852811,10
4,23.6945663403597,2.17634690904878,1,2.18582153320312,25.7786142117592,10
4,23.8745596762757,2.18854459427967,1,2.19345092773438,25.873427016911,10
4,24.133605497849,2.21673747194104,1,2.23159790039062,26.2768272291926,10
4,23.8475032441127,2.17495876613926,1,2.1820068359375,25.8729931416609,10
4,24.0535083108468,2.19121968195439,1,2.197265625,26.0160367318006,10
4,23.7184086113637,2.18188226306818,1,2.18963623046875,25.8003511811828,10
4,24.0888447280192,2.20243449318305,1,2.20108032226562,25.9959323531793,10
4,23.8695618967813,2.19083820663621,1,2.20108032226562,25.9772919160671,10
4,23.4610503233606,2.16474191661999,1,2.17437744140625,25.5306397904105,10
4,23.6924232160518,2.17500023583223,1,2.1820068359375,25.7451591081593,10
4,23.7541441620734,2.18084301727424,1,2.18582153320312,25.7445888224748,10
4,23.7196727734644,2.17172609853239,1,2.1820068359375,25.8142266348515,10
4,23.4459232794767,2.15908159080804,1,2.17437744140625,25.5844343629593,10
4,24.0175732324948,2.20143072027888,1,2.20870971679688,26.0546239204341,10
4,23.4288289256113,2.15397228005645,1,2.17056274414062,25.5983063534654,10
4,23.8634237589469,2.18685656546603,1,2.197265625,25.9529842593619,10
4,23.5564800813956,2.17003250026304,1,2.1820068359375,25.6359415692193,10
4,24.0565290453022,2.20385433134517,1,2.20870971679688,26.0315914000997,10
4,24.207659208443,2.21039924135236,1,2.20489501953125,26.0431439598555,10
4,24.1723603162022,2.21189633613392,1,2.21633911132812,26.1531305105637,10
4,24.119916875233,2.210152620751,1,2.227783203125,26.3214954325094,10
4,23.8222262274739,2.20191941537902,1,2.2125244140625,25.9528295801148,10
4,24.1556778113157,2.200288913694,1,2.18963623046875,25.9000270743597,10
4,23.5534935071657,2.17082461558699,1,2.18582153320312,25.7156741636461,10
4,23.6738923042794,2.17548726886359,1,2.18963623046875,25.8067676211616,10
4,23.8756239221646,2.20104075096749,1,2.20870971679688,25.9227083511908,10
4,24.125884496541,2.20670802353102,1,2.20489501953125,26.0249931501238,10
4,23.8865476808497,2.19445190358654,1,2.197265625,25.8078991439209,10
4,23.636595279527,2.17831167871388,1,2.18963623046875,25.7109995827364,10
4,23.7539522843976,2.17703157786882,1,2.18963623046875,25.8425266926567,10
4,23.5086682907052,2.15985132646789,1,2.17819213867188,25.7454038948781,10
4,23.906133791155,2.19703845898887,1,2.20870971679688,26.0002013987987,10
4,24.0570356534744,2.20074024839228,1,2.20489501953125,26.0272351080782,10
4,23.6319680008381,2.17159672298379,1,2.18963623046875,25.845438678777,10
4,23.7521938898265,2.17320963279667,1,2.17819213867188,25.7215045167567,10
4,24.0159266937444,2.20183768394593,1,2.2125244140625,26.1578674700089,10
4,23.6664733846326,2.174348808471,1,2.1820068359375,25.7162684068284,10
4,24.0260448203943,2.20248863441214,1,2.20870971679688,26.0579998169721,10
4,24.1632924134501,2.20649079147424,1,2.2125244140625,26.1478405318417,10
4,23.7042165806314,2.17657665562339,1,2.18963623046875,25.8251488173099,10
4,23.7092329890358,2.17294752741454,1,2.18582153320312,25.8459952914723,10
4,24.3141163087868,2.21645094615469,1,2.20870971679688,26.0862776596313,10
4,23.8464105466054,2.18583661275641,1,2.197265625,25.9733672422721,10
4,23.8021768456671,2.17195076472108,1,2.17437744140625,25.7298888590771,10
4,23.62823490415,2.17427088817266,1,2.18963623046875,25.8643012364423,10
4,23.7708518385423,2.18460226129269,1,2.18963623046875,25.7527036204148,10
4,23.9739469918929,2.20281430969621,1,2.20489501953125,25.9290683996226,10
4,24.0263320906394,2.19596616712169,1,2.197265625,25.9661082858907,10
4,23.8144822442748,2.1886470821277,1,2.197265625,25.8955506196364,10
4,23.6570209398244,2.15817603778026,1,2.15911865234375,25.587988851042,10
4,23.7528066970826,2.18273148942654,1,2.20870971679688,26.127454083735,10
4,24.3353977908231,2.21539094388365,1,2.21633911132812,26.2516602477111,10
4,23.7692619002397,2.17886172279975,1,2.1820068359375,25.7537945370362,10
4,23.958040821315,2.19116144771246,1,2.197265625,26.0235992989467,10
4,24.064399810314,2.18935043046425,1,2.18963623046875,25.961044542543,10
4,23.8333767445193,2.18772256048933,1,2.2125244140625,26.1845732330252,10
4,23.8763746104582,2.18962035589348,1,2.20108032226562,25.9680252433746,10
4,23.8420471717835,2.18604166606524,1,2.19345092773438,25.8851553612676,10
4,23.9967005942929,2.18465853094966,1,2.17819213867188,25.7643554397483,10
4,24.0317298927695,2.18850355649354,1,2.18963623046875,25.9588961576923,10
4,23.8440185049087,2.18455890465925,1,2.18582153320312,25.77955937056,10
4,23.7559487551074,2.17640397547155,1,2.18582153320312,25.8051533551597,10
4,23.6814967446951,2.17695258205494,1,2.18963623046875,25.8298893389028,10
4,23.8164862308932,2.18699417403871,1,2.19345092773438,25.8075881881241,10
4,24.0883848546771,2.19867808383759,1,2.197265625,25.929917569455,10
4,24.0952198873618,2.18881011110575,1,2.19345092773438,26.0806420516735,10
4,23.4243184217192,2.1632594447891,1,2.18582153320312,25.7300713552424,10
4,23.7769812560607,2.19007748188448,1,2.20489501953125,25.9513446390915,10
4,23.8544776014906,2.19193450431384,1,2.197265625,25.8386712523301,10
4,23.439415816549,2.16849440104423,1,2.197265625,25.8306370291797,10
4,23.9090359662078,2.1962029684681,1,2.20489501953125,25.9789003007506,10
4,23.7241073036439,2.17448745299354,1,2.17819213867188,25.6797141001575,10
4,23.944151284084,2.19847322704637,1,2.20489501953125,25.9540522549704,10
4,23.6852526042603,2.16861012057673,1,2.17819213867188,25.7326495757108,10
4,23.9456346698419,2.19470711776951,1,2.20108032226562,25.9268931868545,10
4,23.886073661085,2.19627768357933,1,2.20489501953125,25.958226500109,10
4,24.2876970257535,2.21133552384648,1,2.20489501953125,26.1121524396186,10
4,23.8773690340397,2.18661263487261,1,2.19345092773438,25.8808283580803,10
4,23.7211408329449,2.17199954796348,1,2.17437744140625,25.6977679909012,10
4,23.7033084445999,2.17519940593043,1,2.1820068359375,25.7581687586675,10
4,24.1909720588895,2.21528099145895,1,2.21633911132812,26.1710419935322,10
4,23.715796129417,2.17125689513387,1,2.17819213867188,25.741927959188,10
4,23.8152172638885,2.18853134513616,1,2.20870971679688,26.0636448231102,10
4,23.5339816672454,2.15823243175821,1,2.16293334960938,25.5138640725291,10
4,23.676438607016,2.16832734846595,1,2.17437744140625,25.7228833475552,10
4,24.2957520747681,2.22093042360428,1,2.22396850585938,26.2758479356708,10
4,23.7871601672648,2.17440083418516,1,2.17437744140625,25.7046388244103,10
4,23.7781563457594,2.18521062872391,1,2.18963623046875,25.7631163884583,10
4,23.9885105223099,2.19772891691665,1,2.18963623046875,25.755938143373,10
4,23.8878129417215,2.18707418639507,1,2.197265625,25.98522790204,10
4,23.6221557285576,2.16665424485182,1,2.1820068359375,25.7968520889168,10
4,23.7578024440916,2.18196475792864,1,2.197265625,25.9382447055339,10
4,24.2525184862667,2.2107579906166,1,2.20870971679688,26.1077370747744,10
4,23.6774242202972,2.16824717371346,1,2.17056274414062,25.6492934437385,10
4,23.9019635860264,2.1764470448396,1,2.17056274414062,25.7236881112816,10
4,23.616004222074,2.17222538664682,1,2.18963623046875,25.8596519805232,10
4,23.6120218199352,2.17170929102639,1,2.18963623046875,25.8562918583298,10
4,24.0292266408056,2.19693228571361,1,2.20489501953125,26.0942216070141,10
4,23.0489151079237,1.45900676373158,1,2.044677734375,27.4750033921071,20
4,22.8190150014492,1.44381849024174,1,2.03704833984375,27.4073979686152,20
4,22.8159523158681,1.43835032155484,1,2.01416015625,27.2929832117175,20
4,22.9804606922501,1.4467664352123,1,2.02178955078125,27.4344194349004,20
4,22.7533514478512,1.44664797138623,1,2.01416015625,27.2606190725401,20
4,22.9220577615098,1.40630742919579,1,1.953125,27.1843836830528,20
4,23.0805270474391,1.47554322674146,1,2.01416015625,27.3480985243071,20
4,22.9406498552143,1.46186529426484,1,2.01416015625,27.3900687647407,20
4,22.5589103516096,1.38406341470639,1,1.983642578125,27.211631345888,20
4,22.588632932616,1.3839763668692,1,1.97601318359375,27.1683327187503,20
4,22.9311334007422,1.42941897409176,1,2.00653076171875,27.4668058116544,20
4,22.8229481770963,1.41386571898016,1,1.9683837890625,27.1521227737919,20
4,23.0913534275081,1.49051027559952,1,2.0599365234375,27.6314788069246,20
4,22.8712865032893,1.44183303306862,1,1.983642578125,27.1890552672917,20
4,23.0653016076235,1.46965874214395,1,2.01416015625,27.4078271867346,20
4,22.9405683312464,1.43975352104092,1,1.9989013671875,27.4382710816636,20
4,22.8238309582025,1.43946005350674,1,1.9989013671875,27.229121112626,20
4,22.7351007946363,1.42389858994247,1,2.02178955078125,27.3270129066482,20
4,23.1397263295794,1.45976972256985,1,2.02178955078125,27.5594661819683,20
4,22.8921416405721,1.45560784910309,1,2.01416015625,27.3217230619391,20
4,22.6109532856169,1.4157087411448,1,2.01416015625,27.2074910903022,20
4,22.5158462066726,1.37782209890511,1,1.983642578125,27.2412192882866,20
4,22.8934889359382,1.4618412740436,1,2.01416015625,27.3327228111855,20
4,23.1284561546843,1.48129741542983,1,2.02178955078125,27.5267505317004,20
4,22.9458807530236,1.45563548383746,1,2.00653076171875,27.3121089469536,20
4,22.9227520332058,1.45097005704141,1,2.00653076171875,27.3347634180915,20
4,22.9300969218574,1.46328192552538,1,2.01416015625,27.33869929206,20
4,23.2790930957245,1.49411680100477,1,2.02178955078125,27.5197365060233,20
4,22.8113492621189,1.45112497762362,1,2.044677734375,27.4519923038365,20
4,22.6904953143336,1.41144577538211,1,2.01416015625,27.3502384302012,20
4,22.8218130842809,1.46675258807441,1,2.044677734375,27.4506284563436,20
4,23.1625377204214,1.45979135979914,1,1.983642578125,27.3551868531149,20
4,23.0852887139842,1.48882693927691,1,2.044677734375,27.4913495478301,20
4,22.8663441878713,1.44373555443645,1,1.9989013671875,27.2282968731793,20
4,22.9171239567925,1.44503963332126,1,2.01416015625,27.3831725042879,20
4,22.8190136956357,1.44600083621602,1,2.01416015625,27.2912860176011,20
4,22.9199696048078,1.44445154384112,1,1.983642578125,27.2069066668964,20
4,22.822593329218,1.42036494816409,1,2.01416015625,27.3265510451631,20
4,22.9183672969142,1.43656549306642,1,1.983642578125,27.2629574896892,20
4,22.9386105415272,1.45982086293474,1,2.02178955078125,27.455335063186,20
4,22.8437732435318,1.43849880252627,1,2.00653076171875,27.3493973234401,20
4,22.9039933453417,1.43768087361851,1,1.9989013671875,27.3771749997432,20
4,22.8882123558941,1.44430091560224,1,2.01416015625,27.3777325992028,20
4,22.7496985761192,1.40820748934081,1,1.9989013671875,27.294094318704,20
4,22.9204261454065,1.45098491066956,1,2.0294189453125,27.5039399319876,20
4,23.1393116834958,1.47245805548238,1,1.9989013671875,27.3741568542304,20
4,22.6986794994636,1.42729314695466,1,1.9989013671875,27.165781605695,20
4,22.893505439318,1.45612211409979,1,2.01416015625,27.3857192812817,20
4,22.7264242300149,1.38277975437124,1,1.96075439453125,27.1409096055485,20
4,22.8352833452922,1.44930638321625,1,2.0294189453125,27.3390104563119,20
4,22.5248212220192,1.38173859458717,1,1.983642578125,27.1336409009747,20
4,23.2030980619358,1.45828317140375,1,1.9989013671875,27.4697295974456,20
4,23.082167687281,1.47411076673037,1,2.0294189453125,27.491861701816,20
4,23.0074790248,1.44523408994091,1,1.9989013671875,27.3675711628853,20
4,22.7710377926523,1.43522329358881,1,1.9989013671875,27.3157656306355,20
4,22.8022634782311,1.43020075037324,1,1.983642578125,27.2599140229026,20
4,23.0348788964179,1.47633358096862,1,2.03704833984375,27.4503019531224,20
4,23.0618601584256,1.44017822969005,1,1.9989013671875,27.3849650621005,20
4,22.7308640379576,1.39694241622439,1,1.983642578125,27.2906196485971,20
4,22.8299213359274,1.44811731791246,1,2.06756591796875,27.5609802203234,20
4,22.966400697932,1.45801250116516,1,2.01416015625,27.3747332878445,20
4,22.7227896911712,1.41558455877447,1,1.9989013671875,27.1975062363107,20
4,22.8070663310364,1.4544284329307,1,2.01416015625,27.213622024226,20
4,23.0127715740942,1.45555843399916,1,1.9989013671875,27.3268020763597,20
4,22.9572194013709,1.43139419276926,1,1.9989013671875,27.412720899778,20
4,23.0178260225678,1.46844898525757,1,2.02178955078125,27.445912131349,20
4,22.6660605966441,1.41553965106603,1,2.02178955078125,27.3360951633394,20
4,22.6393895493563,1.41988643330487,1,1.9989013671875,27.3032345852582,20
4.62434511309461,22.5593008182487,1.44041078323817,0,2.0294189453125,27.5318981972429,20
4,22.7497215965618,1.39957767709004,1,1.96075439453125,27.2061191671904,20
4,22.9659393466013,1.41356048712095,1,1.97601318359375,27.3179667398159,20
4,22.8319581887594,1.43930996125321,1,2.02178955078125,27.4043162948684,20
4,22.866624459502,1.41799918464625,1,1.97601318359375,27.2709659206091,20
4,22.6163306319582,1.422732274833,1,2.02178955078125,27.3129501946072,20
4,22.7638316965788,1.43333160743125,1,2.02178955078125,27.4061125519816,20
4,22.5969066508914,1.39274669391878,1,1.9989013671875,27.1748510346956,20
4,22.8105929033826,1.44321383082259,1,2.0294189453125,27.4023017691205,20
4,22.84656831615,1.43186067687338,1,1.99127197265625,27.2454995812154,20
4,22.8963548482252,1.43576102164236,1,1.99127197265625,27.3009457276437,20
4,23.0209837049824,1.45088205962992,1,2.01416015625,27.4842091514352,20
4,22.842263340096,1.42852707815477,1,1.9989013671875,27.2816078679486,20
4,22.8077143878725,1.41223164689492,1,1.9989013671875,27.3125003572299,20
4,22.8281579877865,1.42633988526739,1,2.00653076171875,27.3406554324712,20
4,22.9380541729922,1.43991007261856,1,1.9989013671875,27.3299810478174,20
4,23.2226438471637,1.47197270194999,1,2.00653076171875,27.5217531750398,20
4,23.2514688101098,1.50412903774696,1,2.05230712890625,27.4612858010874,20
4,22.7515332022514,1.40828209235998,1,1.983642578125,27.2296885041148,20
4,23.0343293126565,1.45346926855361,1,2.01416015625,27.4905613315131,20
4,22.8650950308691,1.4192169064821,1,1.983642578125,27.2502071178874,20
4,22.6580096828531,1.40876757129856,1,1.9989013671875,27.3176280478912,20
4,22.9487661014904,1.46224387240114,1,2.00653076171875,27.3010369302494,20
4,23.0322859393691,1.48607785801735,1,2.02178955078125,27.4605536321513,20
4,22.7716679196463,1.4099070568444,1,1.9989013671875,27.378736353845,20
4,22.7613476225692,1.41310512546075,1,1.97601318359375,27.2803737252564,20
4,23.0131492381896,1.47376904234437,1,2.0294189453125,27.3505614529228,20
4,22.938590202544,1.47088255090446,1,2.0294189453125,27.3551012461264,20
4,22.9438567745274,1.46057880951793,1,2.0294189453125,27.5013244415104,20
4,22.8679373284294,1.43894541821741,1,2.00653076171875,27.3653111016865,20
4,23.0349845813483,1.4617315416308,1,1.9989013671875,27.3856736274583,20
4,22.7257159869794,1.40496708144005,1,1.983642578125,27.2344257708482,20
4,22.8711216896999,1.44694925064045,1,1.983642578125,27.2011240587392,20
4,23.3503757990163,1.49266496936098,1,2.02178955078125,27.5347289360693,20
4,22.8517096546623,1.42545934243452,1,1.9989013671875,27.3316167759857,20
4,23.1022464856211,1.4571220797102,1,1.9989013671875,27.4991439342209,20
4,22.8689315749861,1.43573437264167,1,2.02178955078125,27.4334657088102,20
4,23.2388377607411,1.49527972486525,1,2.0599365234375,27.626877552819,20
4.03605423699511,22.6438811429778,1.42373962284008,0,2.02178955078125,27.3117392443597,20
4,22.7770226352142,1.43467760566169,1,2.0294189453125,27.4982250178991,20
4,22.8309224074376,1.45575682539704,1,2.0294189453125,27.3730290985196,20
4,22.889980384919,1.4181749582056,1,1.97601318359375,27.3021601065165,20
4,22.8731692427482,1.43485841578242,1,1.9989013671875,27.3255854395212,20
4,22.9031680151897,1.44465470841258,1,2.00653076171875,27.3251942170675,20
4,22.7142421714145,1.4273652935715,1,2.02178955078125,27.3820719716858,20
4,22.6044220640288,1.40014891639756,1,1.99127197265625,27.2518399891925,20
4,22.8733628827979,1.44532593738647,1,2.01416015625,27.2555283403813,20
4,23.1721383635947,1.48298023084203,1,2.01416015625,27.3816731294799,20
4,22.6817733618449,1.40712263719989,1,1.9989013671875,27.2607209885703,20
4,22.948043619196,1.44131593474892,1,1.9989013671875,27.3738868830778,20
4,22.7281471429377,1.39671566687704,1,1.983642578125,27.2207115096875,20
4,22.7169659572712,1.4357278314884,1,2.0294189453125,27.2936492277868,20
4,22.7650469039272,1.40909537296275,1,1.9989013671875,27.2562927822973,20
4,22.6645243576642,1.40365198860856,1,2.01416015625,27.3846258874602,20
4,23.0009274553005,1.4619517052785,1,2.01416015625,27.4284005270408,20
4,22.8918384262308,1.45227233724663,1,2.0294189453125,27.4074100109693,20
4,22.6664635764024,1.40916232171051,1,2.01416015625,27.3341706335053,20
4,22.8114569189496,1.42911450126294,1,2.0294189453125,27.4319869000493,20
4,22.7857151665304,1.4236268810127,1,1.9989013671875,27.2869616756225,20
4,22.923430740587,1.45633224252041,1,2.01416015625,27.3773186883715,20
4,22.6091233640002,1.38548236144159,1,1.983642578125,27.1920382108738,20
4,22.8483423230409,1.45827528504235,1,2.0294189453125,27.2878969119596,20
4,22.8419344331553,1.43079861612642,1,2.00653076171875,27.3231490935268,20
4,22.8858112254904,1.43981703188109,1,2.01416015625,27.3508342316815,20
4,22.7106245355527,1.42275254906209,1,2.01416015625,27.3471246174884,20
4,23.0011161139679,1.46382838209462,1,2.00653076171875,27.3687720182812,20
4,23.2174684652085,1.49763989494418,1,2.044677734375,27.6099965162008,20
4,22.9331352541096,1.45952471568557,1,2.01416015625,27.2958450021418,20
4,22.9313225605639,1.45823364938093,1,2.01416015625,27.2536224170003,20
4,22.8070868694895,1.43907274432433,1,1.9989013671875,27.3278464561276,20
4,22.9839253934653,1.44425940723213,1,1.983642578125,27.3458940661157,20
4,22.7801631110058,1.42196384461696,1,1.99127197265625,27.2817519188236,20
4,22.9731792332473,1.4608773152698,1,1.9989013671875,27.3922914149261,20
4,22.5415811778206,1.38703255705278,1,1.9683837890625,27.0325425774464,20
4,22.6514296071689,1.38672831938444,1,1.983642578125,27.2549917790044,20
4,22.7623673444667,1.41221481015217,1,1.9989013671875,27.2885211400689,20
4,23.0303950031945,1.45125091832654,1,1.9989013671875,27.4854440417098,20
4,22.7964992598327,1.40490942071626,1,1.983642578125,27.2602106569132,20
4,22.9520793075699,1.48798152508493,1,2.044677734375,27.2786614152529,20
4,22.7255739526722,1.39577851519935,1,1.9683837890625,27.1182621399716,20
4,23.1410103195374,1.46762126558371,1,2.00653076171875,27.4182706702833,20
4,23.0587915877655,1.47091163060713,1,2.0294189453125,27.4711608205825,20
4,22.8831819915976,1.45957609028599,1,2.01416015625,27.3365724270138,20
4,22.8595421760693,1.44411616059968,1,1.9989013671875,27.2839029811868,20
4,22.6543335958463,1.37465133279613,1,1.953125,27.0959604109524,20
4,22.9386192092239,1.43940575134301,1,2.01416015625,27.317290056218,20
4,22.9436945414095,1.45248377207758,1,2.044677734375,27.4758398705477,20
4,22.6029069421383,1.40809085354277,1,1.983642578125,27.1513777061277,20
4,22.7031135584705,1.4026813028262,1,1.983642578125,27.2981632080071,20
4,22.7339276604754,1.41268532487148,1,1.983642578125,27.1960963224422,20
4,23.0903607895753,1.47129531912515,1,2.0294189453125,27.5349069058966,20
4,22.604196778471,1.39624948788103,1,1.983642578125,27.2046457027039,20
4,22.931695902911,1.45353193631625,1,2.00653076171875,27.3204257397972,20
4,22.8275574959793,1.43351301070674,1,2.01416015625,27.4678293924531,20
4,22.6879128069532,1.4265431392242,1,2.00653076171875,27.2326289618983,20
4,22.9694317842764,1.46467719872687,1,2.0294189453125,27.3770277628833,20
4,22.9791888933246,1.44248054130569,1,2.00653076171875,27.4812381329011,20
4,23.1371359874341,1.46493970936521,1,2.02178955078125,27.569493184476,20
4,23.3046442217873,1.50223903950392,1,2.0294189453125,27.5758489189001,20
4,22.7673622746355,1.42500783962443,1,2.00653076171875,27.3367731671302,20
4,23.2358633171738,1.50672482594177,1,2.0599365234375,27.5279872199573,20
4,23.0437332257115,1.46535961881508,1,2.0294189453125,27.4242580496411,20
4,23.015175437904,1.45852938431123,1,1.9989013671875,27.396061635824,20
4,22.8245016591837,1.41045109988386,1,1.983642578125,27.3099015058675,20
4,22.7335864690722,1.41300012273707,1,1.9683837890625,27.1904602196291,20
4,22.8045110746382,1.44449352288715,1,2.01416015625,27.2234609497703,20
4,22.9770472455334,1.44229370996535,1,2.01416015625,27.5304618013674,20
4,22.9947481278827,1.45823592920022,1,2.0294189453125,27.5319339095915,20
4,23.0649245082246,1.47510714957468,1,2.0294189453125,27.4158152095851,20
4,22.7941344065028,1.42978719058479,1,2.01416015625,27.2800844746993,20
4,22.7899058094245,1.39482223385611,1,1.983642578125,27.3575094394121,20
4,22.6961072206652,1.39560857844522,1,1.97601318359375,27.1408934590692,20
4,22.8620374906501,1.46808414603761,1,2.0599365234375,27.5399046032858,20
4,22.4312531747036,1.36230579077991,1,1.983642578125,27.0964179395028,20
4,22.8464736618323,1.44435247348754,1,2.01416015625,27.2962814707042,20
4,23.0650647951027,1.44851659873272,1,1.9683837890625,27.2573320822612,20
4,22.8084953555351,1.39668394348896,1,1.96075439453125,27.3136824895544,20
4,22.6322493917864,1.40509457248246,1,1.99127197265625,27.2202846510303,20
4,22.7662456138656,1.44111818501053,1,2.01416015625,27.3571087032952,20
4,22.9987659973991,1.47289192984359,1,2.0294189453125,27.4100975121538,20
4,22.9343552340493,1.44428568949907,1,1.9989013671875,27.3175558025135,20
4,22.8035552935982,1.42283080722968,1,2.03704833984375,27.4729427440902,20
4,22.6934024348746,1.40658872375358,1,1.983642578125,27.2562295128219,20
4,22.7946940645417,1.43877116249568,1,2.02178955078125,27.4143713287022,20
4,22.8908788005387,1.42963926864723,1,1.9989013671875,27.3825457170522,20
4,22.8793430797416,1.42462218908201,1,1.9683837890625,27.136880175137,20
4,23.0579522873861,1.45703759493129,1,2.01416015625,27.4020573144995,20
4,23.0436284208334,1.46168490193746,1,1.9989013671875,27.2877451006597,20
4,23.0405084929964,1.45585929163865,1,2.01416015625,27.3368323739225,20
4,22.9126028146655,1.44915540796645,1,2.01416015625,27.3698223731043,20
4,23.0451335989052,1.47243461335321,1,2.0294189453125,27.4866892144015,20
4,22.8303848654755,1.44588787725694,1,1.9989013671875,27.2104634796609,20
4,22.8458464785737,1.42072148965737,1,1.9989013671875,27.3587814946711,20
4,22.882904580376,1.44856902079495,1,2.01416015625,27.3681523062982,20
4,22.9240713247523,1.46073157609849,1,2.0294189453125,27.4017355862905,20
4,23.0580217895892,1.46483069410571,1,2.0294189453125,27.5527264411154,20
4,22.957291923236,1.44687098721658,1,2.00653076171875,27.4025481054329,20
4,22.7900526004192,1.3983907614248,1,1.953125,27.2067452416208,20
4,22.8123542742662,1.42626321753137,1,1.9989013671875,27.230958103912,20
4,22.9632229646018,1.45564748990521,1,2.0294189453125,27.4008325912902,20
4,22.8569782195777,1.41459823867413,1,1.9989013671875,27.377332990304,20
4,22.8498813752905,1.43566352706261,1,1.9989013671875,27.4049032514768,20
4,22.7496842443586,1.39287044621542,1,1.9683837890625,27.2041529476599,20
4,22.897891722982,1.42659502599747,1,1.97601318359375,27.2618818334187,20
4,22.7010589147705,1.39832257698748,1,1.983642578125,27.1644110284695,20
4,22.8328559260096,1.41779880727438,1,1.99127197265625,27.2660224107584,20
4,23.1434368684068,1.49782956511815,1,2.044677734375,27.6148511964273,20
4,23.1179464149168,1.46920020860284,1,1.9989013671875,27.3325528851187,20
4,22.6048112441704,1.38959351339255,1,1.9989013671875,27.241279334635,20
4,22.8637289374105,1.44894620948808,1,2.01416015625,27.232530484737,20
4,22.6267986665196,1.41240691919826,1,1.983642578125,27.1724571384055,20
4,22.8840580584876,1.44183903568065,1,1.983642578125,27.1736522411261,20
4,22.8684876071509,1.43450734253685,1,2.01416015625,27.4094821721401,20
4,22.6604023136493,1.42033994682992,1,2.01416015625,27.289605233709,20
4,22.9006389900727,1.43491878442772,1,1.983642578125,27.3144442806215,20
4,23.2617713460559,1.49530179823952,1,2.05230712890625,27.7254307194609,20
4,22.8487694710923,1.42133791615831,1,1.9683837890625,27.2238782649364,20
4,22.993183627144,1.43519933837078,1,1.9989013671875,27.3513705557065,20
4,22.953220590063,1.43672206890734,1,2.01416015625,27.3891894876293,20
6.17201372022317,21.6177325637011,1.4289383412203,0,2.00653076171875,27.3476180611559,20
4,23.0327390801272,1.45919954971002,1,2.01416015625,27.4726387503041,20
4,23.0081283748073,1.47077452050829,1,2.0294189453125,27.4424802818634,20
4,23.0292865740129,1.47373189979343,1,2.0294189453125,27.4444773315607,20
4,22.8279662043698,1.44114876337562,1,2.02178955078125,27.3261045254005,20
4,22.8253069252987,1.41693454535581,1,2.02178955078125,27.4983833473533,20
4,22.8638827511777,1.43963312412262,1,2.01416015625,27.2297313302959,20
4,22.630889935283,1.39790233619209,1,1.9989013671875,27.3123804025374,20
4,23.0236138728389,1.47495844341878,1,2.0294189453125,27.4523415844106,20
4,22.7915211269145,1.4217438956212,1,2.00653076171875,27.2935786522004,20
4,22.7555325157337,1.43350231717321,1,1.9989013671875,27.2441179348235,20
