"gamma","lambda_0","theta","ave_neg_lik","s"
0.25,1.1,0.9,0.824276431358242,1
0.325,1.1,0.9,0.815180120938055,1
0.4,1.1,0.9,0.807172242707343,1
0.475,1.1,0.9,0.800162958340792,1
0.55,1.1,0.9,0.794073551708729,1
0.625,1.1,0.9,0.788834625738917,1
0.7,1.1,0.9,0.784384655427291,1
0.775,1.1,0.9,0.780668815011872,1
0.85,1.1,0.9,0.777638018675131,1
0.925,1.1,0.9,0.775248129332874,1
1,1.1,0.9,0.773459301038715,1
1.075,1.1,0.9,0.772235428562874,1
1.15,1.1,0.9,0.771543683654269,1
1.225,1.1,0.9,0.771354121954762,1
1.3,1.1,0.9,0.771639347912884,1
1.375,1.1,0.9,0.772374227628788,1
1.45,1.1,0.9,0.773535641557405,1
1.525,1.1,0.9,0.775102270550278,1
1.6,1.1,0.9,0.777054409935871,1
1.675,1.1,0.9,0.77937380730227,1
1.75,1.1,0.9,0.782043520414014,1
1.825,1.1,0.9,0.785047792310254,1
1.9,1.1,0.9,0.788371941127899,1
0.1,1.25,0.9,0.797710352384328,1
0.175,1.25,0.9,0.789479116275036,1
0.25,1.25,0.9,0.782291508904876,1
0.325,1.25,0.9,0.776061834922737,1
0.4,1.25,0.9,0.770714975475795,1
0.475,1.25,0.9,0.766184677065352,1
0.55,1.25,0.9,0.762412177885834,1
0.625,1.25,0.9,0.759345094043361,1
0.7,1.25,0.9,0.756936508242864,1
0.775,1.25,0.9,0.755144217905182,1
0.85,1.25,0.9,0.753930110056975,1
0.925,1.25,0.9,0.753259637936455,1
1,1.25,0.9,0.753101379891322,1
1.075,1.25,0.9,0.753426665368836,1
1.15,1.25,0.9,0.754209255998074,1
1.225,1.25,0.9,0.755425072213132,1
1.3,1.25,0.9,0.757051957756815,1
1.375,1.25,0.9,0.759069475877007,1
1.45,1.25,0.9,0.761458732183915,1
1.525,1.25,0.9,0.764202220050755,1
1.6,1.25,0.9,0.767283685168747,1
1.675,1.25,0.9,0.770688006451189,1
1.75,1.25,0.9,0.774401090952543,1
1.825,1.25,0.9,0.778409780850787,1
1.9,1.25,0.9,0.782701770853339,1
0.1,1.4,0.9,0.762721280018945,1
0.175,1.4,0.9,0.75718375226601,1
0.25,1.4,0.9,0.75249660832853,1
0.325,1.4,0.9,0.748596321571873,1
0.4,1.4,0.9,0.745426529007938,1
0.475,1.4,0.9,0.742936968224894,1
0.55,1.4,0.9,0.741082607316106,1
0.625,1.4,0.9,0.73982292682244,1
0.7,1.4,0.9,0.739121322580875,1
0.775,1.4,0.9,0.738944605606238,1
0.85,1.4,0.9,0.739262580495836,1
0.925,1.4,0.9,0.740047687868438,1
1,1.4,0.9,0.741274699396876,1
1.075,1.4,0.9,0.74292045632613,1
1.15,1.4,0.9,0.744963644170327,1
1.225,1.4,0.9,0.747384597685422,1
1.3,1.4,0.9,0.750165131316232,1
1.375,1.4,0.9,0.753288391188175,1
1.45,1.4,0.9,0.756738725408502,1
1.525,1.4,0.9,0.760501569998736,1
1.6,1.4,0.9,0.764563348229352,1
1.675,1.4,0.9,0.768911381492593,1
1.75,1.4,0.9,0.773533810146995,1
1.825,1.4,0.9,0.778419523011556,1
1.9,1.4,0.9,0.783558094388951,1
0.1,1.55,0.9,0.738533051851351,1
0.175,1.55,0.9,0.735199155645216,1
0.25,1.55,0.9,0.732571523579489,1
0.325,1.55,0.9,0.730601761214807,1
0.4,1.55,0.9,0.729246497810656,1
0.475,1.55,0.9,0.72846669778728,1
0.55,1.55,0.9,0.728227087988397,1
0.625,1.55,0.9,0.728495677899514,1
0.7,1.55,0.9,0.729243355105225,1
0.775,1.55,0.9,0.73044354211545,1
0.85,1.55,0.9,0.73207190360624,1
0.925,1.55,0.9,0.734106095352587,1
1,1.55,0.9,0.7365255478547,1
1.075,1.55,0.9,0.739311279002404,1
1.15,1.55,0.9,0.742445731177123,1
1.225,1.55,0.9,0.745912629025489,1
1.3,1.55,0.9,0.749696854803632,1
1.375,1.55,0.9,0.753784338724539,1
1.45,1.55,0.9,0.758161962171345,1
1.525,1.55,0.9,0.762817471988893,1
1.6,1.55,0.9,0.767739404351178,1
1.675,1.55,0.9,0.772917016936439,1
1.75,1.55,0.9,0.778340228334792,1
1.825,1.55,0.9,0.783999563773318,1
1.9,1.55,0.9,0.789886106376769,1
0.1,1.7,0.9,0.723202278890668,1
0.175,1.7,0.9,0.72170458753046,1
0.25,1.7,0.9,0.720802815615346,1
0.325,1.7,0.9,0.72045925002302,1
0.4,1.7,0.9,0.720639804449697,1
0.475,1.7,0.9,0.721313557607561,1
0.55,1.7,0.9,0.722452363765246,1
0.625,1.7,0.9,0.724030522305684,1
0.7,1.7,0.9,0.726024495775183,1
0.775,1.7,0.9,0.728412668040799,1
0.85,1.7,0.9,0.731175135828952,1
0.925,1.7,0.9,0.734293528208418,1
1,1.7,0.9,0.737750849594289,1
1.075,1.7,0.9,0.741531342651344,1
1.15,1.7,0.9,0.745620368114376,1
1.225,1.7,0.9,0.750004299055618,1
1.3,1.7,0.9,0.754670427543181,1
1.375,1.7,0.9,0.759606881970432,1
1.45,1.7,0.9,0.764802553610505,1
1.525,1.7,0.9,0.77024703117531,1
1.6,1.7,0.9,0.775930542344161,1
1.675,1.7,0.9,0.781843901381029,1
1.75,1.7,0.9,0.787978462087661,1
1.825,1.7,0.9,0.794326075446943,1
1.9,1.7,0.9,0.800879051400886,1
0.1,1.85,0.9,0.715267241929723,1
0.175,1.85,0.9,0.715323187378606,1
0.25,1.85,0.9,0.715888693548263,1
0.325,1.85,0.9,0.716933801628326,1
0.4,1.85,0.9,0.718431236454464,1
0.475,1.85,0.9,0.72035608744292,1
0.55,1.85,0.9,0.722685536301553,1
0.625,1.85,0.9,0.725398623436721,1
0.7,1.85,0.9,0.728476046570619,1
0.775,1.85,0.9,0.731899986326814,1
0.85,1.85,0.9,0.735653954518322,1
0.925,1.85,0.9,0.739722661645406,1
1,1.85,0.9,0.744091900726227,1
1.075,1.85,0.9,0.748748445077686,1
1.15,1.85,0.9,0.753679958062693,1
1.225,1.85,0.9,0.758874913144047,1
1.3,1.85,0.9,0.764322522849679,1
1.375,1.85,0.9,0.770012675471094,1
1.45,1.85,0.9,0.775935878496054,1
1.525,1.85,0.9,0.782083207925013,1
1.6,1.85,0.9,0.788446262744459,1
1.675,1.85,0.9,0.79501712393377,1
1.75,1.85,0.9,0.801788317468989,1
1.825,1.85,0.9,0.808752780860137,1
1.9,1.85,0.9,0.81590383282065,1
0.1,2,0.9,0.713600744550942,1
0.175,2,0.9,0.714988345405897,1
0.25,2,0.9,0.716816652059285,1
0.325,2,0.9,0.719061471076886,1
0.4,2,0.9,0.721700637235665,1
0.475,2,0.9,0.724713787368715,1
0.55,2,0.9,0.72808216536723,1
0.625,2,0.9,0.73178845327211,1
0.7,2,0.9,0.735816624331258,1
0.775,2,0.9,0.740151814645438,1
0.85,2,0.9,0.744780210620825,1
0.925,2,0.9,0.749688949923929,1
1,2,0.9,0.754866034020211,1
1.075,2,0.9,0.760300250690842,1
1.15,2,0.9,0.765981105177781,1
1.225,2,0.9,0.771898758817327,1
1.3,2,0.9,0.778043974195485,1
1.375,2,0.9,0.784408066002136,1
1.45,2,0.9,0.790982856880565,1
1.525,2,0.9,0.797760637668926,1
1.6,2,0.9,0.804734131514234,1
1.675,2,0.9,0.811896461410283,1
1.75,2,0.9,0.81924112077082,1
1.825,2,0.9,0.826761946700216,1
1.9,2,0.9,0.834453095667242,1
0.1,2.15,0.9,0.71731520582253,1
0.175,2.15,0.9,0.719856896814194,1
0.25,2.15,0.9,0.722783511478424,1
0.325,2.15,0.9,0.726075231935689,1
0.4,2.15,0.9,0.72971380158354,1
0.475,2.15,0.9,0.733682361190776,1
0.55,2.15,0.9,0.737965306289158,1
0.625,2.15,0.9,0.742548162590271,1
0.7,2.15,0.9,0.747417476731672,1
0.775,2.15,0.9,0.75256072011902,1
0.85,2.15,0.9,0.75796620400446,1
0.925,2.15,0.9,0.763623004244874,1
1,2.15,0.9,0.769520894431406,1
1.075,2.15,0.9,0.775650286285102,1
1.15,2.15,0.9,0.782002176381353,1
1.225,2.15,0.9,0.788568098405034,1
1.3,2.15,0.9,0.795340080254117,1
1.375,2.15,0.9,0.802310605406491,1
1.45,2.15,0.9,0.809472578046165,1
1.525,2.15,0.9,0.816819291513662,1
1.6,2.15,0.9,0.824344399703538,1
1.675,2.15,0.9,0.832041891081316,1
1.75,2.15,0.9,0.839906065034154,1
1.825,2.15,0.9,0.847931510305597,1
1.9,2.15,0.9,0.85611308529556,1
0.1,2.3,0.9,0.725699200445202,1
0.175,2.3,0.9,0.729250720730472,1
0.25,2.3,0.9,0.733141343009084,1
0.325,2.3,0.9,0.737354630037536,1
0.4,2.3,0.9,0.74187536592391,1
0.475,2.3,0.9,0.746689434993567,1
0.55,2.3,0.9,0.751783715548299,1
0.625,2.3,0.9,0.757145986350386,1
0.7,2.3,0.9,0.762764844025553,1
0.775,2.3,0.9,0.768629629873319,1
0.85,2.3,0.9,0.77473036481372,1
0.925,2.3,0.9,0.781057691396919,1
1,2.3,0.9,0.787602821965172,1
1.075,2.3,0.9,0.794357492191765,1
1.15,2.3,0.9,0.801313919334087,1
1.225,2.3,0.9,0.808464764632149,1
1.3,2.3,0.9,0.81580309936296,1
1.375,2.3,0.9,0.82332237412782,1
1.45,2.3,0.9,0.831016391006069,1
1.525,2.3,0.9,0.83887927825674,1
1.6,2.3,0.9,0.846905467290467,1
1.675,2.3,0.9,0.855089671668889,1
1.75,2.3,0.9,0.863426867918842,1
1.825,2.3,0.9,0.871912277974352,1
1.9,2.3,0.9,0.880541353081768,1
0.1,2.45,0.9,0.738173713181451,1
0.175,2.45,0.9,0.742616265703019,1
0.25,2.45,0.9,0.74735982083067,1
0.325,2.45,0.9,0.752390594557344,1
0.4,2.45,0.9,0.757695772007037,1
0.475,2.45,0.9,0.763263416348989,1
0.55,2.45,0.9,0.769082388339367,1
0.625,2.45,0.9,0.77514227502006,1
0.7,2.45,0.9,0.781433326338074,1
0.775,2.45,0.9,0.78794639864106,1
0.85,2.45,0.9,0.794672904163038,1
0.925,2.45,0.9,0.801604765745787,1
1,2.45,0.9,0.808734376150851,1
1.075,2.45,0.9,0.816054561408708,1
1.15,2.45,0.9,0.823558547728556,1
1.225,2.45,0.9,0.831239931557072,1
1.3,2.45,0.9,0.839092652429377,1
1.375,2.45,0.9,0.847110968302125,1
1.45,2.45,0.9,0.855289433098374,1
1.525,2.45,0.9,0.863622876227905,1
1.6,2.45,0.9,0.872106383875836,1
1.675,2.45,0.9,0.880735281877492,1
1.75,2.45,0.9,0.889505120019135,1
1.825,2.45,0.9,0.89841165762292,1
1.9,2.45,0.9,0.907450850290745,1
0.1,2.6,0.9,0.75426118495787,1
0.175,2.6,0.9,0.759495775358694,1
0.25,2.6,0.9,0.764999348330675,1
0.325,2.6,0.9,0.770760231323801,1
0.4,2.6,0.9,0.776767530589594,1
0.475,2.6,0.9,0.783011061625763,1
0.55,2.6,0.9,0.789481287342264,1
0.625,2.6,0.9,0.796169262931127,1
0.7,2.6,0.9,0.80306658657671,1
0.775,2.6,0.9,0.810165355271128,1
0.85,2.6,0.9,0.817458125106214,1
0.925,2.6,0.9,0.824937875502577,1
1,2.6,0.9,0.832597976911306,1
1.075,2.6,0.9,0.840432161587025,1
1.15,2.6,0.9,0.84843449708456,1
1.225,2.6,0.9,0.856599362176884,1
1.3,2.6,0.9,0.864921424930788,1
1.375,2.6,0.9,0.873395622709869,1
1.45,2.6,0.9,0.882017143902805,1
1.525,2.6,0.9,0.890781411199441,1
1.6,2.6,0.9,0.899684066258254,1
1.675,2.6,0.9,0.908720955627076,1
1.75,2.6,0.9,0.917888117794827,1
1.825,2.6,0.9,0.927181771265771,1
1.9,2.6,0.9,0.936598303559905,1
0.1,2.75,0.9,0.773563108348801,1
0.175,2.75,0.9,0.779506374548392,1
0.25,2.75,0.9,0.785691454555132,1
0.325,2.75,0.9,0.792108377045027,1
0.4,2.75,0.9,0.79874780369023,1
0.475,2.75,0.9,0.805600975305069,1
0.55,2.75,0.9,0.812659663693655,1
0.625,2.75,0.9,0.819916128481652,1
0.7,2.75,0.9,0.827363078318736,1
0.775,2.75,0.9,0.834993635925347,1
0.85,2.75,0.9,0.842801306530432,1
0.925,2.75,0.9,0.850779949308537,1
1,2.75,0.9,0.858923751476815,1
1.075,2.75,0.9,0.867227204756847,1
1.15,2.75,0.9,0.875685083944005,1
1.225,2.75,0.9,0.884292427359408,1
1.3,2.75,0.9,0.89304451898726,1
1.375,2.75,0.9,0.901936872124263,1
1.45,2.75,0.9,0.910965214388383,1
1.525,2.75,0.9,0.92012547395211,1
1.6,2.75,0.9,0.929413766880795,1
1.675,2.75,0.9,0.938826385470169,1
1.75,2.75,0.9,0.948359787488884,1
1.825,2.75,0.9,0.958010586242153,1
1.9,2.75,0.9,0.967775541381615,1
0.1,2.9,0.9,0.795743486181628,1
0.175,2.9,0.9,0.80232457108002,1
0.25,2.9,0.9,0.809124219405833,1
0.325,2.9,0.9,0.816133845829712,1
0.4,2.9,0.9,0.823345384800298,1
0.475,2.9,0.9,0.83075124832357,1
0.55,2.9,0.9,0.838344288014343,1
0.625,2.9,0.9,0.846117760905647,1
0.7,2.9,0.9,0.854065298573051,1
0.775,2.9,0.9,0.862180879191258,1
0.85,2.9,0.9,0.87045880219129,1
0.925,2.9,0.9,0.878893665229874,1
1,2.9,0.9,0.8874803432196,1
1.075,2.9,0.9,0.896213969199999,1
1.15,2.9,0.9,0.905089916856799,1
1.225,2.9,0.9,0.914103784519942,1
1.3,2.9,0.9,0.923251380491112,1
1.375,2.9,0.9,0.932528709568883,1
1.45,2.9,0.9,0.941931960654831,1
1.525,2.9,0.9,0.951457495337006,1
1.6,2.9,0.9,0.961101837358742,1
1.675,2.9,0.9,0.970861662890743,1
1.75,2.9,0.9,0.980733791533253,1
1.825,2.9,0.9,0.990715177982795,1
1.9,2.9,0.9,1.00080290430483,1
0.1,3.05,0.9,0.820516403030827,1
0.175,3.05,0.9,0.827674572114535,1
0.25,3.05,0.9,0.835031253696731,1
0.325,3.05,0.9,0.842579002983382,1
0.4,3.05,0.9,0.850310805963718,1
0.475,3.05,0.9,0.858220045933189,1
0.55,3.05,0.9,0.866300473260304,1
0.625,3.05,0.9,0.874546178023078,1
0.7,3.05,0.9,0.882951565190589,1
0.775,3.05,0.9,0.891511332067566,1
0.85,3.05,0.9,0.900220447756025,1
0.925,3.05,0.9,0.909074134418847,1
1,3.05,0.9,0.918067850156754,1
1.075,3.05,0.9,0.927197273332884,1
1.15,3.05,0.9,0.936458288198939,1
1.225,3.05,0.9,0.945846971693864,1
1.3,3.05,0.9,0.95535958130087,1
1.375,3.05,0.9,0.964992543861431,1
1.45,3.05,0.9,0.974742445256189,1
1.525,3.05,0.9,0.984606020872457,1
1.6,3.05,0.9,0.994580146786667,1
1.675,3.05,0.9,1.00466183159768,1
1.75,3.05,0.9,1.01484820885348,1
1.825,3.05,0.9,1.0251365300197,1
1.9,3.05,0.9,1.03552415794364,1
0.1,3.2,0.9,0.84763654020805,1
0.175,3.2,0.9,0.855319340793563,1
0.25,3.2,0.9,0.863183241118699,1
0.325,3.2,0.9,0.871221743493566,1
0.4,3.2,0.9,0.879428710277563,1
0.475,3.2,0.9,0.887798337060131,1
0.55,3.2,0.9,0.896325128334622,1
0.625,3.2,0.9,0.905003875389088,1
0.7,3.2,0.9,0.913829636173112,1
0.775,3.2,0.9,0.92279771693004,1
0.85,3.2,0.9,0.931903655409963,1
0.925,3.2,0.9,0.941143205501084,1
1,3.2,0.9,0.950512323136451,1
1.075,3.2,0.9,0.960007153349659,1
1.15,3.2,0.9,0.969624018367678,1
1.225,3.2,0.9,0.979359406641534,1
1.3,3.2,0.9,0.98920996272658,1
1.375,3.2,0.9,0.99917247793372,1
1.45,3.2,0.9,1.00924388168137,1
1.525,3.2,0.9,1.01942123348538,1
1.6,3.2,0.9,1.02970171553061,1
1.675,3.2,0.9,1.04008262577365,1
1.75,3.2,0.9,1.05056137153125,1
1.825,3.2,0.9,1.06113546351354,1
1.9,3.2,0.9,1.07180251026515,1
0.1,3.35,0.9,0.87689183531062,1
0.175,3.35,0.9,0.885053656064119,1
0.25,3.35,0.9,0.893381358598115,1
0.325,3.35,0.9,0.901869238229858,1
0.4,3.35,0.9,0.910511893534527,1
0.475,3.35,0.9,0.919304204656111,1
0.55,3.35,0.9,0.928241313555755,1
0.625,3.35,0.9,0.937318605991175,1
0.7,3.35,0.9,0.94653169504608,1
0.775,3.35,0.9,0.955876406050531,1
0.85,3.35,0.9,0.965348762751987,1
0.925,3.35,0.9,0.974944974613163,1
1,3.35,0.9,0.984661425127058,1
1.075,3.35,0.9,0.994494661051811,1
1.15,3.35,0.9,1.00444138247889,1
1.225,3.35,0.9,1.01449843365746,1
1.3,3.35,0.9,1.02466279450618,1
1.375,3.35,0.9,1.03493157275075,1
1.45,3.35,0.9,1.04530199663205,1
1.525,3.35,0.9,1.0557714081355,1
1.6,3.35,0.9,1.06633725669673,1
1.675,3.35,0.9,1.07699709334384,1
1.75,3.35,0.9,1.08774856523968,1
1.825,3.35,0.9,1.0985894105917,1
1.9,3.35,0.9,1.10951745389958,1
0.1,3.5,0.9,0.908097729497118,1
0.175,3.5,0.9,0.916698660122507,1
0.25,3.5,0.9,0.925452095383785,1
0.325,3.5,0.9,0.934352999620277,1
0.4,3.5,0.9,0.943396594408269,1
0.475,3.5,0.9,0.952578340868115,1
0.55,3.5,0.9,0.961893923492459,1
0.625,3.5,0.9,0.97133923533943,1
0.7,3.5,0.9,0.980910364453291,1
0.775,3.5,0.9,0.990603581391,1
0.85,3.5,0.9,1.00041532774709,1
0.925,3.5,0.9,1.01034220558143,1
1,3.5,0.9,1.0203809676649,1
1.075,3.5,0.9,1.03052850846739,1
1.15,3.5,0.9,1.04078185582056,1
1.225,3.5,0.9,1.05113816319495,1
1.3,3.5,0.9,1.06159470253724,1
1.375,3.5,0.9,1.07214885761913,1
1.45,3.5,0.9,1.08279811785404,1
1.525,3.5,0.9,1.09354007254227,1
1.6,3.5,0.9,1.10437240550913,1
1.675,3.5,0.9,1.1152928901038,1
1.75,3.5,0.9,1.12629938452996,1
1.825,3.5,0.9,1.13738982748183,1
1.9,3.5,0.9,1.14856223406157,1
0.1,3.65,0.9,0.941092607377477,1
0.175,3.65,0.9,0.950097526408654,1
0.25,3.65,0.9,0.959243128359215,1
0.325,3.65,0.9,0.968524945922725,1
0.4,3.65,0.9,0.977938731418004,1
0.475,3.65,0.9,0.987480442240537,1
0.55,3.65,0.9,0.997146227519346,1
0.625,3.65,0.9,1.00693241586,1
0.7,3.65,0.9,1.01683550406818,1
0.775,3.65,0.9,1.02685214676,1
0.85,3.65,0.9,1.03697914677577,1
0.925,3.65,0.9,1.04721344632295,1
1,3.65,0.9,1.05755211878182,1
1.075,3.65,0.9,1.06799236111479,1
1.15,3.65,0.9,1.07853148682593,1
1.225,3.65,0.9,1.08916691942315,1
1.3,3.65,0.9,1.09989618633993,1
1.375,3.65,0.9,1.11071691327814,1
1.45,3.65,0.9,1.12162681893683,1
1.525,3.65,0.9,1.13262371009555,1
1.6,3.65,0.9,1.14370547702364,1
1.675,3.65,0.9,1.15487008918958,1
1.75,3.65,0.9,1.16611559124693,1
1.825,3.65,0.9,1.17744009927544,1
1.9,3.65,0.9,1.18884179725801,1
0.1,3.8,0.9,0.975734144573824,1
0.175,3.8,0.9,0.985111982617055,1
0.25,3.8,0.9,0.994620005146422,1
0.325,3.8,0.9,1.00425423078814,1
0.4,3.8,0.9,1.01401086681264,1
0.475,3.8,0.9,1.02388629708291,1
0.55,3.8,0.9,1.03387707096646,1
0.625,3.8,0.9,1.04397989311889,1
0.7,3.8,0.9,1.05419161405707,1
0.775,3.8,0.9,1.06450922144908,1
0.85,3.8,0.9,1.07492983205562,1
0.925,3.8,0.9,1.08545068426462,1
1,3.8,0.9,1.09606913116691,1
1.075,3.8,0.9,1.10678263412585,1
1.15,3.8,0.9,1.11758875679888,1
1.225,3.8,0.9,1.12848515957292,1
1.3,3.8,0.9,1.13946959437933,1
1.375,3.8,0.9,1.15053989985735,1
1.45,3.8,0.9,1.16169399683809,1
1.525,3.8,0.9,1.17292988412358,1
1.6,3.8,0.9,1.18424563453767,1
1.675,3.8,0.9,1.19563939122795,1
1.75,3.8,0.9,1.20710936419954,1
1.825,3.8,0.9,1.21865382706319,1
1.9,3.8,0.9,1.23027111398202,1
0.1,0.2,1.1,2.03025220016657,1
0.175,0.2,1.1,1.9260044452808,1
0.25,0.2,1.1,1.83964262775205,1
0.325,0.2,1.1,1.76631805408411,1
0.4,0.2,1.1,1.70296428334635,1
0.475,0.2,1.1,1.64750814650027,1
0.55,0.2,1.1,1.59847717011984,1
0.625,0.2,1.1,1.55478501613634,1
0.7,0.2,1.1,1.51560561913531,1
0.775,0.2,1.1,1.48029514705271,1
0.85,0.2,1.1,1.44834140264593,1
0.925,0.2,1.1,1.41932978518868,1
1,0.2,1.1,1.39291967278077,1
1.075,0.2,1.1,1.368827597151,1
1.15,0.2,1.1,1.34681498153946,1
1.225,0.2,1.1,1.32667902502378,1
1.3,0.2,1.1,1.3082458065371,1
1.375,0.2,1.1,1.29136498663605,1
1.45,0.2,1.1,1.27590568011146,1
1.525,0.2,1.1,1.2617532004586,1
1.6,0.2,1.1,1.24880646300613,1
1.675,0.2,1.1,1.2369758921807,1
1.75,0.2,1.1,1.2261817192492,1
1.825,0.2,1.1,1.21635258580712,1
1.9,0.2,1.1,1.20742438906514,1
0.1,0.35,1.1,1.62505470429205,1
0.175,0.35,1.1,1.56235027952073,1
0.25,0.35,1.1,1.50810443799248,1
0.325,0.35,1.1,1.46059565156758,1
0.4,0.35,1.1,1.41859465013644,1
0.475,0.35,1.1,1.38119017795178,1
0.55,0.35,1.1,1.34768630556262,1
0.625,0.35,1.1,1.31753848961876,1
0.7,0.35,1.1,1.29031195425199,1
0.775,0.35,1.1,1.26565359274433,1
0.85,0.35,1.1,1.24327240595518,1
0.925,0.35,1.1,1.22292552303508,1
1,0.35,1.1,1.20440798345115,1
1.075,0.35,1.1,1.18754511991659,1
1.15,0.35,1.1,1.17218678104452,1
1.225,0.35,1.1,1.15820288159243,1
1.3,0.35,1.1,1.1454799279082,1
1.375,0.35,1.1,1.13391827121113,1
1.45,0.35,1.1,1.12342991192428,1
1.525,0.35,1.1,1.11393672665847,1
1.6,0.35,1.1,1.10536902321302,1
1.675,0.35,1.1,1.09766435290643,1
1.75,0.35,1.1,1.09076652678937,1
1.825,0.35,1.1,1.08462479487037,1
1.9,0.35,1.1,1.07919315677848,1
0.1,0.5,1.1,1.37702224277555,1
0.175,0.5,1.1,1.33473901152689,1
0.25,0.5,1.1,1.29738920287159,1
0.325,0.5,1.1,1.26416792470261,1
0.4,0.5,1.1,1.2344588636771,1
0.475,0.5,1.1,1.20777860948585,1
0.55,0.5,1.1,1.18374033462033,1
0.625,0.5,1.1,1.16202922200855,1
0.7,0.5,1.1,1.14238532465342,1
0.775,0.5,1.1,1.1245912940158,1
0.85,0.5,1.1,1.10846339459607,1
0.925,0.5,1.1,1.09384479461062,1
1,0.5,1.1,1.08060046915433,1
1.075,0.5,1.1,1.06861326870473,1
1.15,0.5,1.1,1.05778084486311,1
1.225,0.5,1.1,1.04801321675997,1
1.3,0.5,1.1,1.03923082314779,1
1.375,0.5,1.1,1.0313629474793,1
1.45,0.5,1.1,1.02434643280654,1
1.525,0.5,1.1,1.01812462430948,1
1.6,0.5,1.1,1.01264649237754,1
1.675,0.5,1.1,1.00786590020744,1
1.75,0.5,1.1,1.00374098804625,1
1.825,0.5,1.1,1.00023365231706,1
1.9,0.5,1.1,0.997309102483599,1
0.1,0.65,1.1,1.20778256638526,1
0.175,0.65,1.1,1.17768240402812,1
0.25,0.65,1.1,1.15081457601846,1
0.325,0.65,1.1,1.12673880569369,1
0.4,0.65,1.1,1.1051022286769,1
0.475,0.65,1.1,1.08561724763429,1
0.55,0.65,1.1,1.06804606456024,1
0.625,0.65,1.1,1.05218959284284,1
0.7,0.65,1.1,1.03787932890558,1
0.775,0.65,1.1,1.02497127597311,1
0.85,0.65,1.1,1.01334132318238,1
0.925,0.65,1.1,1.00288167753072,1
1,0.65,1.1,0.99349807105105,1
1.075,0.65,1.1,0.985107547900145,1
1.15,0.65,1.1,0.977636691472601,1
1.225,0.65,1.1,0.971020189726362,1
1.3,0.65,1.1,0.965199663527901,1
1.375,0.65,1.1,0.960122701743555,1
1.45,0.65,1.1,0.955742060447148,1
1.525,0.65,1.1,0.952014993587175,1
1.6,0.65,1.1,0.948902689838206,1
1.675,0.65,1.1,0.946369795886981,1
1.75,0.65,1.1,0.944384010584742,1
1.825,0.65,1.1,0.942915737592114,1
1.9,0.65,1.1,0.941937786606389,1
0.1,0.8,1.1,1.08613717632901,1
0.175,0.8,1.1,1.0641388838803,1
0.25,0.8,1.1,1.04442235249938,1
0.325,0.8,1.1,1.02672077374525,1
0.4,0.8,1.1,1.01081330820503,1
0.475,0.8,1.1,0.996514884595317,1
0.55,0.8,1.1,0.983668715144505,1
0.625,0.8,1.1,0.97214069590611,1
0.7,0.8,1.1,0.961815144870738,1
0.775,0.8,1.1,0.952591508592505,1
0.85,0.8,1.1,0.944381782460831,1
0.925,0.8,1.1,0.937108465184555,1
1,0.8,1.1,0.930702918893472,1
1.075,0.8,1.1,0.925104041204194,1
1.15,0.8,1.1,0.920257180044128,1
1.225,0.8,1.1,0.916113239409618,1
1.3,0.8,1.1,0.912627936777007,1
1.375,0.8,1.1,0.909761182058595,1
1.45,0.8,1.1,0.907476554788307,1
1.525,0.8,1.1,0.905740861309737,1
1.6,0.8,1.1,0.904523757590722,1
1.675,0.8,1.1,0.90379742623309,1
1.75,0.8,1.1,0.903536298517632,1
1.825,0.8,1.1,0.903716814092062,1
1.9,0.8,1.1,0.904317212296121,1
0.1,0.95,1.1,0.996412763119859,1
0.175,0.95,1.1,0.980194292020033,1
0.25,0.95,1.1,0.96567259078562,1
0.325,0.95,1.1,0.952673835653782,1
0.4,0.95,1.1,0.941050657467864,1
0.475,0.95,1.1,0.930676918567961,1
0.55,0.95,1.1,0.9214437350448,1
0.625,0.95,1.1,0.913256401099436,1
0.7,0.95,1.1,0.906031978479359,1
0.775,0.95,1.1,0.899697384033411,1
0.85,0.95,1.1,0.894187855672982,1
0.925,0.95,1.1,0.889445709513831,1
1,0.95,1.1,0.885419323712276,1
1.075,0.95,1.1,0.882062300684606,1
1.15,0.95,1.1,0.879332771075062,1
1.225,0.95,1.1,0.877192811381011,1
1.3,0.95,1.1,0.875607953472745,1
1.375,0.95,1.1,0.87454676898747,1
1.45,0.95,1.1,0.873980515168344,1
1.525,0.95,1.1,0.873882831465686,1
1.6,0.95,1.1,0.87422947833714,1
1.675,0.95,1.1,0.874998111333512,1
1.75,0.95,1.1,0.876168084851482,1
1.825,0.95,1.1,0.87772028095791,1
1.9,0.95,1.1,0.879636959505129,1
0.1,1.1,1.1,0.929601769223895,1
0.175,1.1,1.1,0.917715199702685,1
0.25,1.1,1.1,0.907139818107965,1
0.325,1.1,1.1,0.897756100989584,1
0.4,1.1,1.1,0.889460816060677,1
0.475,1.1,1.1,0.882164124995931,1
0.55,1.1,1.1,0.875787311665673,1
0.625,1.1,1.1,0.870260978997668,1
0.7,1.1,1.1,0.865523601987846,1
0.775,1.1,1.1,0.861520354874233,1
0.85,1.1,1.1,0.858202151839297,1
0.925,1.1,1.1,0.855524855798846,1
1,1.1,1.1,0.853448620806492,1
1.075,1.1,1.1,0.851937341632457,1
1.15,1.1,1.1,0.850958190025656,1
1.225,1.1,1.1,0.850481221627955,1
1.3,1.1,1.1,0.850479040887882,1
