"gamma","lambda_0","theta","nLL_s1","nLL_s2","nLL_s3","nLL_s5"
0.644736842105263,1.44736842105263,0.5,0.855190913844317,0.507338095827958,0.381369391736542,0.322286524893099
0.723684210526316,1.44736842105263,0.5,0.859028366654187,0.50735230610006,0.380491033450195,0.321328152521482
0.802631578947368,1.44736842105263,0.5,0.863443800025794,0.507947234688851,0.380192432556664,0.320950634215962
0.881578947368421,1.44736842105263,0.5,0.868403101556928,0.509088587582269,0.380439359549562,0.321119666012642
0.960526315789474,1.44736842105263,0.5,0.873875202949987,0.510745132169512,0.381200640156459,0.321804006373211
1.03947368421053,1.44736842105263,0.5,0.879831720782513,0.512888335883486,0.382447794738553,0.322975114692088
1.11842105263158,1.44736842105263,0.5,0.88624664944974,0.515492057333469,0.384154730068005,0.324606842315373
1.19736842105263,1.44736842105263,0.5,0.893096097360322,0.518532280953576,0.386297474527986,0.326675167093189
1.27631578947368,1.44736842105263,0.5,0.900358059207718,0.52198688794496,0.388853949529087,0.329157964240192
1.35526315789474,1.44736842105263,0.5,0.90801221850112,0.52583545765967,0.391803771302647,0.332034807649647
1.43421052631579,1.44736842105263,0.5,0.916039775612364,0.530059094653397,0.395128078308582,0.335286796886283
1.51315789473684,1.44736842105263,0.5,0.924423297446442,0.53464027749087,0.398809380349881,0.338896405940048
1.59210526315789,1.44736842105263,0.5,0.933146585523368,0.539562726072005,0.402831426168869,0.342847350507548
1.67105263157895,1.44736842105263,0.5,0.942194559806077,0.544811284797272,0.407179086849426,0.347124471118546
1.75,1.44736842105263,0.5,0.951553156051509,0.55037181933596,0.41183825279364,0.351713629870312
0.25,1.60526315789474,0.5,0.847840269518081,0.503995135847466,0.378632037931289,0.319742980481559
0.328947368421053,1.60526315789474,0.5,0.850238478189401,0.502560482455401,0.376308249575576,0.317335159021555
0.407894736842105,1.60526315789474,0.5,0.853317601773264,0.501810120799281,0.374667562615145,0.315611804992033
0.486842105263158,1.60526315789474,0.5,0.857033184490175,0.501699349050439,0.373665362674978,0.314528202282767
0.56578947368421,1.60526315789474,0.5,0.861345157560942,0.502187878159438,0.373261439006436,0.314044049199447
0.644736842105263,1.60526315789474,0.5,0.866217267730382,0.503239256892263,0.373419410753122,0.314122883260037
0.723684210526316,1.60526315789474,0.5,0.8716165971987,0.504820388846781,0.374106244997157,0.314731598013671
0.802631578947368,1.60526315789474,0.5,0.877513157793417,0.506901124172745,0.37529184934695,0.3158400345967
0.881578947368421,1.60526315789474,0.5,0.8838795458878,0.509453912415441,0.3769487255163,0.317420634439431
0.960526315789474,1.60526315789474,0.5,0.89069064736869,0.512453505718129,0.37905167315347,0.319448142353496
1.03947368421053,1.60526315789474,0.5,0.897923384106597,0.515876703782223,0.381577535337988,0.321899351394783
1.11842105263158,1.60526315789474,0.5,0.905556495048387,0.519702133662273,0.38450497883732,0.324752882575771
1.19736842105263,1.60526315789474,0.5,0.913570346356631,0.523910058784916,0.387814303524804,0.327988993813899
1.27631578947368,1.60526315789474,0.5,0.921946766047106,0.528482212614909,0.391487276391921,0.33158941353703
1.35526315789474,1.60526315789474,0.5,0.930668899391438,0.533401653212044,0.395506986406838,0.335537195188146
1.43421052631579,1.60526315789474,0.5,0.939721082003553,0.538652635578515,0.399857717125533,0.339816589527516
1.51315789473684,1.60526315789474,0.5,0.949088728052806,0.544220499223827,0.40452483448815,0.344412932158313
1.59210526315789,1.60526315789474,0.5,0.958758231470775,0.550091568801148,0.409494687659115,0.349312544128697
1.67105263157895,1.60526315789474,0.5,0.968716878363965,0.556253066016358,0.414754521116156,0.354502643810839
1.75,1.60526315789474,0.5,0.978952769127069,0.56269303129528,0.420292396476951,0.359971268541789
0.25,1.76315789473684,0.5,0.857944801253196,0.498937216951508,0.369735820775059,0.310618886653346
0.328947368421053,1.76315789473684,0.5,0.862109520516123,0.499275512099856,0.36918275525348,0.309984263340911
0.407894736842105,1.76315789473684,0.5,0.866853390487865,0.500195838943186,0.369210705634656,0.309931822147522
0.486842105263158,1.76315789473684,0.5,0.872141341842393,0.501662933504737,0.369784477120927,0.31042628774439
0.56578947368421,1.76315789473684,0.5,0.877941524102333,0.50364476962152,0.370872105998507,0.311435623828019
0.644736842105263,1.76315789473684,0.5,0.88422491463301,0.506112165546149,0.372444467081907,0.312930639556334
0.723684210526316,1.76315789473684,0.5,0.890964986095534,0.509038449374792,0.374474939856536,0.314884654838212
0.802631578947368,1.76315789473684,0.5,0.898137422073762,0.512399172950278,0.376939122991208,0.317273214120277
0.881578947368421,1.76315789473684,0.5,0.905719872655832,0.516171865968615,0.379814588966891,0.320073840395103
0.960526315789474,1.76315789473684,0.5,0.913691743353216,0.520335823629819,0.383080672177179,0.323265822768519
1.03947368421053,1.76315789473684,0.5,0.922034011993347,0.524871922435183,0.386718285114401,0.326830032185521
1.11842105263158,1.76315789473684,0.5,0.930729069209496,0.529762459727039,0.390709758247038,0.330748760908816
1.19736842105263,1.76315789473684,0.5,0.939760578935647,0.534991013356139,0.395038699981472,0.335005582133446
1.27631578947368,1.76315789473684,0.5,0.94911335594066,0.540542318492456,0.399689873730334,0.339585226751905
1.35526315789474,1.76315789473684,0.5,0.958773257940261,0.546402159102488,0.404649089615959,0.344473474791747
1.43421052631579,1.76315789473684,0.5,0.968727090233254,0.55255727202674,0.409903108747092,0.349657059458447
1.51315789473684,1.76315789473684,0.5,0.978962521140519,0.558995261925244,0.41543955834046,0.355123582050601
1.59210526315789,1.76315789473684,0.5,0.989468006797075,0.565704525632456,0.421246856231723,0.360861436288193
1.67105263157895,1.76315789473684,0.5,1.00023272407109,0.572674184687844,0.427314143544768,0.366859740819705
1.75,1.76315789473684,0.5,1.01124651056849,0.579894024994426,0.433631224473873,0.373108278859914
0.25,1.92105263157895,0.5,0.875095354382791,0.500921538741952,0.367883154306333,0.308536881166894
0.328947368421053,1.92105263157895,0.5,0.880764764582722,0.502770044781069,0.368838390416653,0.309412684535338
0.407894736842105,1.92105263157895,0.5,0.886932800600373,0.505119663489945,0.370293862204597,0.31078973080882
0.486842105263158,1.92105263157895,0.5,0.893571310568592,0.507942086370377,0.372221316833839,0.312639702317124
0.56578947368421,1.92105263157895,0.5,0.900654557780874,0.511211434346748,0.374594925832192,0.314936711728524
0.644736842105263,1.92105263157895,0.5,0.908158945858172,0.514903981247761,0.377391009166311,0.317657025414063
0.723684210526316,1.92105263157895,0.5,0.916062782488456,0.518997916103663,0.380587798047386,0.320778825645479
0.802631578947368,1.92105263157895,0.5,0.92434607535602,0.523473137834982,0.384165230057985,0.324282005199588
0.881578947368421,1.92105263157895,0.5,0.932990355085597,0.528311077124781,0.388104771403393,0.328147989158478
0.960526315789474,1.92105263157895,0.5,0.941978520978477,0.533494541224716,0.392389262047062,0.332359579653737
1.03947368421053,1.92105263157895,0.5,0.951294706073864,0.539007578206131,0.397002780249043,0.336900820064269
1.11842105263158,1.92105263157895,0.5,0.960924158673096,0.544835357775707,0.401930523633179,0.341756875785808
1.19736842105263,1.92105263157895,0.5,0.970853137950526,0.550964066264447,0.407158704397091,0.346913929179828
1.27631578947368,1.92105263157895,0.5,0.98106882166843,0.557380813794962,0.412674456674259,0.352359086705858
1.35526315789474,1.92105263157895,0.5,0.991559224333763,0.564073551954371,0.418465754379164,0.358080296563785
1.43421052631579,1.92105263157895,0.5,1.00231312439669,0.571031000564108,0.424521338129827,0.364066275436766
1.51315789473684,1.92105263157895,0.5,1.01331999930673,0.578242582354972,0.430830650058711,0.370306443142589
1.59210526315789,1.92105263157895,0.5,1.02456996742053,0.585698364535316,0.437383775502032,0.37679086418092
1.67105263157895,1.92105263157895,0.5,1.03605373590355,0.593389006389292,0.444171390706304,0.38351019531298
1.75,1.92105263157895,0.5,1.04776255389161,0.601305712166485,0.45118471581502,0.390455638434667
0.25,2.07894736842105,0.5,0.898238514652585,0.508895503197293,0.372021157957647,0.312444398353481
0.328947368421053,2.07894736842105,0.5,0.905205051594247,0.5120459209664,0.374276650079734,0.31462230180901
0.407894736842105,2.07894736842105,0.5,0.912605399813586,0.515632318408908,0.376967357067621,0.317236298790309
0.486842105263158,2.07894736842105,0.5,0.920416617699486,0.519631626009248,0.380070254854998,0.320263312265473
0.56578947368421,2.07894736842105,0.5,0.928617611160373,0.52402263270233,0.383564173950757,0.323682124358289
0.644736842105263,2.07894736842105,0.5,0.937188935883798,0.528785786918509,0.387429600910999,0.327473177308072
0.723684210526316,2.07894736842105,0.5,0.946112625746949,0.533903023944334,0.391648506069554,0.331618400757697
0.802631578947368,2.07894736842105,0.5,0.955372043293429,0.539357615488157,0.396204193425045,0.336101061256826
0.881578947368421,2.07894736842105,0.5,0.964951748922472,0.545134038075308,0.401081169316634,0.340905630603301
0.960526315789474,2.07894736842105,0.5,0.974837386021111,0.551217857485667,0.406265027107341,0.346017670234165
1.03947368421053,2.07894736842105,0.5,0.985015579739916,0.55759562691961,0.411742345566026,0.351423729351164
1.11842105263158,2.07894736842105,0.5,0.995473847493609,0.564254796961464,0.41750059902135,0.357111254848928
1.19736842105263,2.07894736842105,0.5,1.00620051957763,0.571183635721402,0.423528077672188,0.363068511425963
1.27631578947368,2.07894736842105,0.5,1.01718466854546,0.578371157791999,0.429813816693722,0.369284510514095
1.35526315789474,2.07894736842105,0.5,1.02841604620026,0.585807060865769,0.436347532988013,0.375748946872094
1.43421052631579,2.07894736842105,0.5,1.03988502722671,0.593481669033602,0.443119568601132,0.382452141862987
1.51315789473684,2.07894736842105,0.5,1.05158255863268,0.601385881928337,0.450120839972891,0.389384992578898
1.59210526315789,2.07894736842105,0.5,1.06350011428953,0.609511128998035,0.457342792305296,0.396538926097663
1.67105263157895,2.07894736842105,0.5,1.07562965396038,0.617849328294347,0.464777358436466,0.403905858256372
1.75,2.07894736842105,0.5,1.08796358628981,0.626392849246256,0.472416921691411,0.411478156411825
0.25,2.23684210526316,0.5,0.926541092231514,0.522026517379143,0.381317032101513,0.321508869068321
0.328947368421053,2.23684210526316,0.5,0.934637410204148,0.526310903669756,0.384705043273107,0.324820906855133
0.407894736842105,2.23684210526316,0.5,0.943114596294966,0.530978065492035,0.388475157130628,0.328515820549551
0.486842105263158,2.23684210526316,0.5,0.951953708047284,0.536008954593403,0.392608363011479,0.332574555662632
0.56578947368421,2.23684210526316,0.5,0.961137240365424,0.54138596860066,0.397087093113679,0.33697950413659
0.644736842105263,2.23684210526316,0.5,0.970648980304856,0.547092804916784,0.401895076706525,0.341714358178672
0.723684210526316,2.23684210526316,0.5,0.980473880018369,0.553114332888366,0.407017212572099,0.346763982374368
0.802631578947368,2.23684210526316,0.5,0.990597945172985,0.559436481541126,0.412439456980984,0.352114301375986
0.881578947368421,2.23684210526316,0.5,1.00100813660793,0.566046140639537,0.418148724963114,0.357752200921484
0.960526315789474,2.23684210526316,0.5,1.01169228337287,0.572931073197838,0.42413280300515,0.363665440309903
1.03947368421053,2.23684210526316,0.5,1.02263900558587,0.580079837872017,0.430380271607414,0.3698425747622
1.11842105263158,2.23684210526316,0.5,1.03383764579669,0.58748171990984,0.436880436380327,0.376272886343928
1.19736842105263,2.23684210526316,0.5,1.04527820774292,0.595126669539629,0.443623266563498,0.382946322329898
1.27631578947368,2.23684210526316,0.5,1.0569513015542,0.60300524684686,0.450599340018653,0.389853440059476
1.35526315789474,2.23684210526316,0.5,1.06884809459856,0.611108572327586,0.457799793887131,0.396985357471117
1.43421052631579,2.23684210526316,0.5,1.0809602672808,0.619428282424372,0.465216280219176,0.404333708621506
1.51315789473684,2.23684210526316,0.5,1.09327997320035,0.627956489448246,0.472840925979821,0.411890603592555
1.59210526315789,2.23684210526316,0.5,1.10579980315734,0.636685745372465,0.480666296918282,0.419648592271787
1.67105263157895,2.23684210526316,0.5,1.11851275256515,0.645609009053365,0.4886853648571,0.427600631561208
1.75,2.23684210526316,0.5,1.13141219188579,0.654719616492477,0.496891478016058,0.435740055628674
0.25,2.39473684210526,0.5,0.959332639205852,0.539644580007719,0.395100620755342,0.33506030992202
0.328947368421053,2.39473684210526,0.5,0.96842184184312,0.544925546190009,0.39948393235765,0.339369074661445
0.407894736842105,2.39473684210526,0.5,0.977848107413166,0.550545266168191,0.404205401232341,0.344016682354038
0.486842105263158,2.39473684210526,0.5,0.987595614104395,0.55648782962684,0.409249148507356,0.348987217453081
0.56578947368421,2.39473684210526,0.5,0.997649675125325,0.562738468007014,0.414600434680723,0.354265906606235
0.644736842105263,2.39473684210526,0.5,1.00799663012974,0.569283445262532,0.420245550611695,0.359839009364506
0.723684210526316,2.39473684210526,0.5,1.018623749515,0.576109961570754,0.426171721438143,0.365693721851916
0.802631578947368,2.39473684210526,0.5,1.02951914978553,0.583206068178272,0.432367021604638,0.371818091575332
0.881578947368421,2.39473684210526,0.5,1.04067171846518,0.590560591855509,0.438820299478531,0.378200941847682
0.960526315789474,2.39473684210526,0.5,1.05207104728114,0.598163067674582,0.445521110271206,0.384831804538229
1.03947368421053,2.39473684210526,0.5,1.06370737253822,0.60600367902254,0.452459656179024,0.391700860061525
1.11842105263158,2.39473684210526,0.5,1.07557152176526,0.614073203925721,0.45962673282169,0.398798883680291
1.19736842105263,2.39473684210526,0.5,1.08765486585023,0.622362966896831,0.467013681191389,0.406117197333452
1.27631578947368,2.39473684210526,0.5,1.09994927599312,0.63086479562975,0.474612344439174,0.41364762631403
1.35526315789474,2.39473684210526,0.5,1.11244708490056,0.639570981962126,0.482415028919926,0.421382460216647
1.43421052631579,2.39473684210526,0.5,1.12514105172513,0.648474246605751,0.490414468996971,0.429314417654439
1.51315789473684,2.39473684210526,0.5,1.13802433031962,0.657567707212266,0.498603795174852,0.437436614312675
1.59210526315789,2.39473684210526,0.5,1.15109044043344,0.666844849398961,0.506976505185828,0.445742533963724
1.67105263157895,2.39473684210526,0.5,1.16433324152661,0.676299500408163,0.515526437704323,0.454226002116696
1.75,2.39473684210526,0.5,1.17774690891821,0.685925805115256,0.524247748404967,0.462881162016663
0.25,2.55263157894737,0.5,0.996065598817694,0.561202475206848,0.412824589940632,0.352551518750004
0.328947368421053,2.55263157894737,0.5,1.00603426866245,0.567366193475099,0.418089515953083,0.357743166882972
0.407894736842105,2.55263157894737,0.5,1.01630334499043,0.573831827428997,0.423655825165124,0.363236810420563
0.486842105263158,2.55263157894737,0.5,1.02685947681303,0.580585951295267,0.429510118370627,0.369019019158399
0.56578947368421,2.55263157894737,0.5,1.0376902213319,0.58761605288792,0.435639908039449,0.375077276831321
0.644736842105263,2.55263157894737,0.5,1.04878396144405,0.594910450604564,0.44203353549229,0.38139989807358
0.723684210526316,2.55263157894737,0.5,1.06012983254692,0.602458219781452,0.448680097413892,0.387975954742261
0.802631578947368,2.55263157894737,0.5,1.07171765739989,0.610249127155842,0.455569380455903,0.394795210351876
0.881578947368421,2.55263157894737,0.5,1.08353788799006,0.618273572376702,0.462691802872727,0.401848061560582
0.960526315789474,2.55263157894737,0.5,1.09558155350816,0.626522535663903,0.470038362292514,0.409125485807749
