"gamma","lambda_0","theta","...4"
0.25,0.5,0.5,0.795906992491162
0.328947368421053,0.5,0.5,0.7588060692095
0.407894736842105,0.5,0.5,0.725820722996502
0.486842105263158,0.5,0.5,0.696355220956246
0.56578947368421,0.5,0.5,0.66993821496566
0.644736842105263,0.5,0.5,0.646189814845257
0.723684210526316,0.5,0.5,0.624798989044406
0.802631578947368,0.5,0.5,0.605507609030832
0.881578947368421,0.5,0.5,0.588098907958555
0.960526315789474,0.5,0.5,0.572388955017521
1.03947368421053,0.5,0.5,0.558220240442238
1.11842105263158,0.5,0.5,0.545456769485169
1.19736842105263,0.5,0.5,0.533980255681835
1.27631578947368,0.5,0.5,0.523687128514957
1.35526315789474,0.5,0.5,0.514486153579437
1.43421052631579,0.5,0.5,0.506296519713857
1.51315789473684,0.5,0.5,0.499046286567819
1.59210526315789,0.5,0.5,0.492671113527797
1.67105263157895,0.5,0.5,0.487113210549028
1.75,0.5,0.5,0.482320465669648
0.25,0.657894736842105,0.5,0.646189524243678
0.328947368421053,0.657894736842105,0.5,0.61952270780546
0.407894736842105,0.657894736842105,0.5,0.595672630117629
0.486842105263158,0.657894736842105,0.5,0.574292107646045
0.56578947368421,0.657894736842105,0.5,0.555096453199885
0.644736842105263,0.657894736842105,0.5,0.537849063939568
0.723684210526316,0.657894736842105,0.5,0.522350982495286
0.802631578947368,0.657894736842105,0.5,0.508433175813161
0.881578947368421,0.657894736842105,0.5,0.495950718415265
0.960526315789474,0.657894736842105,0.5,0.484778338738619
1.03947368421053,0.657894736842105,0.5,0.474806959577357
1.11842105263158,0.657894736842105,0.5,0.465940975770397
1.19736842105263,0.657894736842105,0.5,0.458096086922787
1.27631578947368,0.657894736842105,0.5,0.451197553690957
1.35526315789474,0.657894736842105,0.5,0.445178781307539
1.43421052631579,0.657894736842105,0.5,0.439980158780844
1.51315789473684,0.657894736842105,0.5,0.435548099918328
1.59210526315789,0.657894736842105,0.5,0.431834245177293
1.67105263157895,0.657894736842105,0.5,0.42879479279501
1.75,0.657894736842105,0.5,0.426389934679753
0.25,0.81578947368421,0.5,0.539390535497272
0.328947368421053,0.81578947368421,0.5,0.519901969723852
0.407894736842105,0.81578947368421,0.5,0.502463889204574
0.486842105263158,0.81578947368421,0.5,0.486856163144074
0.56578947368421,0.81578947368421,0.5,0.472893495261076
0.644736842105263,0.81578947368421,0.5,0.460418305954498
0.723684210526316,0.81578947368421,0.5,0.449295365236894
0.802631578947368,0.81578947368421,0.5,0.439407679828288
0.881578947368421,0.81578947368421,0.5,0.430653295655627
0.960526315789474,0.81578947368421,0.5,0.422942779760068
1.03947368421053,0.81578947368421,0.5,0.416197214076237
1.11842105263158,0.81578947368421,0.5,0.410346580117852
1.19736842105263,0.81578947368421,0.5,0.405328445881426
1.27631578947368,0.81578947368421,0.5,0.401086889033192
1.35526315789474,0.81578947368421,0.5,0.39757160673352
1.43421052631579,0.81578947368421,0.5,0.394737174280119
1.51315789473684,0.81578947368421,0.5,0.392542423450374
1.59210526315789,0.81578947368421,0.5,0.390949917898331
1.67105263157895,0.81578947368421,0.5,0.389925507835096
1.75,0.81578947368421,0.5,0.389437949926599
0.25,0.973684210526316,0.5,0.461777317073062
0.328947368421053,0.973684210526316,0.5,0.447536210583592
0.407894736842105,0.973684210526316,0.5,0.434855140494255
0.486842105263158,0.973684210526316,0.5,0.423585742061554
0.56578947368421,0.973684210526316,0.5,0.413600599025078
0.644736842105263,0.973684210526316,0.5,0.40478940041441
0.723684210526316,0.973684210526316,0.5,0.397055950802784
0.802631578947368,0.973684210526316,0.5,0.390315814363185
0.881578947368421,0.973684210526316,0.5,0.384494436713226
0.960526315789474,0.973684210526316,0.5,0.379525631841724
1.03947368421053,0.973684210526316,0.5,0.37535035144028
1.11842105263158,0.973684210526316,0.5,0.371915675143169
1.19736842105263,0.973684210526316,0.5,0.369173975348687
1.27631578947368,0.973684210526316,0.5,0.367082221314645
1.35526315789474,0.973684210526316,0.5,0.365601395329431
1.43421052631579,0.973684210526316,0.5,0.364695999798523
1.51315789473684,0.973684210526316,0.5,0.364333638632772
1.59210526315789,0.973684210526316,0.5,0.364484659783083
1.67105263157895,0.973684210526316,0.5,0.36512184842168
1.75,0.973684210526316,0.5,0.366220162327538
0.25,1.13157894736842,0.5,0.405340299597565
0.328947368421053,1.13157894736842,0.5,0.395105160122173
0.407894736842105,1.13157894736842,0.5,0.386097020371388
0.486842105263158,1.13157894736842,0.5,0.378211132170121
0.56578947368421,1.13157894736842,0.5,0.371356100028273
0.644736842105263,1.13157894736842,0.5,0.365451658340438
0.723684210526316,1.13157894736842,0.5,0.360426898512642
0.802631578947368,1.13157894736842,0.5,0.356218840036182
0.881578947368421,1.13157894736842,0.5,0.35277126773404
0.960526315789474,1.13157894736842,0.5,0.350033777305989
1.03947368421053,1.13157894736842,0.5,0.347960985557522
1.11842105263158,1.13157894736842,0.5,0.346511872059321
1.19736842105263,1.13157894736842,0.5,0.345649226611506
1.27631578947368,1.13157894736842,0.5,0.345339182568816
1.35526315789474,1.13157894736842,0.5,0.345550820362493
1.43421052631579,1.13157894736842,0.5,0.346255828810968
1.51315789473684,1.13157894736842,0.5,0.347428214312787
1.59210526315789,1.13157894736842,0.5,0.349044049953733
1.67105263157895,1.13157894736842,0.5,0.351081258074803
1.75,1.13157894736842,0.5,0.353519421040526
0.25,1.28947368421053,0.5,0.364985506672527
0.328947368421053,1.28947368421053,0.5,0.357909993784129
0.407894736842105,1.28947368421053,0.5,0.351824921017473
0.486842105263158,1.28947368421053,0.5,0.346653581419631
0.56578947368421,1.28947368421053,0.5,0.342328180572264
0.644736842105263,1.28947368421053,0.5,0.338788478627268
0.723684210526316,1.28947368421053,0.5,0.335980684878542
0.802631578947368,1.28947368421053,0.5,0.333856550030177
0.881578947368421,1.28947368421053,0.5,0.332372614819408
0.960526315789474,1.28947368421053,0.5,0.331489583464216
1.03947368421053,1.28947368421053,0.5,0.33117179763022
1.11842105263158,1.28947368421053,0.5,0.331386791994933
1.19736842105263,1.28947368421053,0.5,0.33210491654345
1.27631578947368,1.28947368421053,0.5,0.333299013816573
1.35526315789474,1.28947368421053,0.5,0.334944141704352
1.43421052631579,1.28947368421053,0.5,0.337017334216658
1.51315789473684,1.28947368421053,0.5,0.339497394099528
1.59210526315789,1.28947368421053,0.5,0.342364712297969
1.67105263157895,1.28947368421053,0.5,0.345601110164015
1.75,1.28947368421053,0.5,0.349189701026259
0.25,1.44736842105263,0.5,0.337267031030694
0.328947368421053,1.44736842105263,0.5,0.332747964526624
0.407894736842105,1.44736842105263,0.5,0.329045236136756
0.486842105263158,1.44736842105263,0.5,0.326100989217144
0.56578947368421,1.44736842105263,0.5,0.323863542964589
0.644736842105263,1.44736842105263,0.5,0.322286524893099
0.723684210526316,1.44736842105263,0.5,0.321328152521482
0.802631578947368,1.44736842105263,0.5,0.320950634215962
0.881578947368421,1.44736842105263,0.5,0.321119666012642
0.960526315789474,1.44736842105263,0.5,0.321804006373211
1.03947368421053,1.44736842105263,0.5,0.322975114692088
1.11842105263158,1.44736842105263,0.5,0.324606842315373
1.19736842105263,1.44736842105263,0.5,0.326675167093189
1.27631578947368,1.44736842105263,0.5,0.329157964240192
1.35526315789474,1.44736842105263,0.5,0.332034807649647
1.43421052631579,1.44736842105263,0.5,0.335286796886283
1.51315789473684,1.44736842105263,0.5,0.338896405940048
1.59210526315789,1.44736842105263,0.5,0.342847350507548
1.67105263157895,1.44736842105263,0.5,0.347124471118546
1.75,1.44736842105263,0.5,0.351713629870312
0.25,1.60526315789474,0.5,0.319742980481559
0.328947368421053,1.60526315789474,0.5,0.317335159021555
