"gamma","lambda_0","theta","theta.hat","lambda.hat"
0.1,1.79098876370811,0.303972519072252,1.01280212402344,2.51296497644406
0.1,1.78516395932895,0.288322544079321,1.01375579833984,2.5088655845407
0.466122668074088,1.58788774099977,0.286211540615952,1.00612640380859,2.5002172447629
0.1,1.77049342208061,0.275290386522986,0.981330871582031,2.48901306619687
0.1,1.7899173602351,0.2993550607038,0.995635986328125,2.51152964610516
0.527773315180973,1.56720687810099,0.296991882116798,1.00994110107422,2.51675716820536
0.1,1.77434567629858,0.287501141213734,0.988006591796875,2.49054929760128
0.671839974910043,1.50251258826002,0.2996647180396,0.992774963378906,2.51754654646524
0.1,1.76076464523179,0.275930196843034,0.98419189453125,2.47530875662207
0.1,1.75389199672063,0.27629764617287,0.997543334960938,2.46897368122246
0.1,1.78781996437138,0.29344363746364,1.00231170654297,2.51093808248175
0.1,1.76777764534784,0.270890793250291,0.970840454101562,2.47642111522531
0.1,1.77907453297026,0.283009707475949,0.986099243164062,2.50624396936309
0.1,1.7987311971052,0.292645406124797,1.00994110107422,2.52563260710197
0.547781339306607,1.5651125301793,0.298911041869727,0.996589660644531,2.51535377464828
0.1,1.79602521708762,0.299889599939867,0.99945068359375,2.51869720096908
0.375831523247265,1.62880350012894,0.291869923111171,1.00326538085938,2.50157932744775
0.626087216938793,1.51461566222781,0.291199647847671,1.00994110107422,2.50803723305148
0.1,1.78746269751459,0.292055647195297,0.995635986328125,2.5090850302113
0.284558093641291,1.67951130662,0.2942282608754,0.997543334960938,2.50178074404109
0.58249095107739,1.5381062195972,0.292016078943988,0.99945068359375,2.51347003663238
0.1,1.80255082936034,0.29851872967909,1.00803375244141,2.52749874263007
0.184982982829965,1.73759022673365,0.292410944993004,1.00898742675781,2.51146372596976
0.676568446801509,1.48217347221486,0.291349751106813,0.997543334960938,2.49482241542832
0.637124517510705,1.52048056487353,0.295097175201862,1.00517272949219,2.51630017050302
0.451860010676103,1.58199861574616,0.282144216346348,0.992774963378906,2.48545120137386
0.68806952315436,1.48113740091424,0.27982793177089,0.993728637695312,2.49884083881112
0.644928920596562,1.4850200941606,0.271944060670795,0.997543334960938,2.48723053392862
0.642246096737674,1.50419252174321,0.2885088637829,0.985145568847656,2.49696668697242
0.528925958163007,1.55310219919632,0.290219376646253,1.02043151855469,2.5080858635268
0.1,1.79031228326764,0.295873538623511,0.989913940429688,2.5040533665407
0.1,1.78283817568688,0.287257367893258,1.00231170654297,2.51486171502915
0.406890998003473,1.62922328993024,0.294641843306089,0.990867614746094,2.50767452769006
0.1,1.77298158356444,0.292227739854002,1.00326538085938,2.49461233599619
0.1,1.77525676631562,0.275154328257588,0.970840454101562,2.48329950101578
0.512520681257487,1.57318125786334,0.284242368885288,0.98419189453125,2.5008972719493
0.414746400259113,1.62186702237082,0.284500274086229,1.01470947265625,2.51005400328087
0.170366981196569,1.73356119740987,0.285461832157728,0.992774963378906,2.49403097783286
0.48224281878574,1.56733354703367,0.280966016035733,0.989913940429688,2.47972921555665
0.1,1.76710145533521,0.289885164078145,1.00421905517578,2.48979007477895
0.1,1.76794432680697,0.290620943759959,1.00040435791016,2.498659081549
0.1,1.78401351368855,0.287462034915418,0.997543334960938,2.49556885810448
0.1,1.78333543285346,0.295781339517755,0.989913940429688,2.4950834717946
0.31984518233463,1.67120567399723,0.291680270308523,0.995635986328125,2.50219182185276
0.595565914123244,1.51865341425323,0.280737607435312,0.988006591796875,2.48705272757293
0.1,1.78276777286699,0.292972060433294,1.00231170654297,2.50494273380172
0.367574596387923,1.64350497179838,0.280439851720206,0.989913940429688,2.50580777023193
0.1,1.78744698701157,0.29601772913981,0.997543334960938,2.5152066355241
0.56190000906066,1.53089479484403,0.274644521758581,0.99945068359375,2.48968970459853
0.1,1.78808799948126,0.296566719005355,1.01184844970703,2.51448413479507
0.247502385802608,1.70286116985909,0.286280876710725,1.00231170654297,2.50468493133481
