"gamma","lambda_0","theta","theta.hat","lambda.hat"
0.1,1.82052837986395,0.688289516113522,1.00517272949219,2.51304812024042
0.1,1.8101138617739,0.682740851280053,0.998973846435547,2.4987253524824
0.638025130874398,1.53918449578683,0.686384606383257,0.993967056274414,2.48274260321728
0.1,1.80474148791385,0.678575142358688,0.993728637695312,2.49270728267379
0.592018974172995,1.55445016861376,0.679371363619518,0.99492073059082,2.49257967732908
0.463281288453168,1.63312427803652,0.681176373952994,0.997066497802734,2.51020021744758
0.695814279195577,1.5157891886169,0.683749092886653,1.00469589233398,2.51781821026092
0.491996863907948,1.60237769483478,0.68298424008993,1.00517272949219,2.50009835101401
0.656895899912935,1.5144720535623,0.675172469829093,0.9918212890625,2.48826279664775
0.1,1.8220618223156,0.694797264089382,1.007080078125,2.49934073780967
0.1,1.82663472193753,0.692296574143514,1.00469589233398,2.51417453053964
0.1,1.79684463265781,0.677172410320639,0.99945068359375,2.4917945292891
0.627934193398932,1.51929088032431,0.672358486113442,0.994205474853516,2.47920654132874
0.445451364054042,1.61962020983,0.677825562519229,0.997543334960938,2.48907471292525
0.1,1.81263681564459,0.685596886629694,0.994682312011719,2.49144648018981
0.1,1.84006565747852,0.691664125156388,1.00326538085938,2.52946705676338
0.593647557135388,1.57299526058237,0.689257463303227,0.99945068359375,2.50715272315811
0.1,1.80621992987016,0.678046447024327,0.993251800537109,2.49736811630011
0.1,1.82068024293911,0.691765421840304,1.00946426391602,2.51192436659796
0.595677142017495,1.5719518909167,0.690465770587675,0.997543334960938,2.5025147868799
0.703846917193505,1.51831995786621,0.686763693853696,0.998497009277344,2.50558909059664
0.1,1.78114046194985,0.664255746842003,0.992298126220703,2.48944091689836
0.1,1.77927477690062,0.666552377130994,0.998258590698242,2.4965961372977
0.1,1.79454038899226,0.675561096771979,1.00040435791016,2.50048927418418
0.1,1.81984059635212,0.688838178162687,1.00278854370117,2.50487230755627
0.31108195903883,1.70056958215614,0.685912625535133,1.00398063659668,2.50313621703937
0.643842712265895,1.52029653582699,0.678080707764502,1.0075569152832,2.5036641354012
0.731667720354258,1.49645435263146,0.693220231694124,1.007080078125,2.49457037802533
0.200246614101605,1.77372348001442,0.693874760498127,1.00469589233398,2.51363045118953
0.646732781330342,1.53973320449517,0.684837342577712,1.00183486938477,2.50263473203087
0.708458618016933,1.52367312387706,0.689719033973174,1.00326538085938,2.52206085847386
0.707412800264388,1.48220559989825,0.675619713991139,1.00541114807129,2.49610265531807
0.323394260386508,1.67812337664322,0.676988554230143,0.988483428955078,2.47504264573169
0.643030975880198,1.51939958453462,0.680559561277756,1.00040435791016,2.48162150573284
0.522801662947432,1.5859273017276,0.680769985315955,1.00040435791016,2.49824814924873
0.485168108526045,1.58817971904128,0.669489086981503,0.988960266113281,2.47377264482232
0.187864208749873,1.74522002283716,0.670592760250194,0.991344451904297,2.48707714909899
0.1,1.80614505329869,0.685482902299297,0.996112823486328,2.49028679618972
0.1,1.80140455371596,0.685073767573657,0.999927520751953,2.48679203989179
0.705072193901649,1.51876518803148,0.691090383261532,1.00231170654297,2.51016991052362
0.1,1.78651227649062,0.671398392439056,1.00183486938477,2.49988011882139
0.691665280119104,1.50567488204978,0.683317845474632,1.01137161254883,2.51473013619845
0.710831106734207,1.52122313568872,0.693476737729664,1.0063648223877,2.51859589605178
0.110865525311626,1.79404669271461,0.68063426283041,0.998973846435547,2.49266666781374
0.1,1.82127160375878,0.686112849580556,0.999927520751953,2.51062220874146
0.1,1.81364895763069,0.679515671045264,1.00088119506836,2.51678419166737
0.1,1.81395271616795,0.68527555551351,1.00517272949219,2.51126325182519
0.389324829207421,1.66452107824491,0.690549194387123,1.01232528686523,2.51208270869704
0.1,1.79690976363529,0.68149116108992,1.01280212402344,2.5083794077525
0.1,1.78383443188843,0.67474507351902,0.994682312011719,2.4800526461041
0.581089263340024,1.56290262874015,0.685210623579703,0.998735427856445,2.49360444123657
0.1,1.79596443863277,0.676231405929785,0.996589660644531,2.48833337922241
0.705033767559933,1.51234726620294,0.694561142864462,1.01232528686523,2.5105127294334
0.1,1.81867563868715,0.684352316801166,0.996112823486328,2.51162447758808
0.565501574986064,1.53993756320207,0.670106089596194,0.996589660644531,2.47385316165103
0.1,1.80363935984471,0.681880311130016,0.989913940429688,2.4779387840693
0.1,1.81660272443559,0.683840097040337,1.00231170654297,2.51629550319404
0.1,1.77296341310686,0.669578128483299,0.995159149169922,2.46729242065092
0.480691960635935,1.62459609211945,0.68564990038959,0.998497009277344,2.5051830450002
0.1,1.80234391566305,0.679370310544491,0.998497009277344,2.50251843918174
0.484778761625512,1.62688451263254,0.683927706367887,0.988483428955078,2.50489234505572
0.680450656326157,1.51058825341186,0.68156127865065,1.00564956665039,2.50873790684298
0.1,1.79929991857537,0.680786532445723,0.997543334960938,2.49631096522943
0.1,1.78561016961983,0.672683862137828,0.996589660644531,2.47928421892796
0.304964222521346,1.72153086635103,0.690639481397747,1.00278854370117,2.50777946480964
0.677251747305217,1.51577970325872,0.686634954290857,0.998973846435547,2.491048698811
0.1,1.76628730349799,0.664786492420807,0.994682312011719,2.47307301063059
0.1,1.78983404137333,0.671603264449048,0.991344451904297,2.49093677205985
0.696939988654661,1.50180967402414,0.678937303918649,0.998258590698242,2.49516770938753
0.1,1.70391091830052,0.618751711271141,0.998973846435547,2.49361884451175
0.1,1.82860647328098,0.68509681734711,0.993251800537109,2.51414813493645
0.679030040671851,1.5163531949228,0.675298463422092,0.994205474853516,2.50207689482043
0.37640312553977,1.65719650221106,0.681090003225151,1.0066032409668,2.50208243189961
0.481778260928958,1.62505844471991,0.687961376601176,0.995635986328125,2.49936941231999
0.233757812451507,1.74206917142168,0.68088116304612,1.00040435791016,2.51195308426144
0.250818172899901,1.70307673341046,0.66980677511994,0.991344451904297,2.47744063909636
0.374709145588199,1.66304404696701,0.677832102638259,0.996112823486328,2.501642466002
0.713363325862706,1.47064947347804,0.675562260112829,1.00040435791016,2.47799767213774
0.581711199157409,1.5519279979396,0.682593467776157,1.01041793823242,2.49903190154553
0.1,1.82031351787467,0.691081439293951,1.00374221801758,2.50956701405005
0.1,1.8247092465649,0.686916009162889,0.998973846435547,2.51495365903741
0.66625080502958,1.54705471808565,0.697453434834741,1.00803375244141,2.51626460838962
0.68218668273361,1.53280284015979,0.687954676914068,1.00231170654297,2.52139022155913
0.558412078429113,1.58753536686257,0.691291139202577,1.00517272949219,2.50979723959778
0.193519750334305,1.73938107700135,0.676349312702253,0.993251800537109,2.47256506648346
0.1,1.81985972138509,0.697914406756711,1.01089477539062,2.50121208149
0.486815688888836,1.60180648066501,0.678073474475323,1.00040435791016,2.50028056109966
0.1,1.79830506266239,0.67760682725198,0.992059707641602,2.48636456563115
0.587730611074312,1.53732046398208,0.668612337114311,0.992298126220703,2.4884150539926
0.1,1.8417590478083,0.698454866514392,1.00374221801758,2.51837483439981
0.1,1.80526500598923,0.678454955772971,0.995159149169922,2.49468166653288
0.188142753317466,1.74930000538415,0.676730714927858,1.00231170654297,2.4966359892866
0.255244488275123,1.73784588155633,0.692518773636214,1.00994110107422,2.51527498160448
0.1,1.81612369251766,0.684500022048416,0.992774963378906,2.49228302174553
0.1,1.82541041849164,0.690661991029703,1.00231170654297,2.52044988266548
0.1,1.80345843874647,0.679522856894118,0.995635986328125,2.493253523459
0.1,1.8499320593622,0.700438302248414,1.007080078125,2.53075435331422
0.1,1.82252689024362,0.687761564361596,1.00469589233398,2.51541743960775
0.1,1.8236136710765,0.686620709515187,0.995874404907227,2.50489687957074
0.697549282435427,1.5165565141246,0.693018421877317,1.00946426391602,2.5107628785385
0.677932773961842,1.52560471181629,0.687498725871769,0.999927520751953,2.50794818144934
0.611757987753218,1.55927997946084,0.684183213218543,0.9918212890625,2.4985670577983
0.1,1.8199224320477,0.686008574142345,0.994205474853516,2.50304341169373
0.1,1.77625415525774,0.671142747556948,0.993251800537109,2.46482416231838
0.1,1.78700384083966,0.6721509385606,0.997543334960938,2.49165802200249
0.1,1.79787183409469,0.676293721510531,0.985622406005859,2.47756746667508
0.1,1.80448537489545,0.682690726165395,1.00564956665039,2.49871831702519
0.67320980162508,1.49852097153109,0.672896407241383,0.990390777587891,2.47987554082575
0.513376817779271,1.58097161508303,0.676717836862823,0.993251800537109,2.48080730628733
0.372272573126925,1.64912555332626,0.680902286103486,1.00517272949219,2.48526043155243
0.1,1.81875543750488,0.687462771600743,1.00278854370117,2.50713708433969
0.1,1.79834492116788,0.673560969641483,0.987052917480469,2.48914796144771
0.571336876830873,1.5783335501833,0.686353015894503,1.00421905517578,2.50111482456433
0.643876280448955,1.53576158715158,0.681781615716261,0.996828079223633,2.49916311614366
0.1,1.80647224244526,0.682443545622803,0.993728637695312,2.48459059303217
0.1,1.81047808831588,0.68599019005524,1.0066032409668,2.50848165457787
0.1,1.78419219331968,0.667819636360715,0.991344451904297,2.48801595689377
0.230736540343456,1.74126120060021,0.68403201542215,1.00135803222656,2.50028451436302
0.131063438045267,1.76034222364295,0.676004538126309,1.00612640380859,2.48278136082731
0.18434548291934,1.7776325090087,0.687306594176552,1.00612640380859,2.52314386939202
0.270725490757758,1.68411793031854,0.664056368460489,0.996589660644531,2.4902966210115
0.147865237349784,1.76915870585628,0.67908266337757,1.00183486938477,2.49295884400637
0.1,1.76672246463319,0.661204822541724,0.994443893432617,2.47823246717758
0.1,1.80133364865729,0.678914873124665,0.999927520751953,2.50083806262818
0.1,1.81696275199071,0.684781477884782,1.00040435791016,2.5092005713866
0.573135623105451,1.55440758358101,0.678356059571155,0.993251800537109,2.47876429859683
0.743658246870027,1.48667133574472,0.684061124720185,1.00803375244141,2.52077914102285
0.495856087965002,1.60142803674995,0.681839292675855,1.0075569152832,2.51529268310319
0.442107182606785,1.62994487023691,0.683235243338606,1.00088119506836,2.49771594600263
0.237409572147442,1.7067457370389,0.671137378925882,0.998497009277344,2.48263673765818
0.687952102411544,1.49938917831758,0.676860587974775,0.998497009277344,2.49239706444235
0.1,1.80846491366888,0.686066504034841,1.01041793823242,2.51414118997809
0.140300829687454,1.78791827956638,0.688075941675488,1.00302696228027,2.50353124373005
0.1,1.80674677542445,0.678287316014267,0.993251800537109,2.49543192274307
0.586838487867784,1.54229512319969,0.67773150916013,1.01280212402344,2.50924286143868
0.380996758500169,1.68153531210861,0.690970304459142,0.99945068359375,2.51105554149295
0.1,1.82473572471682,0.688027706789839,1.00088119506836,2.5140695959013
0.527733523961317,1.59514864224554,0.685600451029348,1.00326538085938,2.50820394851688
0.571539682489734,1.54659074846559,0.669464682347364,0.997781753540039,2.49926135257741
0.1,1.81552127855656,0.687341759248495,1.00564956665039,2.51170742785587
0.1,1.8276936612115,0.690490339584066,1.00135803222656,2.50750938448643
0.660039942807409,1.50940608958201,0.673080699488535,0.994205474853516,2.49134672027862
0.672507749099366,1.52351842516296,0.688148581381067,0.999689102172852,2.49642254486151
0.689832224767187,1.50879044460002,0.685938335952427,1.00421905517578,2.49561931755387
0.1,1.8194236806034,0.684101803845351,0.993967056274414,2.50381724536245
0.523008495246019,1.60459701587009,0.691612120051019,1.00517272949219,2.50965914785443
0.597630652703919,1.56815822165843,0.686451147813302,1.00374221801758,2.52219885964082
0.1,1.78780780851006,0.674223332445968,0.989437103271484,2.47043596612473
0.307540426570933,1.68522640965097,0.681280724872597,0.995397567749023,2.4733193003298
0.1,1.80811256148854,0.682903325320593,0.997543334960938,2.49147743381446
0.618197493386039,1.54415905902388,0.682539108057667,0.997781753540039,2.49801963932054
0.1,1.78773272287344,0.673925668510837,0.99945068359375,2.48635654912224
0.1,1.79190078681974,0.679195688698952,0.997543334960938,2.4864292253604
0.1,1.78492535754259,0.6729335787653,1.00231170654297,2.49114369577982
0.1,1.81198536712278,0.681384281561918,0.994682312011719,2.49344496998751
0.506388561600882,1.60169418840056,0.685784086766506,1.00088119506836,2.49425001305379
0.109875043483702,1.7620075834756,0.661423562387303,0.992774963378906,2.47863709736378
0.321086696741568,1.69781544523488,0.67565945020731,0.982761383056641,2.49379488293438
0.1,1.77967046311524,0.674564365431557,1.00207328796387,2.48034023735971
0.715303994928163,1.49092636567675,0.680844820533864,1.00851058959961,2.50649142007657
0.241879077375114,1.75212289826047,0.689562372190182,1.00088119506836,2.51580854190802
0.554634433881191,1.54931528068541,0.67478260506243,0.989198684692383,2.45889213285775
0.231178688430669,1.72645497482482,0.673094073709241,0.989913940429688,2.48045533640722
0.1,1.80176352962489,0.675168799859006,1.00278854370117,2.5093394126185
0.1,1.81136338486783,0.688362505285052,1.01089477539062,2.5144324622696
0.559829566118242,1.56988014205784,0.678744215799259,1.0066032409668,2.51596495606511
0.680104665146403,1.5102703956599,0.6791151916938,1.00326538085938,2.50513974054156
0.615743724024757,1.55761901266573,0.693531214738645,1.01137161254883,2.50729849485037
0.1,1.78580040459202,0.667477805275787,0.977993011474609,2.46360644438821
0.307383844649671,1.65625181819544,0.663060290469626,0.995159149169922,2.4750232342331
0.2440668092092,1.72329482203475,0.683341916138029,0.994682312011719,2.47348803140474
0.686835698722684,1.51419689192484,0.679654783046599,1.00374221801758,2.52202255789943
0.1,1.8269493414218,0.697035623111807,1.00278854370117,2.50141419717728
0.1,1.79988712538534,0.67308802708334,0.992774963378906,2.49288469861917
0.1,1.77975174398276,0.672930574291361,1.00326538085938,2.4830500913421
0.1,1.78538639863027,0.677186062097109,1.00469589233398,2.48990540201525
0.181113430578025,1.74847943579539,0.673682898893551,1.00469589233398,2.50211813949864
0.1,1.78146392931627,0.675218503878228,0.992298126220703,2.46039278372392
0.1,1.84201344227209,0.697710942889202,1.00231170654297,2.51753802282715
0.1,1.78273447209224,0.67385295646023,0.995159149169922,2.47394732277952
0.1,1.78304612298927,0.672018100955499,0.993251800537109,2.47208570304165
0.690139414973845,1.52012766870678,0.684182423285418,0.999927520751953,2.51207185758078
0.1,1.80926446749745,0.684454480698702,0.994682312011719,2.48330195672477
0.29600464958718,1.69082514383728,0.676374801364548,0.989437103271484,2.47212806913525
0.1,1.80224641451417,0.684338555540648,1.00851058959961,2.49784094245613
0.1,1.82099977071348,0.685523460044974,0.993728637695312,2.4994627351922
0.538053078203137,1.61130897441072,0.692688163654264,0.999927520751953,2.51327672733352
0.452787285363452,1.62030848862823,0.679894191112841,0.993728637695312,2.48841242828017
0.1,1.81345069917001,0.683733918922819,0.992298126220703,2.49664159387856
0.459507831580938,1.6154460713534,0.680669871674433,1.00374221801758,2.50126664874777
0.1,1.81540024665463,0.684428430222616,0.996589660644531,2.50358483270067
0.1,1.80921983640146,0.688997451919641,1.01256370544434,2.50607477194633
0.299902811132147,1.71810937701183,0.689528507071052,1.01613998413086,2.53068803398137
0.53739799369876,1.58381978088986,0.685644251072591,0.995635986328125,2.48238482745507
0.508076913745273,1.59592534345487,0.687095195522326,0.99945068359375,2.49004067661012
0.581589395799677,1.54487695124886,0.678938783189627,0.998497009277344,2.48312817331095
0.236421925132497,1.7355739833987,0.678699739102175,0.99945068359375,2.50537724175239
0.174763077354908,1.78891075245294,0.6921879877884,1.00421905517578,2.51514174403789
0.660590096982731,1.52731160296799,0.67969198231542,0.999927520751953,2.51261753365035
0.438443607001874,1.64787193411373,0.686588688094004,1.00326538085938,2.51682783064995
0.112855259365605,1.80424133090086,0.68865947085329,1.01327896118164,2.51923422598848
0.563000443248899,1.5704883007946,0.67919971901336,0.998497009277344,2.50521178116823
0.673567489024194,1.52380963400719,0.685735840836002,0.996828079223633,2.50006686249691
0.544152142889305,1.58476756424511,0.68337580493219,0.999927520751953,2.499308378598
0.653533507821402,1.53562583277936,0.681002928708129,0.987052917480469,2.49405809410378
0.1,1.76764487796632,0.662802717617276,0.988006591796875,2.47508261383603
0.498197611916436,1.60373429745289,0.677380648555771,0.990867614746094,2.49073282754575
0.1,1.79066468477864,0.674038629104962,0.996589660644531,2.48813229348176
0.32721556748333,1.69795518877561,0.684855128026383,0.993967056274414,2.49439071603991
0.279995342914947,1.69502725883702,0.675327530918088,1.00612640380859,2.50028201536657
0.1,1.83189903643443,0.700103683148222,1.0068416595459,2.514786759435
0.717583358826181,1.48046762816425,0.671284110297606,0.985622406005859,2.47882203444637
0.1,1.81154619560547,0.685426473832442,1.00803375244141,2.50846265519271
0.719238226394883,1.50558524207619,0.687159712631724,1.01208686828613,2.53109318412438
0.1,1.81007707810324,0.680355005192213,1.00326538085938,2.51330097325203
0.1,1.80995248954859,0.681978886222597,1.00088119506836,2.50665646602177
0.1,1.80254823885276,0.687327444509813,1.00946426391602,2.49752312708161
0.243423783095431,1.72198540738321,0.673865896854573,0.992774963378906,2.49450180904484
0.673422721552056,1.51670789801138,0.681947702064738,1.00421905517578,2.51000277975823
0.571766684810116,1.54848928621905,0.680628751597393,1.01113319396973,2.48995442798433
0.647392008977136,1.5310878613219,0.680884311873094,0.996112823486328,2.50197708091254
0.643108735200115,1.54649305826452,0.690193987638341,1.00374221801758,2.51045410981129
0.1,1.7689214878126,0.667315508189115,0.994205474853516,2.46696209981711
0.1,1.81851650445822,0.694602994822626,1.00135803222656,2.49590214488649
0.100406499587898,1.81828146857466,0.687681294661449,0.998497009277344,2.50127438524014
0.39280396585056,1.63452242182319,0.67366109650071,0.994205474853516,2.47476414142558
0.507389936135705,1.61833877622603,0.693793737104148,1.00111961364746,2.50135415252998
0.592688131584444,1.5456019937166,0.67658076275228,1.00135803222656,2.4989287561651
0.470935046488935,1.58899804898124,0.669414271220433,0.996589660644531,2.47812760394305
0.607810538029555,1.55292424211825,0.678164593568214,1.00374221801758,2.52686868260467
0.517413475581103,1.60097137542301,0.680666895770276,0.993728637695312,2.50069592673512
0.505183762597939,1.60267492603499,0.684586601805867,1.00064277648926,2.50044419957365
0.610692464400088,1.53091681719982,0.67871056934564,0.994205474853516,2.47199234564998
0.552205207220092,1.56118041596274,0.672009242318949,0.999927520751953,2.49819918580744
0.1,1.80215112243243,0.6788933395314,1.00135803222656,2.50272321923272
0.1,1.80111234294246,0.680014724600391,0.995159149169922,2.48938561657655
0.685773055063258,1.53285386363671,0.685648361801917,0.998497009277344,2.52130238214631
0.443116741728132,1.63956275905005,0.683373692372513,1.0066032409668,2.52313874397635
0.1,1.78425254946787,0.675322030691207,1.00088119506836,2.47819975685905
0.1,1.80311746702088,0.675170219656871,0.994205474853516,2.49413152424964
0.463966674768791,1.61333088583767,0.677709373308341,0.995159149169922,2.49055921529046
0.1,1.80864838484153,0.684921592998454,1.00564956665039,2.50551825035953
0.687491348591012,1.51687576790029,0.683394810875712,1.01184844970703,2.53062724043021
0.341178902620998,1.66657837176611,0.67426162725899,0.994682312011719,2.48868174259948
0.1,1.79881366716735,0.68144353683865,1.00922584533691,2.50567588481864
0.647738843208992,1.54497297772152,0.685033725517248,0.996112823486328,2.51088500266867
0.210957069489646,1.74460149372836,0.680954998245514,1.00135803222656,2.49735310864014
0.1,1.80012787458317,0.678051237116712,0.986099243164062,2.47869040288549
0.1,1.82722968657402,0.691102288581,1.00517272949219,2.52105156538081
0.1,1.83599866541846,0.69562005704715,0.999927520751953,2.51282468652983
0.1,1.78664714326045,0.67419246007526,0.995159149169922,2.48396845540672
0.1,1.80322499033395,0.679076050976356,1.00040435791016,2.50114679638913
0.1,1.80653081014608,0.680153703737326,0.996589660644531,2.4984259438658
0.197419707459424,1.74842981980221,0.674968174158407,0.991344451904297,2.4988887456258
0.489826108836597,1.6035779927659,0.680712691129484,0.995159149169922,2.48540742396641
0.743210775399333,1.48914970490667,0.686899003578988,1.00421905517578,2.50759482609425
0.720015282693095,1.49541330636415,0.689094382407648,1.00564956665039,2.49359197053095
0.634515468621336,1.5592765616565,0.686029241169515,0.988483428955078,2.50426853622333
0.1,1.81609066979926,0.68375776511388,0.995874404907227,2.50400431525274
0.1,1.8489939204528,0.697446589169669,1.00278854370117,2.52931799903798
0.1,1.80819343787907,0.683729996213039,1.00255012512207,2.50363875867502
0.727950707421929,1.50072514750774,0.694621910060251,1.01113319396973,2.51116368807252
0.1,1.83542841868461,0.694503910072704,1.01089477539062,2.53654272149056
0.1,1.82526927986105,0.68972796733876,1.00421905517578,2.51676519224641
0.1,1.80184382925112,0.676121597620801,1.01089477539062,2.52597526382067
0.1,1.80071899079241,0.682154341418895,0.998497009277344,2.48860712211447
0.1,1.81255741673374,0.686699103612651,0.998735427856445,2.49595512916649
0.473979562733803,1.61779685121915,0.685182465933053,1.00564956665039,2.51017456245382
0.150283260551676,1.76397902699078,0.671056441910163,0.994682312011719,2.49313235720382
0.426431875128347,1.62674503712138,0.675466559042127,1.00135803222656,2.49986554479491
0.557795699576262,1.58613805603213,0.694103201221481,1.01232528686523,2.51619058756287
0.262586296547512,1.70884204312304,0.682646747954614,1.00946426391602,2.49709451544649
0.607407048188756,1.55497348481692,0.684475152791221,1.00040435791016,2.50654969777345
0.436497870654012,1.6278100400909,0.68355810686708,0.999927520751953,2.48586181445097
0.433324948910308,1.63600345640653,0.679639273929853,0.996589660644531,2.50329702607805
